statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Shadows form because light cannot pass through solid objects.,1,Optics experiments show opaque bodies block photons and cast shadows. It is not opinion because the geometry is identical for all observers.,4,1,Light propagation and occlusion are topics of physics. It is not social because shadow formation needs no human agreement.,4,1,The sentence states the blockage in ordinary vocabulary. It is not a figure of speech because no metaphor is employed.,4,1,It reports an observed optical regularity. It is not normative because it contains no evaluative judgment.,4,0,Shadow existence is deduced from light's inability to penetrate solids. It is not mere knowledge because the causal clause unites the facts.,4,0,The straight-line travel of light is a general optical law. It is not everyday because it abstracts from any one afternoon shadow.,3,"Everyone notices a dark shape behind themselves in sunlight, an immediate demonstration of light blockage.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
The Moon stays in orbit because Earth's gravity attracts it.,1,Orbital calculations and spacecraft data confirm gravitational binding. It is not opinion because the trajectory is predicted and observed uniformly.,4,1,Orbital mechanics belongs to physics and astronomy. It is not social because gravity operates regardless of culture.,4,1,Words refer to the actual attractive force without embellishment. It is not a figure of speech because the language is strictly descriptive.,4,1,The statement describes an empirical celestial motion. It is not normative because it does not prescribe how the Moon should behave.,4,0,Continued orbit is concluded from the presence of gravitational attraction. It is not mere knowledge because 'because' supplies the logical reason.,4,0,The gravitational binding is a universal two-body regularity. It is not everyday because no person directly experiences lunar orbit.,3,"People accept that the Moon does not fly into space, an obvious result of the same force that makes apples fall.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
"If an electrical circuit is broken, no current can flow.",1,Ammeter readings drop to zero whenever a wire is disconnected. It is not opinion because the interruption is measured identically.,4,1,Current flow is an electromagnetic phenomenon of physics. It is not social because circuit continuity is independent of human rules.,4,1,The conditional describes the exact circuit condition. It is not a figure of speech because no idiom or exaggeration occurs.,4,1,It states a physical constraint of charge flow. It is not normative because no value or duty is asserted.,4,0,Absence of current is deduced from the broken-path condition. It is not mere knowledge because the 'if' constructs an explicit inference.,4,0,The closed-loop requirement is a general electrical law. It is not everyday because it concerns an unseen electron regularity rather than one gadget.,3,Anyone who has seen a flashlight fail when the switch is off understands that a gap stops electricity.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Friction generates heat by converting kinetic energy on contact.,1,Temperature sensors record heat increase whenever surfaces slide. It is not opinion because the energy conversion is quantitatively verified.,4,1,"Friction and energy conversion are topics of mechanics. It is not social because heat generation follows physics, not convention.",4,1,The words name the energy conversion process directly. It is not a figure of speech because the description is literal.,4,1,The claim reports an observed energy transformation. It is not normative because it does not judge the heat as desirable.,4,0,Heat appearance is inferred from the work done against friction. It is not mere knowledge because the phrase 'by converting' supplies the causal chain.,4,0,The conversion is a general thermodynamic regularity. It is not everyday because it abstracts from any particular pair of rubbing hands.,3,"Rubbing hands together on a cold day warms them, a universal experience of energy transformation.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Water boils into steam when heated enough to overcome attractions.,1,Thermometers and pressure data confirm the phase change at a definite temperature. It is not opinion because the boiling point is reproducible.,4,1,"Phase transition is a thermodynamic phenomenon. It is not social because boiling obeys physical laws, not human agreement.",4,1,The sentence describes the molecular process in ordinary terms. It is not a figure of speech because nothing is overstated or analogized.,4,1,It records an empirical change of state. It is not normative because no evaluation of boiling is offered.,4,0,Vaporization is concluded from heat supplying enough energy to break bonds. It is not mere knowledge because the 'when' clause links cause and effect.,4,0,The energy-threshold regularity holds for all water samples. It is not everyday because it concerns unseen intermolecular forces rather than one pot.,3,"Everyone has watched a kettle whistle, knowing that sufficient heat turns liquid into gas.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Moving objects eventually stop because opposing forces act on them.,1,Motion-tracking experiments show deceleration from friction or drag. It is not opinion because stopping is observed uniformly.,4,1,Newton's laws and dissipative forces belong to physics. It is not social because stopping does not depend on human norms.,4,1,Words state the force-induced halt without extra meaning. It is not a figure of speech because the language is plain.,4,1,The statement describes a repeatable mechanical outcome. It is not normative because it contains no prescription.,4,0,Cessation of motion is deduced from the presence of opposing forces. It is not mere knowledge because 'because' supplies the logical reason.,4,0,The eventual halt is a general consequence of real-world forces. It is not everyday because it abstracts from any single rolling object.,3,"A kicked ball or sliding book always comes to rest, an obvious result of unseen resistance.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Clouds release rain after water vapor cools and condenses.,1,"Meteorological data link cooling, condensation and precipitation. It is not opinion because rainfall measurements match the process.",4,1,Phase change of water is a physical-chemical process. It is not social because condensation occurs without human rules.,4,1,The sequence of cooling and condensation is stated directly. It is not a figure of speech because no metaphor is used.,4,1,It reports an observed meteorological cycle. It is not normative because no judgment of rain is implied.,4,0,Rainfall is inferred from the cooling-condensation sequence. It is not mere knowledge because 'after' indicates the causal order.,4,0,The condensation-rain regularity is a general atmospheric law. It is not everyday because it concerns large-scale unseen vapor behavior.,3,"People see gray clouds and expect rain, understanding that cooling air produces drops.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Day and night occur because Earth rotates on its axis.,1,Astronomical observation and time-lapse imaging confirm axial rotation. It is not opinion because the cycle is identical worldwide.,4,1,Planetary rotation is a topic of physics and astronomy. It is not social because the spin exists independently of culture.,4,1,The words name the rotation and its lighting effect plainly. It is not a figure of speech because the claim is literal.,4,1,The sentence describes an empirical astronomical period. It is not normative because it offers no value judgment.,4,0,Alternating light is concluded from the known rotation. It is not mere knowledge because 'because' links the two facts.,4,0,The day-night cycle is a global geometric regularity. It is not everyday because no individual experiences the Earth's spin directly.,3,"The regular appearance of sunrise and sunset is understood as the planet turning, a basic celestial fact.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Flames go out without oxygen required for the combustion.,1,Combustion experiments in oxygen-free chambers show flames die. It is not opinion because the chemical requirement is measured.,4,1,Combustion is an oxidation reaction of chemistry. It is not social because fire chemistry does not depend on human agreement.,4,1,The statement names the chemical necessity in ordinary words. It is not a figure of speech because no exaggeration occurs.,4,1,It records an empirical chemical constraint. It is not normative because it does not evaluate fire as good or bad.,4,0,Extinction is inferred from the absence of a needed reactant. It is not mere knowledge because the clause supplies the causal reason.,4,0,The oxygen requirement is a general chemical law. It is not everyday because it abstracts from any single candle-snuffing event.,3,"Covering a candle or a campfire with dirt kills the fire, an obvious need for air that everyone knows.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Pressure in liquids rises with depth from the weight above.,1,Pressure gauges record linear increase with depth. It is not opinion because the hydrostatic formula is experimentally confirmed.,4,1,"Hydrostatics is a branch of fluid mechanics. It is not social because pressure depends on physics, not custom.",4,1,The words describe the weight-pressure relation directly. It is not a figure of speech because the language is exact.,4,1,The claim states a measurable fluid property. It is not normative because no ought is expressed.,4,0,Higher pressure is deduced from the accumulating liquid weight. It is not mere knowledge because 'from' indicates the logical origin.,4,0,"The depth-pressure law holds for all still fluids. It is not everyday because it is a general hydrostatic regularity, not one swim.",3,"Divers feel their ears hurt deeper down, an immediate sensation of increasing water weight.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Echoes occur because sound waves reflect off hard surfaces.,1,Acoustic timing experiments confirm reflection delays. It is not opinion because the return of sound is recorded objectively.,4,1,Sound reflection is a wave phenomenon of physics. It is not social because echoes exist without human rules.,4,1,The sentence names wave reflection in plain vocabulary. It is not a figure of speech because nothing is analogized.,4,1,It reports an observed wave behavior. It is not normative because it contains no evaluative claim.,4,0,The returned sound is concluded from wave bouncing. It is not mere knowledge because 'because' supplies the causal link.,4,0,The reflection principle is a general acoustic law. It is not everyday because it abstracts from any particular canyon shout.,3,"Shouting in a canyon returns a delayed voice, an obvious bounce that children discover.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Seasons change as Earth's tilted axis orbits around the Sun.,1,Orbital models and temperature records match the axial-tilt explanation. It is not opinion because insolation data are global and consistent.,4,1,"Orbital mechanics and solar radiation belong to physics. It is not social because seasons arise from astronomy, not culture.",4,1,The words describe the geometric cause without flourish. It is not a figure of speech because the statement is literal.,4,1,The sentence describes an empirical climatic periodicity. It is not normative because it offers no judgment of seasons.,4,0,Seasonal variation is inferred from tilt plus orbit. It is not mere knowledge because 'as' joins the two astronomical facts.,4,0,The seasonal cycle is a planetary-scale regularity. It is not everyday because no person directly senses the axial tilt.,3,"People notice longer summer days and winter cold, understanding the tilt as the reason the Sun's height varies.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Blood circulates to organs because the heart pumps continuously.,1,Physiological measurements show flow ceases when the heart stops. It is not opinion because circulation data are medically verified.,4,1,"Circulation is a biological-mechanical process. It is not social because blood flow obeys anatomy, not human convention.",4,1,The words name the pumping action and its result exactly. It is not a figure of speech because no metaphor is present.,4,1,It reports an empirical bodily function. It is not normative because it does not prescribe how circulation should occur.,4,0,Delivery of blood is concluded from the heart's pumping action. It is not mere knowledge because 'because' supplies the causal inference.,4,0,The pumping-circulation regularity is a general physiological law. It is not everyday because it concerns an internal unseen system.,3,Feeling a pulse and knowing that stopping the heart stops life makes the pumping role obvious.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
Airplanes remain aloft because their wings generate aerodynamic lift.,1,Wind-tunnel and flight-data measurements confirm lift equals weight in cruise. It is not opinion because the force balance is calculated identically.,4,1,Lift generation is a fluid-dynamics phenomenon. It is not social because aerodynamics does not depend on human rules.,4,1,The sentence describes the lift force in ordinary engineering terms. It is not a figure of speech because the language is direct.,4,1,The claim states an observed aerodynamic fact. It is not normative because no value judgment of flying is made.,4,0,Continued flight is deduced from the production of lift. It is not mere knowledge because 'because' logically connects wing action to staying aloft.,4,0,The lift-weight equilibrium is a general flight-mechanics regularity. It is not everyday because most people never experience wing airflow directly.,3,Seeing planes stay in the sky without falling is accepted as the result of air moving over wings.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",x-ai/grok-4.6
There are seven days in a week.,1,"Calendars and clocks confirm this independently of personal views, unlike a subjective preference. I am very confident it is a checkable fact rather than opinion.",4,0,"The seven-day week is a human calendar convention, not a law of physics or biology. I am very confident it originates in society rather than the physical world.",4,1,The sentence states exactly the number of days without metaphor or exaggeration. I am very confident it uses ordinary language rather than figures of speech.,4,0,It names a socially constructed timekeeping convention that people are expected to follow. I am somewhat confident it refers to a convention rather than a purely positive empirical law.,3,1,It reports an observed social arrangement rather than a conclusion deduced from premises. I am very confident it is knowledge rather than reasoning.,4,0,"The week is a cultural regularity learned socially, not derived from one person's isolated sensory experience. I am somewhat confident it is abstract rather than an everyday personal encounter.",3,Everyone raised in modern society knows the weekly cycle as basic shared knowledge needing no expertise.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Citizens must obey the laws of their country.,1,"Legal codes demonstrably impose this duty, independent of whether someone likes it. I am very confident it is a verifiable fact rather than mere opinion.",4,0,"Laws and citizenship are human-created institutions, not physical properties. I am very confident the statement is social rather than physical.",4,1,"The words mean precisely the legal obligation, with no figurative twist. I am very confident it is literal rather than a figure of speech.",4,0,It expresses a binding social and legal norm that people ought to follow. I am very confident it is normative rather than a value-neutral positive description.,4,1,"It records an observed feature of political life, not a logical inference. I am very confident it is knowledge rather than reasoning.",4,0,"The obligation is a general institutional rule, not something seen in a single personal incident. I am somewhat confident it is abstract rather than everyday.",3,This basic civic expectation is understood by virtually all adults as part of living in a state.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Marriage legally binds two people together.,1,"Statutes and registries confirm the legal effect, regardless of personal feelings about marriage. I am very confident it is a fact rather than opinion.",4,0,Marriage as a legal institution is invented by human societies. I am very confident it is social rather than a physical phenomenon.,4,1,"The phrasing describes the legal result exactly, without metaphor. I am very confident it is literal language rather than figurative.",4,0,It refers to a socially sanctioned convention that structures family life. I am somewhat confident it is normative rather than purely positive.,3,1,"It states an observed legal arrangement, not a deduced conclusion. I am very confident it is knowledge rather than reasoning.",4,0,The institution of marriage is a societal regularity beyond any one couple's private experience. I am somewhat confident it is abstract rather than everyday.,3,Most people recognize marriage as a formal legal status without needing legal training.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Children go to school to receive an education.,1,Attendance laws and school charters show this function independently of taste. I am very confident it is a fact rather than opinion.,4,0,"Formal education systems are human institutions, not natural processes. I am very confident it is social rather than physical.",4,1,"The sentence reports the actual reason children attend, with no imagery. I am very confident it is literal rather than a figure of speech.",4,0,It reflects the social expectation that children ought to be educated. I am somewhat confident it is normative rather than merely positive.,3,1,"It captures a widely observed institutional practice, not a chain of logic. I am very confident it is knowledge rather than reasoning.",4,0,"Compulsory schooling is a broad social pattern, not one child's daily walk to class. I am somewhat confident it is abstract rather than everyday.",3,This purpose of schooling is taken for granted in everyday conversation about childhood.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Governments collect taxes from the population.,1,"Tax codes and collection agencies exist and operate, irrespective of political views. I am very confident it is a fact rather than opinion.",4,0,"Taxation is a human political invention, not a physical necessity. I am very confident it is social rather than physical.",4,1,The words describe the actual fiscal practice exactly. I am very confident it is literal rather than figurative.,4,0,It refers to an imposed civic duty that societies enforce. I am somewhat confident it is normative rather than purely positive.,3,1,"It reports an observed governmental activity, not an inferred conclusion. I am very confident it is knowledge rather than reasoning.",4,0,"Tax systems are general governmental regularities, not one person's paycheck deduction. I am somewhat confident it is abstract rather than everyday.",3,People know governments fund themselves through taxation as a basic civic fact.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Money is a medium of exchange in society.,1,Everyday transactions and economic records confirm this function independently of preference. I am very confident it is a fact rather than opinion.,4,0,"Money exists only because humans agree on its use, not because of physics. I am very confident it is social rather than physical.",4,1,"The statement means exactly that money facilitates trade, without exaggeration. I am very confident it is literal rather than a figure of speech.",4,0,It names a conventional social agreement that people are expected to honor. I am somewhat confident it is normative rather than purely positive.,3,1,"It states an observed economic practice, not a logical deduction. I am very confident it is knowledge rather than reasoning.",4,0,The monetary system is a collective institution beyond any single purchase. I am somewhat confident it is abstract rather than everyday.,3,Everyone understands that currency is used to trade goods as a foundational social fact.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Stealing is prohibited by criminal law.,1,"Penal codes list theft as a crime, a matter of record not personal taste. I am very confident it is a fact rather than opinion.",4,0,Criminal prohibitions are created by human legislatures. I am very confident it is social rather than physical.,4,1,The sentence states the legal status of stealing without metaphor. I am very confident it is literal rather than figurative.,4,0,It refers to a core social and legal norm against taking others' property. I am very confident it is normative rather than merely positive.,4,1,"It reports an observed feature of legal systems, not a reasoned inference. I am very confident it is knowledge rather than reasoning.",4,0,"The prohibition is a general legal regularity, not one witnessed theft. I am somewhat confident it is abstract rather than everyday.",3,The ban on theft is a core piece of common legal knowledge shared by ordinary people.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Parents are responsible for raising their children.,1,"Family law and social services treat parents as primary caregivers, independently of sentiment. I am very confident it is a fact rather than opinion.",4,0,Parental roles are defined by human kinship systems. I am very confident it is social rather than physical.,4,1,"The words describe the expected duty exactly, with no figurative language. I am very confident it is literal rather than a figure of speech.",4,0,It expresses a deeply held social expectation of parental duty. I am very confident it is normative rather than purely positive.,4,1,"It captures a widely observed family arrangement, not a logical proof. I am very confident it is knowledge rather than reasoning.",4,0,"The responsibility is a societal pattern, not one parent's daily chores. I am somewhat confident it is abstract rather than everyday.",3,This familial duty is universally assumed in ordinary talk about parenting.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Voters elect representatives in a democracy.,1,"Constitutions and election records show this process, regardless of one's politics. I am very confident it is a fact rather than opinion.",4,0,Democratic elections are human political inventions. I am very confident it is social rather than physical.,4,1,The sentence states the actual selection method without imagery. I am very confident it is literal rather than figurative.,4,0,It refers to the conventional rule that legitimacy comes from voting. I am somewhat confident it is normative rather than purely positive.,3,1,"It reports an observed political practice, not a deduced argument. I am very confident it is knowledge rather than reasoning.",4,0,"Electoral systems are general institutional regularities, not one trip to a polling booth. I am somewhat confident it is abstract rather than everyday.",3,The electoral mechanism of democracy is basic civic knowledge for most adults.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Doctors treat patients according to medical ethics.,1,"Licensing boards and hospital policies enforce ethical codes, independently of personal views. I am very confident it is a fact rather than opinion.",4,0,Medical ethics are professionally constructed human rules. I am very confident it is social rather than physical.,4,1,The phrasing describes the actual guiding standards exactly. I am very confident it is literal rather than a figure of speech.,4,0,It refers to the value-laden rules doctors are supposed to follow. I am very confident it is normative rather than merely positive.,4,1,"It states an observed professional practice, not a chain of reasoning. I am very confident it is knowledge rather than reasoning.",4,0,"Ethical codes are general professional regularities, not one doctor's visit. I am somewhat confident it is abstract rather than everyday.",3,People expect physicians to follow professional ethical standards as common knowledge.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Banks hold deposits for their customers.,1,"Banking regulations and account contracts confirm this role, not a matter of taste. I am very confident it is a fact rather than opinion.",4,0,Banking institutions are human economic creations. I am very confident it is social rather than physical.,4,1,"The words mean exactly that banks store money, with no metaphor. I am very confident it is literal rather than figurative.",4,0,It reflects the conventional trust and duty banks are expected to uphold. I am somewhat confident it is normative rather than purely positive.,3,1,"It reports an observed financial practice, not a logical conclusion. I am very confident it is knowledge rather than reasoning.",4,0,The deposit system is a financial institution beyond any single account. I am somewhat confident it is abstract rather than everyday.,3,The basic function of banks as safekeepers of money is known to almost everyone.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Judges decide cases based on legal statutes.,1,"Judicial opinions cite statutes, a matter of public record independent of opinion. I am very confident it is a fact rather than opinion.",4,0,Statutes and courts are products of human legal systems. I am very confident it is social rather than physical.,4,1,The sentence describes the actual decision process without exaggeration. I am very confident it is literal rather than a figure of speech.,4,0,It refers to the binding convention that judges ought to apply the law. I am somewhat confident it is normative rather than purely positive.,3,1,"It captures an observed judicial practice, not a reasoned argument. I am very confident it is knowledge rather than reasoning.",4,0,"Statutory interpretation is a general legal regularity, not one courtroom visit. I am somewhat confident it is abstract rather than everyday.",3,People understand that court rulings rest on written law as elementary legal knowledge.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Years are divided into twelve months.,1,"Every standard calendar displays twelve months, independently of personal preference. I am very confident it is a fact rather than opinion.",4,0,The twelve-month year is a human calendrical invention. I am very confident it is social rather than physical.,4,1,"The words state the division exactly, with no figurative meaning. I am very confident it is literal rather than a figure of speech.",4,0,It names a conventional timekeeping rule that society follows. I am somewhat confident it is normative rather than purely positive.,3,1,"It reports an observed calendar convention, not a logical deduction. I am very confident it is knowledge rather than reasoning.",4,0,The annual cycle is a cultural regularity not visible in a single day's experience. I am somewhat confident it is abstract rather than everyday.,3,The monthly calendar structure is taught to children and treated as obvious thereafter.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
International travel requires a valid passport.,1,"Immigration laws worldwide mandate passports, a verifiable requirement. I am very confident it is a fact rather than opinion.",4,0,Passports and borders are human political constructs. I am very confident it is social rather than physical.,4,1,The sentence states the actual documentary requirement without metaphor. I am very confident it is literal rather than figurative.,4,0,It refers to a state-enforced convention that travelers must obey. I am somewhat confident it is normative rather than purely positive.,3,1,"It records an observed travel regulation, not an inferred conclusion. I am very confident it is knowledge rather than reasoning.",4,0,"Passport regimes are general international regularities, not one airport experience. I am somewhat confident it is abstract rather than everyday.",3,Border-control rules about passports are common knowledge among travelers and non-travelers alike.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Drivers must halt when traffic lights turn red.,1,"Traffic codes everywhere treat red as a stop signal, independently of personal haste. I am very confident it is a fact rather than opinion.",4,0,Traffic signals are human-engineered rules of the road. I am very confident it is social rather than physical.,4,1,"The words describe the required action exactly, with no hyperbole. I am very confident it is literal rather than a figure of speech.",4,0,It expresses a binding social and legal obligation for drivers. I am very confident it is normative rather than merely positive.,4,1,"It states an observed traffic regulation, not a chain of logic. I am very confident it is knowledge rather than reasoning.",4,0,"The red-light rule is a general traffic convention, not one intersection. I am somewhat confident it is abstract rather than everyday.",3,The meaning of a red light is among the first traffic rules everyone learns.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Graduates receive diplomas from their schools.,1,"School policies and ceremonies document diploma issuance, not a matter of taste. I am very confident it is a fact rather than opinion.",4,0,Diplomas are credentials created by human educational institutions. I am very confident it is social rather than physical.,4,1,The sentence reports the actual conferral practice without imagery. I am very confident it is literal rather than figurative.,4,0,It refers to the conventional recognition society grants completers. I am somewhat confident it is normative rather than purely positive.,3,1,"It captures an observed academic custom, not a reasoned proof. I am very confident it is knowledge rather than reasoning.",4,0,"Credentialing is a general educational regularity, not one graduation day. I am somewhat confident it is abstract rather than everyday.",3,The awarding of diplomas is a familiar ritual that needs no explanation in ordinary life.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Religious groups observe designated holy days.,1,Calendars and public holidays confirm these observances independently of faith. I am very confident it is a fact rather than opinion.,4,0,Holy days are human religious constructions. I am very confident it is social rather than physical.,4,1,The words describe the actual practice of observance exactly. I am very confident it is literal rather than a figure of speech.,4,0,It refers to the conventional duties members are expected to keep. I am somewhat confident it is normative rather than purely positive.,3,1,"It reports an observed cultural practice, not a logical inference. I am very confident it is knowledge rather than reasoning.",4,0,"Sacred calendars are collective regularities, not one person's prayer. I am somewhat confident it is abstract rather than everyday.",3,The existence of religious calendars and observances is widely known even to non-believers.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Nuclear families include parents and their offspring.,1,"Demographic and legal definitions treat this grouping as standard, independently of ideals. I am very confident it is a fact rather than opinion.",4,0,The nuclear-family model is a culturally specific human arrangement. I am very confident it is social rather than physical.,4,1,"The sentence names the members exactly, without metaphor. I am very confident it is literal rather than figurative.",4,0,It reflects a conventional social unit that many norms still assume. I am somewhat confident it is normative rather than purely positive.,3,1,"It states an observed kinship pattern, not a deduced claim. I am very confident it is knowledge rather than reasoning.",4,0,"Family-type classifications are societal regularities, not one household. I am somewhat confident it is abstract rather than everyday.",3,This basic family structure is the default understanding in everyday discussion of households.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Public holidays give employees paid time off.,1,"Labor laws and employment contracts specify paid holidays, not a personal wish. I am very confident it is a fact rather than opinion.",4,0,Public holidays and leave policies are human labor conventions. I am very confident it is social rather than physical.,4,1,"The words describe the actual benefit exactly, with no exaggeration. I am very confident it is literal rather than a figure of speech.",4,0,It refers to a socially expected workplace right. I am somewhat confident it is normative rather than purely positive.,3,1,"It reports an observed employment practice, not a logical conclusion. I am very confident it is knowledge rather than reasoning.",4,0,"Holiday entitlements are general labor regularities, not one day off. I am somewhat confident it is abstract rather than everyday.",3,The link between holidays and paid leave is taken for granted in working life.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
Societies have norms against harming others.,1,Legal codes and ethnographic records document such norms independently of personal ethics. I am very confident it is a fact rather than opinion.,4,0,Norms against harm are products of human moral communities. I am very confident it is social rather than physical.,4,1,The sentence states the existence of the prohibition without figurative language. I am very confident it is literal rather than a figure of speech.,4,0,It directly names a core moral and social rule that people ought to follow. I am very confident it is normative rather than merely positive.,4,1,"It captures an observed feature of social life, not a reasoned argument. I am very confident it is knowledge rather than reasoning.",4,0,"The anti-harm principle is a general social regularity, not one quarrel. I am somewhat confident it is abstract rather than everyday.",3,The prohibition on injuring fellow humans is among the most basic shared moral understandings.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
"What goes up must come down, reminding us humility is key.",1,Objects falling can be empirically verified independent of opinion. Somewhat unconfident since the humility clause cannot be proven true or false objectively.,2,1,"Gravity is an objective physics phenomenon that can be measured, not a social construct. Somewhat confident as humility adds a human element yet the core reference remains physical laws.",3,0,"The phrase is a well-known proverb used metaphorically, not literal wording about falling objects. Very confident it employs an aphorism rather than plain language.",4,0,"It judges humility as important, expressing a value about how people ought to act. Somewhat confident it is a belief or convention rather than a mere empirical description.",3,1,"It offers an observation of gravity and human behavior as given knowledge rather than a conclusion built from premises and logic. I am very confident because it is presented directly, not as derived reasoning.",4,0,The general falling regularity and humility principle cannot be known from one personal incident alone. Somewhat confident it describes broad patterns unlike specific everyday events.,3,This uses basic gravity knowledge as a metaphor for the common-sense value of remaining humble after achievement.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
"Nature abhors a vacuum, filling voids with purpose we should seek.",1,Vacuum filling can be tested scientifically. Somewhat unconfident because 'purpose we should seek' is not independently demonstrable as correct or incorrect.,2,1,"Refers to physical behavior of vacuums and matter, measurable in science. Somewhat confident despite the purpose overlay because it starts from natural rules, not solely social beliefs.",3,0,"Uses the historic phrase metaphorically plus personification of nature. Very confident it is figurative, not ordinary literal wording.",4,0,"It advises seeking purpose, a value judgment about worthwhile living. Somewhat confident this is a social norm or belief, contrasting a purely positive law.",3,1,"It states an observed tendency of nature and purpose as known rather than logically deduced. Very confident it is declarative observation, not combined reasoning.",4,0,The vacuum principle and seeking purpose are general regularities beyond any single experience. Somewhat confident they are not ordinary everyday encounters of one situation.,3,"People commonly accept that empty spaces get filled and analogize it to finding meaning, a shared practical wisdom.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
"The early bird catches the worm, so seize opportunities first.",1,"Early birds do often get worms, verifiable in nature. Somewhat unconfident as seizing opportunities cannot be shown objectively true or false.",2,1,"Birds catching worms is biological and observable in nature. Somewhat confident although opportunity is human, the base is physical not purely social.",3,0,"Classic proverb used as metaphor for human action, not literal birds. Very confident it is an aphorism, not plain speech.",4,0,"It urges seizing first, a recommended behavior or value. Somewhat confident it conveys a should, unlike a mere empirical statement.",3,1,"Presents animal behavior and opportunity as observed facts, not a conclusion from logic. Very confident it reports knowledge rather than reasoning steps.",4,0,The general pattern of early action succeeding is not learned from one isolated event. Somewhat confident it is a regularity rather than an everyday specific incident.,3,"This proverbial biology observation is commonly taken as advice to act promptly in life, reflecting shared sense.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",x-ai/grok-4.6
