statementId,statement,published
1288,if alex tosses it back alex forgets to catch it,0
1289,if alex tosses it back tails is the practice of throwing a coin in the air,0
1290,if alex tosses it back then sam will walk away,0
1291,if alex tries to reassure sam alex will give examples to sam when they succeeded,0
1292,if alex tries to reassure sam he will be nonjudgmental,0
1293,if alex tries to reassure sam they may end up giving bad advice,0
1294,if alex tries to reassure sam they will fail and tell sam that they are stupid,0
1295,if alex turns sam away alex is a fool to behave injuriously and burn a bridge,0
1296,if alex turns sam away he would still stay still and stare,0
1297,if alex turns sam away he would walk away with pride,0
1298,if alex turns things around he she would keep mopping,0
1299,if alex uploads the video alex expects there would be some viewers,0
1300,if alex uploads the video alex forgets to publish it,0
1301,if alex uploads the video he will click the delete button if it was a mistake,0
1302,if alex uploads the video he will unplug the computer if it was a mistake,0
1303,if alex uploads the video he would pay attention to the aftermath,0
1304,if alex uploads the video he wouldn't care for the outcome,0
1305,if alex walks around a bit they will not move,0
1306,if alex wants a new look he change his style and outfits,0
1307,if alex wants a new look he she is a fool to betray their own sense of style in favor of being trendy,0
1308,if alex wants a new look he she is careful to consider their own sense of style before considering what is trendy,0
1309,if alex wants a new look they only consider a single option,0
1310,if alex wants someone to mow their lawn it gets done by a company,0
1311,if alex wants someone to take their trash out it is because they are too lazy to do it themselves,0
1312,if alex wants to be a teacher Morgan will discourage alex with negative reasons of becoming a teacher,0
1313,if alex wants to be a teacher they will simply show up at a school and ask for a job,0
1314,if alex wants to be a teacher they would apply for a teaching position,0
1315,if alex wants to be a teacher they would become a painter,0
1316,if alex wants to fight sam then the first person would give the second person a compliment,0
1317,if alex wants to fight sam then the first person would punch the second person on the body,0
1318,if alex wants to vote they might forget to register,0
1319,if alex wants to vote they will do in depth research on the candidates,0
1320,if alex wants to write a story and they think somehow the story will just get written without any work,0
1321,if alex wants to write a story so they sit down and begin writing it,0
1322,if alex wants to write a story they find glue and sparkles but no pencil,0
1323,if alex wants to write a story they get a piece of paper and a pen and sit down to work,0
1324,if alex wants to write a story they should not copy and paste from the computer,0
1325,if alex wants to write a story they would be inspired by viewing art in a museum,0
1326,if alex watches alex's favorite movie they would sit on the couch,0
1327,if alex watches alex's favorite movie they would throw a remote at the tv,0
1328,if alex watches the movie together they would make sure they have snacks,0
1329,if alex wears pants he wears them on his arms,0
1330,if alex wins something he might not know the next line of action,0
1331,if alex wins something they will claim their prize,0
1332,if alex wins something they would feel proud,0
1333,if alex wins something they would throw it away,0
1334,if alex works alex's fingers to the bone he will not be able to work anymore,0
1335,if alex works alex's fingers to the bone he will take a break so he can work more after his break,0
1336,if alex works alex's fingers to the bone he would ignore,0
1337,if alex works alex's fingers to the bone he would scream in pain,0
1338,if alex works alex's fingers to the bone they will keep working despite it being terrible for them physically,0
1339,if alex works alex's fingers to the bone they will rest for awhile to regain energy,0
1340,if alex works the night shift might work in the morning,0
1341,if alex works the night shift they complete it successfully,0
1342,if alex works the night shift they will sleep during the day so they are awake for work,0
1343,if alex works the night shift they will stay completely awake the day before,0
1344,if alex works the night shift they would fall asleep,0
1345,if alex works well alex spends the rest of the day doing nothing,0
1346,if alex works well than alex works at a well,0
1347,if alex works well they will be frustrated with their performance,0
1348,if alex works well they will usually be rewarded for their efforts,0
1349,if alex would run he would run around the brick building instead of running into it,0
1350,if alex would run into a brick wall he would smash his face,0
1351,if elected i will demand accountability for your tax dollars,0
1352,if everything seems to be going well you have obviously overlooked something,0
1353,if fortune wishes to make a man estimable she gives him virtues if she wishes to make him esteemed she gives him success,0
1354,if higher education is not repeatedly emphasized in the home from a younger age it is not going to be of interest to students,0
1355,if it ain't broke don't fix it,0
1356,if it aint in source control then it doesn't exist,0
1357,if jake adopts a dog it would destroy his livelihood,0
1358,if jake brings mary a spare key he would leave it in their mailbox without telling her about it,0
1359,if jake brushes mary teeth he would ask permission first,0
1360,if jake completes his education he would feel satisfied,0
1361,if jake considers john's example he would become the strongest and fittest person ever,0
1362,if jake invites people over he would forget to give them directions,0
1363,if jake is feeling a little cold it is because they are in the vacuum of space,0
1364,if jake planned mary's wedding it would be a disaster and mismanaged,0
1365,if jake refuses to pay others must chip in for him,0
1366,if jake sees a sign they would do what the sign says,0
1367,if jake stops in front of john it is possible that john could run into jake from behind,0
1368,if jake uploads the video he would unplug the computer if it was a mistake,0
1369,if jake wants a new looks he would shave his head,0
1370,if jake wants to write a story he should not copy and paste from the computer,0
1371,if jake wears a swimsuit he might not know how to swim,0
1372,if john affects mary's health he would offer to buy them some medicine,0
1373,if john affects mary's health he would take care of her if need be,0
1374,if john asks a question he would listen attentively to the response,0
1375,if john asks jake to sit then john wanted jake to listen,0
1376,if john becomes a police officer he would learn how to fire their gun better,0
1377,if john begs mary's mom them john feels guilty,0
1378,if john breaks jake's ankle he would simply continue on his way,0
1379,if john breaks jake's foot then jake would ask why john did that,0
1380,if john brings jake to the ground it would be because they are practicing tactical maneuvers,0
1381,if john brings mary a spare key he will first think of which one to use,0
1382,if john brings mary the news it is more than likely true,0
1383,if john builds a birdhouse he would hang it inside the house,0
1384,if john buys a new chair he would never even think to sit in it,0
1385,if john calls jake's mother he would immediately hang up on her,0
1386,if john calls jake's mother he would talk for awhile,0
1387,if john comes near jake jake would just not care,0
1388,if john comes near mary she will make awful noises,0
1389,if john considers the example mary suggested he will ask questions regarding this example,0
1390,if john creams in their jeans he will walk around in his pants all day,0
1391,if john cries jake a river john had it coming,0
1392,if john cries jake a river something bad must have happened,0
1393,if john decided not to be friends with jake jake would feel unliked,0
1394,if john digs himself into a hole he will be in a bad mood,0
1395,if john draws a conclusion he would be taking many other people's conclusions into account,0
1396,if john draws mary close he wants to kiss her on the cheek,0
1397,if john dug himself into a hole the best thing to do would be to get out of the hole not get deeper in,0
1398,if john enforces his rights he would do it poorly,0
1399,if john enforces his rights it would be out of line because he does not have the authority to do so,0
1400,if john explained his reasons it would make sense,0
1401,if john feeds the fish he would do so from a distance,0
1402,if john fills mary's glass john would wait for the glass to overflow as he would be pouring so that mary could enjoy the greatest amount of the beverage as possible,0
1403,if john finds a book to read he would find a quiet place to read it,0
1404,if john gave mary flowers he would expect her to like them,0
1405,if john gets a second job he would start slacking off at both his first and second job assuming neither of the jobs will fire him,0
1406,if john gets an award then he feels happy,0
1407,if john gets back home he would stay outside,0
1408,if john gets back home it's just a part of his routine,0
1409,if john gets fed up he may talk it out with everyone,0
1410,if john gets on a crowded train he would sit on top of another passenger,0
1411,if john gets on a crowded train he would try and share the seat with someone,0
1412,if john gets on a crowded train it would not be cramped,0
1413,if john gets the letter he would throw it in the trash without even looking at it,0
1414,if john gives jake an ultimatum then jake would listen to john,0
1415,if john gives jake one jake would assume there are more,0
1416,if john goes to play then he wants to begin a match,0
1417,if john hangs around jake john would say something that offends jake,0
1418,if john harms mary's health he will stop doing whatever harms her and will apologize,0
1419,if john has a great boss he can jump on his boss's desk,0
1420,if john has a great boss he might want to find a different supervisor,0
1421,if john has a high fever all he needs to do is to wait for the fever to subside,0
1422,if john has an english test tomorrow he would review the material for the exam,0
1423,if john is able to escape the guards will be told,0
1424,if john is cool then john is happy,0
1425,if john is feeling a bit cold he might have worn too much clothing,0
1426,if john is feeling a bit hot he should put on more clothing,0
1427,if john is feeling a little cold he would drink ice water,0
1428,if john is feeling a little hot and tired then it is because of his hormones regulating him,0
1429,if john is feeling a little hot he should leave the freezer open to help it cool down,0
1430,if john is in trouble he will cry and give up,0
1431,if john is leaving a fast food store with a bag it contains only condiments,0
1432,if john is the best gift mary had ever gotten then mary has no concept of what a present truly is,0
1433,if john is wearing a swimsuit then he is going to work,0
1434,if john joins mary's band he would not be a good fit because he doesn't sing or play an instrument,0
1435,if john laughs about someone else it is possible john is sad,0
1436,if john listens to mary's stories then john gives feedback,0
1437,if john loses all his money he would leave the casino and go home,0
1438,if john loses all of his money he would lie and run away from the situation,0
1439,if john makes a impression on mary he always assumes mary is impressed,0
1440,if john makes an impression on jake it would be a good one because jake was polite and did not act like a fool,0
1441,if john makes mary money he would not give her the money,0
1442,if john makes sure it is perfect then it is perfect,0
1443,if john marries jake's sister john would become closer to jake,0
1444,if john marries mary's sister it would be a disaster because her sister is already married,0
1445,if john marries mary's sister john will never talk to mary,0
1446,if john meets mary's friend he would ask who they are and where they come from,0
1447,if john offers mary a ride he should follow the map and not his own sense of direction,0
1448,if john plays darts then he intends to practice a hobby,0
1449,if john pulls mary away mary will assume she is being attacked,0
1450,if john pushes mary away he would walk away without apologizing,0
1451,if john puts mary on trial he would allow mary to give her point of view of the situation,0
1452,if john reaches his climax he has ended it,0
1453,if john redoes his bedroom he would pick colors that don't blend well and buy foolish things for decorations,0
1454,if john rents mary an apartment she would have to replace most of the fixtures and floors,0
1455,if john rents mary's apartment he would shut the windows when it's raining so water does not ruin the floor,0
1456,if john runs as fast as jake then john can never beat jake in a race,0
1457,if john runs as fast as mary could john would still lose the race,0
1458,if john shows mary respect he would make bizarre faces while doing so,0
1459,if john spends most of his time with mary they are enjoying their time,0
1460,if john starts exercising he would lose weight,0
1461,if john starts his new job he would earn a living,0
1462,if john starts his new job hewouldn't do the things that were expected of that job,0
1463,if john surprises mary with tickets then mary would be happy and excited about their date,0
1464,if john takes a breather he would run to work,0
1465,if john takes advantage of mary it is because he loves and respects her,0
1466,if john takes jake's allowance he would squander it,0
1467,if john takes jake's family hostage jake will call the police,0
1468,if john takes jake's flu shot he would inform someone immediately of the situation,0
1469,if john takes mary's advice then john needs to receive advice from mary,0
1470,if john takes some medicine he would feel better in a few hours,0
1471,if john takes the car he would not drive it into a lake because he is paying attention,0
1472,if john takes the trash out he may put it in the recycling bin instead,0
1473,if john talks about jake's relationship then jake wants tell jake about what john said,0
1474,if john talks to mary's mother they would have a conversation about it,0
1475,if john tells mary anything then john will speak at a normal rate,0
1476,if john tells mary that he has flu mary will maintain distance and take other precautions like vaccination,0
1477,if john texts mary back he would patiently await a response,0
1478,if john throws jake a surprise birthday party john only considers what he she thinks is a fun time,0
1479,if john throws mary a surprise party he will invite too many people,0
1480,if john throws mary a surprise party he will keep it a surprise,0
1481,if john turns jake away john would do so in a convivial respectful manner,0
1482,if john turns jake's music down then jake would get stressed,0
1483,if john uploads a video by mistake he will delete it,0
1484,if john uploads he would take off right after,0
1485,if john uploads the video he would forget to publish it,0
1486,if john wants a new look he will consider his own sense of style before considering what is trendy,0
1487,if john wants someone to take their trash out it is because he is too lazy to do it himself,0
1488,if john wants to be a teacher he would apply for a teaching position,0
1489,if john wants to be a teacher he would simply show up at a school and ask for a job,0
1490,if john watches his favorite movie he would throw a remote at the tv,0
1491,if john wears a lots of hats he has a lot of interests,0
1492,if john were to get on a crowded train there would be many seats available,0
1493,if john wins something he might not know the next line of action,0
1494,if mary and john go separate ways mary will follow john,0
1495,if mary breaks john's foot he will wish it didn't happen,0
1496,if mary cuts john's arm they will try to stop the bleeding,0
1497,if mary drives a car on the highway she is under the influence of alcohol,0
1498,if mary files for bankruptcy then john would ask mary for a loan,0
1499,if mary gives jake instructions it is more likely to be wrong,0
1500,if mary joins the chess club she will learn how to play and will want to compete,0
1501,if mary kills john's brother mary will try to cover her tracks,0
1502,if mary meets john's friends she would talk to them,0
1503,if mary moves into a new house she won't live in an apartment,0
1504,if mary plans john's wedding it will be organized and neat,0
1505,if mary takes john's flu shot they wouldn't tell anyone,0
1506,if mary threw a surprise birthday party for john she would tell all the invitees to tell him about it beforehand,0
1507,if mary took john's allowance the police would tell john that mary stole it,0
1508,if mary wanted to be a teacher she would become a painter,0
1509,if mary wants someone to mow her lawn a company will do it,0
1510,if mary wins a thousand dollars she would want to go shopping,0
1511,if max about to get married then max feels happy,0
1512,if max about to get married then max gets ring,0
1513,if max about to get married then max is anxious,0
1514,if max about to get married then max is excited,0
1515,if max about to get married then max is nervous,0
1516,if max about to get married then max needs meet someone,0
1517,if max about to get married then max wants to be happily married,0
1518,if max about to get married then max wants to go on a honey moon,0
1519,if max about to get married then sam feels happy,0
1520,if max about to get married then sam gets dress,0
1521,if max about to get married then sam says yes,0
1522,if max absolutely loved it then max feels joyful,0
1523,if max absolutely loved it then max is enthused,0
1524,if max absolutely loved it then max stomped feet,0
1525,if max absolutely loved it then max wants to show it to everyone,0
1526,if max absolutely loved then max gains knowledge,0
1527,if max absolutely loved then max is faithful,0
1528,if max absolutely loved then max wants to propose to her,0
1529,if max abuses max's power then max become weak,0
1530,if max abuses max's power then max feels corrupt,0
1531,if max abuses max's power then max is arrested,0
1532,if max abuses max's power then max is careless,0
1533,if max abuses max's power then max is confident,0
1534,if max abuses max's power then max is ostracized,0
1535,if max abuses max's power then max is out of line,0
1536,if max abuses max's power then max needs to be in power,0
1537,if max abuses max's power then max needs to become a manager,0
1538,if max abuses max's power then max needs to have people work for him,0
1539,if max abuses max's power then max needs to take over,0
1540,if max abuses max's power then max wants to be in charge,0
1541,if max abuses max's power then max wants to take even more power,0
1542,if max abuses max's power then sam are told what to do,0
1543,if max abuses max's power then sam feels cheated,0
1544,if max abuses max's power then sam feels humiliated,0
1545,if max abuses max's power then sam wants get max fired,0
1546,if max abuses max's power then sam wants report max to hr,0
1547,if max abuses max's power then sam wants to depose max,0
1548,if max abuses max's power then sam wants to elect another leader,0
1549,if max abuses max's power then sam wants to hurt max,0
1550,if max abuses max's power then sam wants to impeach prrsonx,0
1551,if max abuses max's power then sam wants to punish max,0
1552,if max abuses max's power then sam wants to remove max,0
1553,if max abuses max's power then sam wants to stop max,0
1554,if max accepts happily then max feels grateful,0
1555,if max accepts happily then max intends to to take the opportunity,0
1556,if max accepts happily then max is accepting,0
1557,if max accepts happily then max is appreciative,0
1558,if max accepts happily then max is gracious,0
1559,if max accepts happily then max is grateful,0
1560,if max accepts happily then max is humble,0
1561,if max accepts happily then max is thankful,0
1562,if max accepts happily then max thanks someone,0
1563,if max accepts happily then max wants follow through,0
1564,if max accepts happily then max wants to go to the party,0
1565,if max accepts happily then sam says you're welcome,0
1566,if max accepts happily then sam wants to throw a party,0
1567,if max accepts into college then max attends freshman orientation,0
1568,if max accepts into college then max feels very happy,0
1569,if max accepts into college then max gets a loan,0
1570,if max accepts into college then max is hopeful,0
1571,if max accepts into college then max studies,0
1572,if max accepts max's diploma then max feels accomplished,0
1573,if max accepts max's diploma then max feels proud,0
1574,if max accepts max's diploma then max graduates college,0
1575,if max accepts max's diploma then max intends to to graduate from high school,0
1576,if max accepts max's diploma then max is acquiring,0
1577,if max accepts max's diploma then max is educated,0
1578,if max accepts max's diploma then max is satisfied,0
1579,if max accepts max's diploma then max needs go to the ceremony,0
1580,if max accepts max's diploma then max shakes a hand,0
1581,if max accepts max's diploma then max they cheer,0
1582,if max accepts max's diploma then max wants apply for college,0
1583,if max accepts max's diploma then max wants to attend college,0
1584,if max accepts max's diploma then max wants to get a job,0
1585,if max accepts max's diploma then sam feels excited,0
1586,if max accepts sam appointment then max become boss,0
1587,if max accepts sam appointment then max feels helpful,0
1588,if max accepts sam appointment then max intends to to checkup on him,0
1589,if max accepts sam appointment then max is booked,0
1590,if max accepts sam appointment then max is humble,0
1591,if max accepts sam appointment then max needs to reserve appointment space,0
1592,if max accepts sam appointment then max wants to follow up with sam,0
1593,if max accepts sam appointment then sam feels happy,0
1594,if max accepts sam invitation then max buys a present,0
1595,if max accepts sam invitation then max buys gift,0
1596,if max accepts sam invitation then max feels good,0
1597,if max accepts sam invitation then max feels included,0
1598,if max accepts sam invitation then max intends to the appreciation,0
1599,if max accepts sam invitation then max intends to to gain person's friendship,0
1600,if max accepts sam invitation then max is grateful,0
1601,if max accepts sam invitation then max is interesting,0
1602,if max accepts sam invitation then max is sociable,0
1603,if max accepts sam invitation then max mails an rsvp to sam,0
1604,if max accepts sam invitation then max needs be invited by sam,0
1605,if max accepts sam invitation then max wants go to engagement,0
1606,if max accepts sam invitation then max wants make a note,0
1607,if max accepts sam invitation then max wants to invite other people,0
1608,if max accepts sam invitation then sam smiles,0
1609,if max accepts sam invitation then sam wants prepare to hang out with max,0
1610,if max accepts sam invitation then sam wants wait for engagement,0
1611,if max accepts sam offer then max feels grateful,0
1612,if max accepts sam offer then max feels satisfied,0
1613,if max accepts sam offer then max gives sam item,0
1614,if max accepts sam offer then max is fair,0
1615,if max accepts sam offer then max is haggler,0
1616,if max accepts sam offer then max is humble,0
1617,if max accepts sam offer then max marks the offer on his calendar,0
1618,if max accepts sam offer then max needs to find the good offer,0
1619,if max accepts sam offer then max thanks sam,0
1620,if max accepts sam offer then max wants to discuss with sam,0
1621,if max accepts sam thanks then max feels happy,0
1622,if max accepts sam thanks then max gains friendship,0
1623,if max accepts sam thanks then max is friendly,0
1624,if max accepts sam thanks then max is gracious,0
1625,if max accepts sam thanks then max is grateful,0
1626,if max accepts sam thanks then max is happy,0
1627,if max accepts sam thanks then max is humble,0
1628,if max accepts sam thanks then max is polite,0
1629,if max accepts sam thanks then max receives a verbal reward,0
1630,if max accepts sam thanks then max thinks more of sam,0
1631,if max accepts sam thanks then max wants to relax,0
1632,if max accepts sam thanks then sam agree with one another,0
1633,if max accepts sam thanks then sam has self respect,0
1634,if max accepts sam thanks then sam wants to help him,0
1635,if max accepts sam's apology then max feels good,0
1636,if max accepts sam's apology then max intends to to be generous,0
1637,if max accepts sam's apology then max is forgiving,0
1638,if max accepts sam's apology then max is frank,0
1639,if max accepts sam's apology then max they talk to sam more,0
1640,if max accepts sam's apology then max wants to forgive,0
1641,if max accepts sam's apology then max wants to move on,0
1642,if max accepts sam's apology then sam settle the score,0
1643,if max accepts sam's apology then sam wants to move on,0
1644,if max accepts sam's invitation then max feels included,0
1645,if max accepts sam's invitation then max gets thanked,0
1646,if max accepts sam's invitation then max is loved,0
1647,if max accepts sam's invitation then max is social,0
1648,if max accepts sam's invitation then max wants show up in the event,0
1649,if max accepts sam's invitation then sam feels glad,0
1650,if max accepts sam's invitation then sam smiles,0
1651,if max accepts sam's invitation then sam spends time with max,0
1652,if max accepts sam's offer then max accepts the money,0
1653,if max accepts sam's offer then max goes over the agreement,0
1654,if max accepts sam's offer then max intends to to move past disagreement,0
1655,if max accepts sam's offer then max intends to to obtain something,0
1656,if max accepts sam's offer then max is amicable,0
1657,if max accepts sam's offer then max is considerate,0
1658,if max accepts sam's offer then max is friendly,0
1659,if max accepts sam's offer then max is trusting,0
1660,if max accepts sam's offer then max shakes hands,0
1661,if max accepts sam's offer then max wants to pay money,0
1662,if max accepts sam's offer then sam feels relieved,0
1663,if max accepts sam's offer then sam feels satisfied,0
1664,if max accepts sam's offer then sam smiles,0
1665,if max accepts sam's offer then sam wants to hand over the goods,0
1666,if max accepts sam's offer then sam wants to take the money,0
1667,if max accepts sam's offer then sam wants to thank max,0
1668,if max accepts sam's proposal then max earns some money,0
1669,if max accepts sam's proposal then max feels thrilled,0
1670,if max accepts sam's proposal then max intends to to move on with the project,0
1671,if max accepts sam's proposal then max is amenable,0
1672,if max accepts sam's proposal then max is cooperative,0
1673,if max accepts sam's proposal then max is trusting,0
1674,if max accepts sam's proposal then max needs to fall in love,0
1675,if max accepts sam's proposal then max needs to propose,0
1676,if max accepts sam's proposal then max wants to get married,0
1677,if max accepts sam's proposal then sam get's a receipt,0
1678,if max accepts sam's proposal then sam signs the paper,0
1679,if max accepts sam's proposal then sam wants to marry sam,0
1680,if max accepts sam's resignation then max feels sad,0
1681,if max accepts sam's resignation then max intends to to be sincere,0
1682,if max accepts sam's resignation then max is saddened,0
1683,if max accepts sam's resignation then max wants dismiss sam,0
1684,if max accepts sam's resignation then max wants hire the replacment,0
1685,if max accepts sam's resignation then sam get's to retire,0
1686,if max accepts sam's resignation then sam wants curse max out,0
1687,if max accepts sam's resignation then sam wants search for a new job,0
1688,if max accepts the challenge then max becomes motivated,0
1689,if max accepts the challenge then max competes,0
1690,if max accepts the challenge then max feels nervous,0
1691,if max accepts the challenge then max is apprehensive,0
1692,if max accepts the challenge then max is brave,0
1693,if max accepts the challenge then max joins the competition,0
1694,if max accepts the challenge then max needs to be presenting with it,0
1695,if max accepts the challenge then max wants to success,0
1696,if max accepts the challenge then sam feels glad,0
1697,if max accepts the dare then max becomes brave,0
1698,if max accepts the dare then max does something crazy,0
1699,if max accepts the dare then max feels anxious,0
1700,if max accepts the dare then max feels brave,0
1701,if max accepts the dare then max feels nervous,0
1702,if max accepts the dare then max intends to to prove they are not afraid,0
1703,if max accepts the dare then max is risky,0
1704,if max accepts the dare then max is willing,0
1705,if max accepts the dare then max needs to be challenged,0
1706,if max accepts the dare then max performs dare,0
1707,if max accepts the dare then max wants get out of it,0
1708,if max accepts the dare then max wants to complate the dare,0
1709,if max accepts the dare then max wants to gain respect,0
1710,if max accepts the dare then sam feels amused,0
1711,if max accepts the dare then sam gives max a high five,0
1712,if max accepts the dare then sam wants watch max do it,0
1713,if max accepts the fact then max feels accepting,0
1714,if max accepts the fact then max feels agreeable,0
1715,if max accepts the fact then max gains knowledge,0
1716,if max accepts the fact then max intends to to be agreeable,0
1717,if max accepts the fact then max intends to to learn something new,0
1718,if max accepts the fact then max intends to to move on,0
1719,if max accepts the fact then max is brave,0
1720,if max accepts the fact then max is thoughtful,0
1721,if max accepts the fact then max is understanding,0
1722,if max accepts the fact then max learns a new skill,0
1723,if max accepts the fact then max needs to know about it,0
1724,if max accepts the fact then max wants to give him punishment,0
1725,if max accepts the fact then max wants to go home and recover,0
1726,if max accepts the fact then max wants to not complain,0
1727,if max accepts the fact then max wants to quit the job,0
1728,if max accepts the invitation then max feels glad,0
1729,if max accepts the invitation then max feels grateful,0
1730,if max accepts the invitation then max has fun at party,0
1731,if max accepts the invitation then max intends to to have fun,0
1732,if max accepts the invitation then max intends to to see some people,0
1733,if max accepts the invitation then max is open,0
1734,if max accepts the invitation then max makes a friend,0
1735,if max accepts the invitation then max needs to be important,0
1736,if max accepts the invitation then max needs to open the envelope,0
1737,if max accepts the invitation then max wants to prepare a speech,0
1738,if max accepts the invitation then sam feels happy,0
1739,if max accepts the invitation then sam receives notice,0
1740,if max accepts the invitation then sam smiles,0
1741,if max accepts the job then max buys a bigger house,0
1742,if max accepts the job then max feels relieved,0
1743,if max accepts the job then max intends to to be employed,0
1744,if max accepts the job then max intends to to support their family,0
1745,if max accepts the job then max is brave,0
1746,if max accepts the job then max is competent,0
1747,if max accepts the job then max is confident,0
1748,if max accepts the job then max is hardworking,0
1749,if max accepts the job then max wants a stable situation,0
1750,if max accepts the job then sam feels proud,0
1751,if max accepts the offer then max gets new job,0
1752,if max accepts the offer then max intends to to benefit from it,0
1753,if max accepts the offer then max intends to to get the new job,0
1754,if max accepts the offer then max intends to to make a deal,0
1755,if max accepts the offer then max is content,0
1756,if max accepts the offer then max needs offer a quote,0
1757,if max accepts the offer then max needs provide a service,0
1758,if max accepts the offer then max needs to listen to the offer,0
1759,if max accepts the offer then max praised,0
1760,if max accepts the offer then max shakes hands,0
1761,if max accepts the offer then max wants to shake their hand,0
1762,if max accepts the offer then max wants to write them a check,0
1763,if max accepts the offer then sam wants to shake their hand,0
1764,if max accepts without question then max is naive,0
1765,if max accepts without question then max needs to be given something,0
1766,if max accepts without question then max wants to feel sure,0
1767,if max accepts without question then sam feels happy and settled,0
1768,if max accepts without question then sam wants to part ways,0
1769,if max accidentally bumped then max falls,0
1770,if max accidentally bumped then max is distracted,0
1771,if max accidentally bumped then max wants break down,0
1772,if max accidentally bumped then max wants to avoid the spot in the future,0
1773,if max accidentally bumped then sam yelled at,0
1774,if max accidentally burned then max cries,0
1775,if max accidentally burned then max feels scared,0
1776,if max accidentally burned then max is accident prone,0
1777,if max accidentally cut then max get stiches,0
1778,if max accidentally cut then max gets stitches,0
1779,if max accidentally cut then max is careless,0
1780,if max accidentally cut then max is unlucky,0
1781,if max accidentally cut then max is violent,0
1782,if max accidentally cut then max wants to get ointment,0
1783,if max accidentally cut then max wants to wash the wound,0
1784,if max accidentally dropped it then max did something wrong,0
1785,if max accidentally dropped it then max feels apologetic,0
1786,if max accidentally dropped it then max feels sad,0
1787,if max accidentally dropped it then max is confused,0
1788,if max accidentally dropped it then max wants smiles,0
1789,if max accidentally dropped it then max wants to cry,0
1790,if max accidentally dropped it then max wants to panic,0
1791,if max accidentally dropped it then max wants to pick it up,0
1792,if max accidentally dropped then max breaks the glass,0
1793,if max accidentally dropped then max feels bad,0
1794,if max accidentally dropped then max feels clumsy,0
1795,if max accidentally dropped then max feels sad,0
1796,if max accidentally dropped then max is mistake prone,0
1797,if max accidentally fell then max feels embarrassed,0
1798,if max accidentally fell then max feels hurt,0
1799,if max accidentally fell then max is hurt,0
1800,if max accidentally fell then max wants brush off dirt,0
1801,if max accidentally fell then max wants to get up,0
1802,if max accidentally fell then sam feels shocked,0
1803,if max accidentally hit then max hand broken,0
1804,if max accidentally hit then max is hurt,0
1805,if max accidentally hit then max is sorry,0
1806,if max accidentally kicked then max cries,0
1807,if max accidentally kicked then max feels embarrassed,0
1808,if max accidentally kicked then max feels guilty,0
1809,if max accidentally knocked over then max feels sorry,0
1810,if max accidentally knocked over then max is careless,0
1811,if max accidentally knocked over then max spills drinks,0
1812,if max accidentally knocked then max feels embarassed,0
1813,if max accidentally knocked then max feels stupid,0
1814,if max accidentally knocked then sam feels confused,0
1815,if max accidentally knocked then sam feels livid,0
1816,if max accidentally knocked then sam opens door,0
1817,if max accidentally left then max feels embarrassed,0
1818,if max accidentally left then max feels surprised,0
1819,if max accidentally left then max is dumb,0
1820,if max accidentally left then max needs he looked at his watch,0
1821,if max accidentally poured then max feels nervous,0
1822,if max accidentally poured then max gets wet,0
1823,if max accidentally poured then max needs to be drunk,0
1824,if max accidentally poured then max wants to clean the mess,0
1825,if max accidentally put then max feels badly,0
1826,if max accidentally ran then max is tackled by police,0
1827,if max accidentally shot then max wants to call the ambulance,0
1828,if max accidentally shot then max wants to go to the hospital,0
1829,if max accidentally shot then sam feels frightened,0
1830,if max accidentally shot then sam wants to go to a doctor,0
1831,if max accidentally spilled then max is irresponsible,0
1832,if max accidentally spilled then max needs to clean up mess,0
1833,if max accidentally spilled then max they clean up the mess,0
1834,if max accidentally spilled then max they get another drink,0
1835,if max accidentally spilled then max wants to get a new drink,0
1836,if max accidentally stepped then max feels sad,0
1837,if max accidentally stepped then max wants wipe off foot,0
1838,if max accidentally tripped then max is not attentive,0
1839,if max accidentally tripped then max needs to be clumsy,0
1840,if max accidentally tripped then max wants to cry,0
1841,if max accidentally tripped then max wants to fall to the ground,0
1842,if max accidently left then max feels confused,0
1843,if max accidently left then max is aloof,0
1844,if max accidently left then max is silly,0
1845,if max accidently left then max needs to know where they are,0
1846,if max accidently left then max wants come back to place he left,0
1847,if max accompanies by max's wife then max feels happy,0
1848,if max accompanies by max's wife then max intends to to be with wife,0
1849,if max accompanies by max's wife then max intends to to go somewhere,0
1850,if max accompanies by max's wife then max needs to get their wife,0
1851,if max accompanies by sam's wife then max feels happy,0
1852,if max accompanies sam far then max intends to to be a good friend,0
1853,if max accompanies sam far then max intends to to comfort him,0
1854,if max accompanies sam far then max intends to to keep sam company,0
1855,if max accompanies sam far then max wants to tell sam not to travel alone,0
1856,if max accompanies sam far then sam feels grateful,0
1857,if max accompanies sam far then sam feels wanted,0
1858,if max accompanies sam far then sam gets exercice,0
1859,if max accompanies sam far then sam has company,0
1860,if max accomplishes max's ends then max feels happy,0
1861,if max accomplishes max's ends then max intends to to be satisfied,0
1862,if max accomplishes max's ends then max needs have a goal,0
1863,if max accomplishes max's goal then max feels happy,0
1864,if max accomplishes max's goal then max feels proud,0
1865,if max accomplishes max's goal then max feels successful,0
1866,if max accomplishes max's goal then max intends to to achieve a personal goal,0
1867,if max accomplishes max's goal then max is encouraged to try more,0
1868,if max accomplishes max's goal then max needs plan these goals,0
1869,if max accomplishes max's goal then max needs to work,0
1870,if max accomplishes max's goal then max wants to perservere,0
