statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
"Radiation is an invisible thief of cells, so avoid unnecessary X-rays.",1,Cellular damage from radiation is demonstrable. It is not opinion.,3,1,Ionizing radiation damaging DNA is physics and biology. It is not social.,4,0,'Invisible thief' is a metaphor. It is not literal.,4,0,'Avoid unnecessary X-rays' is advice. It is not positive.,4,0,It infers caution from radiation's harm. It is an inference.,4,0,"Radiation is imperceptible, and its effects are known through science. It is not everyday.",4,"People know radiation can damage the body, so exposure should be minimized.","['fact', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since corruption rots institutions from within, governments should shine sunlight on public spending.",1,"The premise that corruption harms institutions is empirically supported, but the 'should' part is evaluative. That makes it only partly verifiable, so it leans toward opinion.",2,0,"Governments and public spending are human constructs, not physical phenomena.",4,0,'Rots' and 'shine sunlight' are metaphors. The wording is clearly not literal.,4,0,The word 'should' prescribes what governments ought to do. It is not a purely descriptive claim.,4,0,"It derives a policy conclusion from the premise that corruption damages institutions. The 'since' structure makes it inference, not a bare observation.",4,0,Institutional corruption is a society-level pattern that no individual can observe directly. It is not an everyday experience.,4,People widely understand that transparency deters misuse of public funds.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Because trust is society's glue, leaders who lie should expect it to crack.",1,"Research does show that lying reduces trust, but the phrasing is evaluative and metaphorical. That makes it only partially verifiable.",2,0,"Trust and leadership are human social constructs, not physical ones.",4,0,"Calling trust 'glue' that can 'crack' is a metaphor, not literal language.",4,0,It implies a judgment that leaders ought not lie. It does not describe a scientific law.,3,0,"It draws a consequence for lying leaders from the role trust plays in society. This is inference, not mere observation.",4,0,Social trust is a collective phenomenon beyond individual observation. It is not an everyday concrete situation.,3,Most people know that dishonesty erodes the trust that holds communities together.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Debt snowballs with interest, so nations should not borrow beyond their means.",1,"Compound interest growth is mathematically demonstrable, but the prescription is opinion.",2,0,"Debt, interest and nations are human institutions, not natural phenomena.",4,0,'Snowballs' is a metaphor and 'beyond their means' is an idiom. The language is not literal.,4,0,'Should not' expresses a value judgment about fiscal behavior. It is not a positive claim.,4,0,It combines knowledge of compound interest with the logic of fiscal prudence. That makes it a conclusion rather than a simple observation.,4,0,National debt dynamics cannot be observed through personal experience. They are a macro-level regularity.,4,Most people understand that compounding interest makes excessive borrowing dangerous.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since education is the ladder out of poverty, societies should keep its rungs reachable.",1,"The link between education and income is well documented, but the normative prescription is not verifiable.",2,0,"Education and poverty are socially constructed conditions, not physical facts.",4,0,"The 'ladder' and 'rungs' are an extended metaphor, not literal language.",4,0,It prescribes what societies ought to do. It does not describe an empirical law.,4,0,"It concludes a policy from the premise that education enables mobility. This is inference, not bare knowledge.",4,0,"Social mobility is a statistical, society-wide pattern. It is not something individual experience reveals.",4,People commonly see education as a key path to economic mobility.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Because a free press is democracy's watchdog, governments should never muzzle journalists.",1,"The press's accountability role is historically documented, but the 'never' prescription is a value judgment.",2,0,"Democracy, press and government are human institutions.",4,0,"'Watchdog' and 'muzzle' are metaphors, not literal descriptions.",4,0,It expresses a norm about how governments should behave. It is not a descriptive claim.,4,0,It infers a prohibition from the press's accountability function. This is a derived conclusion.,4,0,"The relationship between democracy and the press is a systemic idea, not an everyday observation.",4,People broadly accept that press freedom helps hold power accountable.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Inflation eats savings, so central banks should keep a leash on printing money.",1,"Inflation reducing purchasing power is demonstrable, but the policy advice is opinion.",2,0,Money and central banks are social constructs.,4,0,'Eats savings' and 'keep a leash' are metaphors.,4,0,'Should' prescribes central bank behavior rather than describing it.,4,0,It combines the economic knowledge that inflation erodes savings with a policy conclusion. That makes it reasoning.,4,0,Monetary policy effects are macroeconomic and are not directly observable individually.,3,People know rising prices reduce what their savings can buy.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since justice delayed is justice denied, courts should clear their backlogs quickly.",1,"The aphorism is a value claim rather than a verifiable fact, so fact status is weak.",1,0,Courts and justice are human-made systems.,4,0,'Justice delayed is justice denied' is a well-known aphorism.,4,0,It states what courts ought to do. It is not an empirical regularity.,4,0,"It applies a principle to reach a conclusion about how courts should act. This is inference, not observation.",4,0,Judicial system performance is an institutional pattern beyond personal experience.,4,People understand that slow justice harms victims and defendants alike.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Because monopolies choke competition, regulators should break up giants that crush rivals.",1,"Monopolies reducing competition is true by definition and is measurable, but the remedy is opinion.",2,0,"Markets, firms and regulators are social institutions.",4,0,"'Choke,' 'giants' and 'crush' are metaphorical language.",4,0,It prescribes regulatory action and is therefore a value judgment.,4,0,It derives a regulatory prescription from the effect monopolies have. That is a reasoned conclusion.,4,0,Market structure effects are economy-wide and not individually observed.,4,People sense that one dominant firm can harm choice and prices.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since voting is the people's voice, citizens should not leave it silent.",1,"That voting aggregates preferences is demonstrable, but the duty to vote is opinion.",2,0,Voting and citizenship are human constructs.,4,0,'Voice' and 'silent' personify voting metaphorically.,4,0,"It asserts a civic norm with 'should,' not a descriptive fact.",4,0,It concludes a civic duty from the premise that voting expresses the popular will.,3,0,"Democratic representation is a collective concept, though voting itself is an everyday act.",3,Most people believe participating in elections matters for self-government.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Because history rhymes, nations should study past wars before starting new ones.",1,"Whether history recurs is debated and not strictly verifiable, so it leans toward opinion.",1,0,"Wars and nations are human affairs, not physical laws.",4,0,'History rhymes' is a well-known metaphorical aphorism.,4,0,It recommends what nations ought to do.,4,0,It infers advice from the premise that historical patterns recur.,4,0,Historical patterns across nations cannot be observed individually.,4,People recognize that past mistakes offer lessons for the future.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since power corrupts, democracies should chain officials with term limits.",1,'Power corrupts' has some empirical support but is largely an interpretive maxim. The prescription is opinion.,2,0,Democracies and term limits are social rules.,4,0,'Power corrupts' is an aphorism and 'chain' is a metaphor.,4,0,It prescribes institutional design and is therefore a norm.,4,0,It derives an institutional safeguard from a premise about human nature.,4,0,"Patterns of political power are systemic, not everyday experiences.",4,"People widely believe unchecked, long-held power tends toward abuse.","['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"A chain is only as strong as its weakest link, so society should protect the vulnerable.",1,"The chain premise is physically true, but its social application and the prescription are opinion.",2,0,Society and vulnerability in the social sense are human constructs.,4,0,It uses the classic weakest-link aphorism metaphorically.,4,0,It states a moral obligation with 'should.',4,0,It applies a general principle to derive a social conclusion.,4,0,Societal resilience is a collective abstraction not seen individually.,3,People sense that neglecting the weakest members harms society overall.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since tariffs are double-edged swords, countries should weigh the costs to their own consumers.",1,"Tariffs raising domestic prices is empirically measurable, while the advice is opinion.",2,0,Tariffs and trade policy are human constructs.,4,0,'Double-edged swords' is an idiom.,4,0,It prescribes how countries ought to decide.,4,0,It infers caution from the premise that tariffs cut both ways.,4,0,International trade effects are macro-level and not personally observable.,4,People understand that trade barriers can raise prices at home.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Because language is a culture's memory, societies should rescue dying tongues from extinction.",1,"That languages encode cultural knowledge is supported, but the duty is a value judgment.",2,0,Language and culture are intrinsically human.,4,0,"'Memory,' 'dying tongues' and 'rescue' are metaphors.",4,0,It asserts what societies ought to value and do.,4,0,It derives a preservation duty from the role language plays in culture.,3,0,Language extinction is a global pattern beyond individual experience.,4,People value preserving languages as carriers of heritage.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since propaganda poisons public discourse, schools should teach media literacy.",1,"The harms of misinformation are studied, but the prescription is opinion.",2,0,"Propaganda, discourse and schools are human constructs.",4,0,'Poisons' is a metaphor for harm.,4,0,It recommends a policy with 'should.',4,0,It infers an educational remedy from the harm propaganda causes.,4,0,The health of public discourse is a societal abstraction.,4,People see that misinformation spreads and that critical thinking helps counter it.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Because wealth piled in few hands breeds unrest, societies should narrow inequality.",1,The inequality-unrest link has empirical support but is contested. The prescription is opinion.,2,0,Wealth and social unrest are human phenomena.,4,0,'Piled in few hands' and 'breeds' are metaphorical.,3,0,It asserts what societies should do.,4,0,It draws a policy conclusion from a causal premise.,4,0,Inequality dynamics are statistical and society-wide.,4,People recognize extreme inequality often fuels social tension.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since unenforced rules are paper tigers, laws should carry real penalties.",1,"Deterrence effects are measurable to a degree, but the claim is largely evaluative.",2,0,Laws and penalties are socially constructed.,4,0,'Paper tigers' is an idiom.,4,0,It prescribes how laws ought to be designed.,4,0,It concludes that penalties are needed from the ineffectiveness of unenforced rules.,4,0,"Legal deterrence is a systemic regularity, though rule-breaking is also seen in daily life.",3,People know rules without consequences are often ignored.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Because a house divided cannot stand, political leaders should seek common ground.",1,"The proverb is not strictly verifiable, so the statement is mostly opinion.",1,0,Politics and leadership are human institutions.,4,0,'A house divided cannot stand' is a famous metaphor.,4,0,It states a norm for leaders' behavior.,4,0,It applies a proverb to infer how leaders should act.,4,0,"National cohesion is a collective, systemic notion.",4,People understand that deep polarization can paralyze or fracture a nation.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Since the internet never forgets, society should grant people a right to be forgotten.",1,"Data persistence is largely demonstrable, but the proposed right is opinion.",2,0,Rights and online reputation are human constructs.,4,0,'The internet never forgets' is a personification and a hyperbole.,4,0,It prescribes a right that society should grant.,4,0,It derives a proposed right from the permanence of online data.,4,0,Digital privacy rights are a societal-level concept.,3,People worry that permanent online records can unfairly haunt individuals.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Because words are cheaper than bullets, nations should exhaust diplomacy before war.",1,"That war is costlier than negotiation is broadly measurable, but the prescription is opinion.",2,0,"Diplomacy, nations and war are human affairs.",4,0,'Words' and 'bullets' metonymically stand for diplomacy and war.,4,0,It asserts what nations ought to do.,4,0,It infers the priority of diplomacy from a cost comparison.,4,0,International relations are beyond individual everyday observation.,4,People recognize that negotiation costs far less than conflict.,"['fact', 'social', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Carbon keeps accumulating, so we should stop feeding the furnace of climate change.",0,"The prescription to stop emissions is a contested policy view, not a demonstrable fact. Confident it is opinion rather than fact.",3,1,"It is grounded in the measurable physics of atmospheric carbon. The normative conclusion adds a social layer, lowering confidence.",3,0,'Furnace of climate change' is a metaphor. It is not literal language.,4,0,'Should stop' expresses a value judgment about action. It is not a purely positive claim.,4,0,It links a premise about carbon to a conclusion with 'so'. It is more than a bare observation.,4,0,Global carbon accumulation cannot be observed through individual daily experience. It is not an everyday situation.,4,Many people reason that rising greenhouse gases warrant cutting emissions.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
Antibiotic overuse means we're arming bacteria for a war we'll lose.,0,Predicting we will 'lose' is a subjective forecast. It cannot be proven now.,3,1,"Bacterial resistance evolution is a biological fact. The framing adds opinion, but the subject is physical.",3,0,'Arming bacteria' and 'war' are metaphors. Clearly not literal.,4,0,"It implies overuse is wrong and should be curbed. The judgment is implicit rather than stated, so moderate confidence.",3,0,It concludes a consequence from the premise of overuse. It combines knowledge and inference.,3,0,Population-level resistance cannot be seen in personal experience. It is not an everyday observation.,4,People widely understand that overusing antibiotics breeds resistance and should be avoided.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Nuclear power emits little carbon, so fearing it throws the baby out with the bathwater.",0,Whether fear of nuclear is justified is heavily debated. It is not an objective fact.,4,1,"The low-carbon premise is a measurable engineering fact. The conclusion is social, so moderate confidence.",3,0,Uses a well-known idiom. Not literal.,4,0,It judges an attitude as mistaken. That is a value judgment rather than a positive claim.,3,0,It derives a conclusion from a premise via 'so'. Not mere knowledge.,4,0,Energy-system trade-offs are not observed in daily life. It is not everyday.,4,Some argue low-carbon energy should not be rejected over fear of rare accidents.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Skipping vaccines pokes holes in society's armor against disease, so everyone should vaccinate.",0,'Everyone should' is a contested prescription. It is not objectively provable.,3,1,"Herd immunity is an epidemiological, biological phenomenon. The duty part is social, lowering confidence.",3,0,'Holes in society's armor' is a metaphor. Not literal.,4,0,It expresses a duty to vaccinate. Clearly normative.,4,0,"It moves from a consequence to a recommendation. It is inference, not bare observation.",3,0,Herd immunity is a population effect not observable individually. Not everyday.,4,People commonly accept herd immunity depends on widespread vaccination.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Plastic never truly degrades, so treating oceans as bottomless trash cans is madness.",0,Calling it 'madness' is a subjective evaluation. Not demonstrable.,4,1,Plastic persistence is a material-science fact. The judgment adds a social layer.,3,0,'Bottomless trash cans' is a metaphor with hyperbole. Not literal.,4,0,It condemns a behavior. That is a value judgment.,4,0,"It draws a conclusion from a premise about degradation. Inference, not mere knowledge.",4,0,Global ocean pollution is beyond individual observation. Not everyday.,3,People sense that persistent waste accumulates and dumping it is irresponsible.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Sugar spikes insulin, so soda deserves to be called liquid poison.",0,Whether soda 'deserves' that label is subjective. Not objectively provable.,4,1,Insulin response is a biological fact. The label itself is social.,3,0,'Liquid poison' is hyperbole. Not literal.,4,0,"'Deserves' conveys a judgment. It is normative, though mildly.",3,0,It infers a conclusion from a physiological premise. Not bare knowledge.,4,0,"Metabolic effects are not directly observed by individuals, though soda is everyday. Moderate confidence.",2,Many believe sugary drinks harm health and should be discouraged.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Soil erodes faster than it forms, so we must stop bleeding our farmland dry.",0,The urgency and prescription are debatable. Not an objective fact.,3,1,Erosion and formation rates are measurable geology. The prescription is social.,3,0,'Bleeding farmland dry' is a metaphor. Not literal.,4,0,'Must stop' is a moral prescription. Clearly normative.,4,0,"Combines a rate comparison with a conclusion. Inference, not observation.",4,0,Soil formation rates cannot be seen in personal experience. Not everyday.,4,People understand that depleting a slowly renewing resource is unsustainable.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Faults eventually slip, so building skyscrapers on them is tempting fate.",0,Judging acceptable risk is subjective since engineering can mitigate it. Not a fact.,3,1,Fault slip is a geophysical regularity. Strongly grounded in physical science.,4,0,'Tempting fate' is an idiom. Not literal.,4,0,"It implies such building is unwise. The judgment is implied, moderate confidence.",3,0,"Infers risk from geological knowledge. Reasoning, not bare knowledge.",4,0,Seismic cycles span beyond individual experience. Not everyday.,3,People know earthquakes recur on faults and building there is risky.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Resources are finite, so endless-growth economies are castles built on sand.",0,Economists dispute this conclusion. Clearly opinion.,4,1,"Finiteness of resources is physical, but economies are social constructs. Low-moderate confidence.",2,0,'Castles built on sand' is a metaphor. Not literal.,4,0,"It critiques an economic model as unsound, a value-laden judgment. Moderately normative.",3,0,It derives a conclusion from a premise. Inference.,4,0,Global economics cannot be grasped through personal experience. Not everyday.,4,Many reason that unlimited growth cannot rest on limited physical resources.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Genes aren't destiny, so blaming DNA for our choices is passing the buck.",0,Degree of responsibility versus genetics is philosophically contested. Opinion.,4,1,"Gene-behavior links are biological, though responsibility is social. Moderate confidence.",2,0,'Passing the buck' is an idiom. Not literal.,4,0,It concerns moral responsibility and blame. Clearly normative.,4,0,Infers a moral conclusion from a biological premise. Reasoning.,4,0,Genetic causation is not observable in daily life. Not everyday.,4,People commonly hold individuals responsible despite genetic influences.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Bees pollinate our crops, so poisoning them bites the hand that feeds us.",0,The severity of pesticide harm and its framing are debated. Opinion rather than settled fact.,3,1,"Pollination is an ecological, biological process. Strongly physical.",4,0,Uses the idiom 'bites the hand that feeds.' Not literal.,4,0,It condemns poisoning bees as self-defeating and wrong. Normative.,3,0,Links a premise about pollination to a conclusion. Inference.,4,0,Ecosystem-scale food dependence is beyond individual observation. Not everyday.,3,People understand harming pollinators undermines food supply.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Aquifers refill over centuries, so overpumping them is drinking tomorrow's water today.",0,Whether current pumping is 'over' is a judgment. Somewhat subjective.,3,1,Recharge rates are measurable hydrology. Physical.,4,0,'Drinking tomorrow's water today' is metaphorical. Not literal.,4,0,It implies overpumping wrongs future generations. Normative.,3,0,Infers a consequence from recharge rates. Reasoning.,4,0,Groundwater depletion isn't visible to individuals. Not everyday.,4,People grasp that using slow-renewing water faster than it refills is irresponsible.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Rainforests store vast carbon, so clearing them is burning the planet's lungs.",0,The framing and implied condemnation are subjective. Opinion.,3,1,Carbon storage in forests is measurable. Physical.,4,0,'Planet's lungs' is a metaphor. Not literal.,4,0,"It implicitly condemns deforestation. Normative, though implied.",3,0,Draws a conclusion from carbon storage. Reasoning.,4,0,Global carbon cycles are not individually observable. Not everyday.,4,People widely believe deforestation worsens climate and should be avoided.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Earth's resources will dwindle, so humanity should reach for the stars.",0,Space colonization as a priority is highly contested. Opinion.,4,1,"Resource depletion is physical, but the priority is social. Moderate.",2,0,'Reach for the stars' is an idiom with literal overtones. Mostly figurative.,3,0,'Should' expresses a value-driven recommendation. Normative.,4,0,Infers a course of action from a premise. Reasoning.,4,0,Civilizational futures are beyond individual experience. Not everyday.,4,Some argue long-term survival requires expanding beyond Earth.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Old-growth forests take centuries to regrow, so clear-cutting kills the golden goose.",0,Whether clear-cutting is foolish is debated by industry. Opinion.,3,1,Forest regrowth time is ecological fact. Physical.,4,0,References the golden goose fable. Not literal.,4,0,It judges clear-cutting as unwise. Normative.,3,0,Infers a conclusion from regrowth rates. Reasoning.,4,0,Century-scale regrowth is beyond individual observation. Not everyday.,4,People see destroying slow-renewing resources for quick profit as foolish.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Fossil fuels are finite, so betting our future on them is a fool's errand.",0,The wisdom of fossil reliance is contested. Opinion.,4,1,"Finite reserves are a geological fact. Physical premise, social conclusion.",3,0,'Fool's errand' and 'betting' are idiomatic. Not literal.,4,0,"Calls a strategy foolish, a value judgment. Normative.",3,0,Premise leads to conclusion. Reasoning.,4,0,Global energy futures aren't personally observed. Not everyday.,4,People reason that relying on finite resources long-term is unwise.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Extinction is forever, so losing a species is burning an unread library.",0,The value assigned to species loss is subjective. Opinion.,4,1,Irreversibility of extinction is biological fact. Physical premise.,3,0,'Burning an unread library' is a metaphor. Not literal.,4,0,It expresses a value about biodiversity. Normative.,4,0,Infers significance from irreversibility. Reasoning.,4,0,Species loss is not encountered in daily life. Not everyday.,4,People value biodiversity as irreplaceable and worth protecting.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Excess fat strains the heart, so fast food is a ticking time bomb.",0,Characterizing all fast food as a bomb is a subjective exaggeration. Opinion.,4,1,Cardiac strain from obesity is biological. Physical.,4,0,'Ticking time bomb' is a metaphor. Not literal.,4,0,"It implies fast food should be avoided. Normative, but implicit.",2,0,Infers danger from a physiological premise. Reasoning.,4,0,"Long-term cardiac effects aren't seen day to day, though fast food is everyday. Moderate.",2,People commonly link poor diets to heart disease and view them as dangerous.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Ice sheets are melting, so ignoring sea-level rise is fiddling while Rome burns.",0,Judging responses as negligent is subjective. Opinion.,4,1,Ice melt and sea rise are measurable. Physical premise.,3,0,Uses the 'fiddling while Rome burns' allusion. Not literal.,4,0,It condemns inaction morally. Normative.,4,0,Infers a judgment from physical evidence. Reasoning.,4,0,Ice sheet dynamics are beyond personal experience. Not everyday.,4,People sense that inaction in the face of clear danger is irresponsible.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Entropy always increases, so wasting energy is pouring water into sand.",0,Judging energy use as wasteful is subjective. Opinion.,3,1,Entropy is a fundamental physical law. Strongly physical.,4,0,'Pouring water into sand' is a metaphor. Not literal.,4,0,"It implies conservation is the right choice. Normative, implicit.",3,0,Derives a conclusion from a physical law. Reasoning.,4,0,Thermodynamic laws aren't learned through individual experience. Not everyday.,4,People intuit that squandered energy can't be recovered and should be conserved.,"['opinion', 'physical', 'figure of speech', 'normative', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"What goes up must come down, because Earth's gravity never takes a day off.",1,Gravity's constant pull on nearby objects is empirically verifiable. It is not a matter of opinion.,4,1,Gravity is a law of physics. It is not socially constructed.,4,0,It uses a well-known aphorism and personifies gravity as never taking a day off. It is not purely literal.,4,1,It describes an empirical physical regularity. It makes no value judgment.,4,0,"The conclusion that objects fall is drawn from the premise that gravity acts constantly. It is an inference, not a bare observation.",3,0,"The universality of gravity is a general law that no single experience can establish. The falling ball itself is everyday, so I am only moderately confident.",2,People universally understand that thrown objects fall back because of gravity.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Energy can't come from thin air, so perpetual motion machines are doomed.",1,Conservation of energy is a demonstrable scientific law. It is not subjective.,4,1,"It concerns thermodynamics. That is a natural law, not a social rule.",4,0,'Out of thin air' is an idiom and 'doomed' is dramatic hyperbole. The wording is not plain literal language.,3,1,It states a physical law and its consequence. It does not express a norm.,4,0,It concludes that perpetual motion fails by applying energy conservation. That makes it logical inference rather than mere observation.,4,0,"Conservation of energy is a scientific generalization, not something observed in daily life. Individual experience alone cannot establish it.",3,Most people grasp that machines need a power source and cannot run forever for free.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Starlight is a time machine, since its light left the star long ago.",1,The finite speed of light makes this verifiable. It is not an opinion.,4,1,It concerns physics and astronomy. It is not socially constructed.,4,0,'Time machine' is a metaphor. The statement is therefore not literal.,4,1,It describes an empirical property of light. It contains no value judgment.,4,0,"It infers that we see the past by combining light speed with cosmic distances. The conclusion is derived, not directly observed.",4,0,Light travel time across space cannot be perceived through personal experience. It is understood only through science.,4,Educated people commonly know that looking at stars means seeing them as they were in the past.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Evolution is a blind watchmaker, so species change without any planned design.",1,"Natural selection is well supported by scientific evidence. It is not subjective, although some people dispute it.",3,1,It is a biological process. It is not of human origin.,4,0,'Blind watchmaker' is a famous metaphor. The language is not literal.,4,1,It describes how nature works. It does not say how things ought to be.,3,0,It concludes that there is no planned design from the premise that the process is blind. That is an inference.,3,0,Evolution unfolds over timescales no person can observe directly. It is not an everyday experience.,4,It is widely understood that natural selection shapes life without foresight.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Entropy is a one-way street, so broken eggs never reassemble themselves.",1,The second law of thermodynamics is empirically established. It is not a matter of opinion.,4,1,Thermodynamics is natural science. It is not a social construct.,4,0,'One-way street' is a metaphor. The statement is not literal.,4,1,It states a physical law. It makes no normative claim.,4,0,It derives an everyday consequence from a general law. It is inference rather than mere knowledge.,3,0,"Entropy is an abstract scientific concept. The broken-egg example, however, is everyday, so I am only moderately confident.",3,Everyone knows spilled or broken things don't spontaneously fix themselves.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Viruses are hitchhikers, so they cannot reproduce without a host cell.",1,Viral dependence on host cells is a verified biological fact. It is not subjective.,4,1,It concerns biology. It is not social.,4,0,'Hitchhikers' is a metaphor. The language is not literal.,4,1,It describes a biological regularity. It is not a value judgment.,4,0,It draws a conclusion about reproduction from the viruses' dependent nature. That makes it an inference.,3,0,Cellular reproduction is invisible to everyday experience. It requires scientific study to know.,4,People generally understand that viruses need to infect a living body to spread.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Continents are slow-motion rafts, so the Atlantic widens a few centimeters yearly.",1,The widening of the Atlantic is measured by GPS. It is not an opinion.,4,1,It concerns geophysics. It is not of human origin.,4,0,'Slow-motion rafts' is a metaphor. The statement is not literal.,4,1,It describes an empirical geological process. It contains no norm.,4,0,The widening ocean is concluded from the drifting of plates. It links a cause to a consequence.,3,0,Continental drift cannot be perceived individually. It is known only through measurement and science.,4,Plate tectonics is widely taught and accepted as common knowledge.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
"Every breath recycles ancient air, since atoms are never destroyed, just rearranged.",1,Conservation of mass in chemical processes is well established. It is not subjective.,4,1,It concerns chemistry and physics. It is not social.,4,0,"'Ancient air' is poetic hyperbole. The meaning is not fully literal, though the metaphor is mild.",3,1,It states a physical regularity. It makes no value claim.,4,0,It concludes that air is recycled from the conservation of atoms. That is a logical inference.,4,0,Atomic conservation cannot be seen in personal experience. It is known through science.,4,People understand that matter is reused in nature rather than vanishing.,"['fact', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",anthropic/claude-opus-5.5
