statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Patience is a virtue.,0,"It is a subjective moral judgment that patience is virtuous; I am very confident, and it is not a demonstrable fact.",4,0,"It concerns human character and social values; I am very confident, and it is not a physical law.",4,0,"It is an aphoristic saying about patience; I am very confident, and it is not plain literal language.",4,0,"It praises patience as a virtue people should cultivate; I am very confident, and it is not a positive empirical regularity.",4,1,"It presents a belief about patience as good, which can be opinion; I am somewhat confident, and it is not a reasoned proof.",3,0,"It is a general value claim about patience, not a single observed event; I am very confident, and it is not merely everyday.",4,Common sense values patience as a good personal quality.,"['opinion', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",deepseek/deepseek-v4.1-flash
Silence is golden.,0,"It is a subjective judgment that silence is valuable; I am very confident, and it is not objectively demonstrable.",4,0,"It concerns human communication and social restraint; I am very confident, and it is not a physical law.",4,0,"It uses a golden metaphor for silence; I am very confident, and it is not plain literal language.",4,0,"It recommends silence as a preferred value; I am very confident, and it is not a positive empirical regularity.",4,1,"It offers a belief about the value of silence, which can be opinion; I am somewhat confident, and it is not a reasoned proof.",3,0,"It is a general value claim about silence, not a directly observed event; I am very confident, and it is not merely everyday.",4,Common sense often treats silence as wiser than speaking.,"['opinion', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",deepseek/deepseek-v4.1-flash
Two wrongs do not make a right.,0,"It is a subjective moral judgment about retaliation; I am very confident, and it is not a demonstrable fact.",4,0,"It concerns human conflict and social morality; I am very confident, and it is not a physical law.",4,0,"It is an aphoristic moral saying with balanced wording; I am very confident, and it is not plain literal language.",4,0,"It tells people not to use wrongs to make rights; I am very confident, and it is not a positive empirical regularity.",4,1,"It presents a belief about justice and retaliation, which can be opinion; I am somewhat confident, and it is not a reasoned proof.",3,0,"It is a general moral principle about retaliation, not a single observed event; I am very confident, and it is not merely everyday.",4,Common sense rejects revenge as a way to correct wrongdoing.,"['opinion', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",deepseek/deepseek-v4.1-flash
It is better to give than to receive.,0,"It is a subjective judgment that giving is better than receiving; I am very confident, and it is not objectively demonstrable.",4,0,"It concerns human generosity and social values; I am very confident, and it is not a physical law.",4,0,"It is an aphoristic moral comparison; I am very confident, and it is not plain literal language.",4,0,"It recommends generosity as a value; I am very confident, and it is not a positive empirical regularity.",4,1,"It offers a belief about the value of generosity, which can be opinion; I am somewhat confident, and it is not a reasoned proof.",3,0,"It is a general value claim about giving, not a directly observed event; I am very confident, and it is not merely everyday.",4,Common sense praises generosity over self-interest.,"['opinion', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",deepseek/deepseek-v4.1-flash
A friend in need is a friend indeed.,0,"It is a subjective judgment about what makes a real friend; I am very confident, and it is not objectively demonstrable.",4,0,"It concerns human relationships and social loyalty; I am very confident, and it is not a physical law.",4,0,"It is an aphorism with repetition and proverb form; I am very confident, and it is not plain literal language.",4,0,"It values supportive friends as true friends; I am somewhat confident, and it is not a positive empirical regularity.",3,1,"It presents a belief about true friendship, which can be opinion; I am somewhat confident, and it is not a reasoned proof.",3,0,"It is a general claim about friendship, not a directly observed event; I am very confident, and it is not merely everyday.",4,Common sense defines true friendship by loyalty in hard times.,"['opinion', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",deepseek/deepseek-v4.1-flash
Keep your friends close and your enemies closer.,0,"It is a subjective strategic judgment about friendship and enmity; I am very confident, and it is not objectively demonstrable.",4,0,"It concerns human alliances and social maneuvering; I am very confident, and it is not a physical law.",4,0,"It is an aphoristic saying with parallel contrast; I am very confident, and it is not plain literal language.",4,0,"It advises a norm of strategic closeness to enemies; I am somewhat confident, and it is not a positive empirical regularity.",3,1,"It offers a belief about managing rivals, which can be opinion; I am somewhat confident, and it is not a reasoned proof.",3,0,"It is a general strategic maxim, not a directly observed event; I am very confident, and it is not merely everyday.",4,Common sense advises watching rivals carefully while keeping allies near.,"['opinion', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",deepseek/deepseek-v4.1-flash
The customer is always right.,0,"It is a subjective commercial value judgment that cannot be objectively proven; I am very confident, and it is not a demonstrable fact.",4,0,"It concerns social roles and service conventions; I am very confident, and it is not a physical law.",4,0,"It is an aphoristic business saying with hyperbole; I am very confident, and it is not plain literal language.",4,0,"It tells service workers to treat customers as right; I am very confident, and it is not a positive empirical regularity.",4,1,"It presents a belief about customer relations, which can be opinion; I am somewhat confident, and it is not a reasoned proof.",3,0,"It is a general service maxim, not a directly observed event; I am somewhat confident, and it is not merely everyday.",3,Common sense in business treats customer satisfaction as a guiding rule.,"['opinion', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",deepseek/deepseek-v4.1-flash
"If water reaches 100 C at sea level, it boils.",1,It is objectively true under standard pressure; high confidence it is not opinion.,4,1,It describes a physical phase change governed by temperature; high confidence it is not social.,4,1,The words mean exactly that water boils at 100 C at sea level; high confidence it is not figurative.,4,1,It states an empirical regularity of nature; high confidence it is not normative.,4,0,It concludes boiling from reaching a temperature threshold; somewhat confident it is not mere raw observation.,3,0,"It states a general rule about water, not just one observed case; high confidence it is not merely everyday.",4,People commonly know that heated water boils at a high temperature.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If water cools below 0 C, it freezes.",1,It is objectively true under normal pressure; high confidence it is not opinion.,4,1,It describes a physical phase change governed by temperature; high confidence it is not social.,4,1,The words mean exactly that cooling water below 0 C freezes it; high confidence it is not figurative.,4,1,It states an empirical regularity of water; high confidence it is not normative.,4,0,It infers freezing from cooling below a threshold; somewhat confident it is not mere raw observation.,3,0,"It states a general rule about water, not one personal encounter; high confidence it is not merely everyday.",4,It is common knowledge that cold water turns to ice.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If you drop an object, gravity pulls it downward.",1,It is objectively true under ordinary conditions; high confidence it is not opinion.,4,1,It describes a physical force and motion rule; high confidence it is not social.,4,1,The words mean exactly that gravity pulls dropped objects down; high confidence it is not figurative.,4,1,It states an empirical regularity of nature; high confidence it is not normative.,4,0,It concludes downward motion from gravity acting on a dropped object; high confidence it is not mere raw observation.,4,0,"It states a general regularity of gravity, not just one dropped object; high confidence it is not merely everyday.",4,Everyone knows dropped objects fall toward the ground.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If you throw a ball up, gravity brings it back down.",1,It is objectively true in ordinary settings; high confidence it is not opinion.,4,1,It describes a physical force and motion rule; high confidence it is not social.,4,1,The words mean exactly that gravity returns an upward-thrown ball; high confidence it is not figurative.,4,1,It states an empirical regularity of motion; high confidence it is not normative.,4,0,It infers the ball's return from gravity acting against upward motion; high confidence it is not mere raw observation.,4,0,"It states a general rule about thrown objects, not one specific throw; high confidence it is not merely everyday.",4,It is common sense that thrown objects eventually fall back.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If you cover a fire, it will run out of oxygen and go out.",1,It is objectively true for ordinary fires; high confidence it is not opinion.,4,1,It describes a physical chemical process of combustion; high confidence it is not social.,4,1,The words mean exactly that covering a fire removes oxygen and extinguishes it; high confidence it is not figurative.,4,1,It states an empirical regularity of fire; high confidence it is not normative.,4,0,It concludes extinguishing from cutting off oxygen; high confidence it is not mere raw observation.,4,0,"It states a general rule about fire and oxygen, not one particular fire; high confidence it is not merely everyday.",4,People know fires need air and can be smothered.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If you touch a hot stove, heat transfers to your skin and burns it.",1,It is objectively true under normal conditions; high confidence it is not opinion.,4,1,It describes a physical heat-transfer process; high confidence it is not social.,4,1,The words mean exactly that heat transfers and burns skin; high confidence it is not figurative.,4,1,It states an empirical regularity of heat and tissue; high confidence it is not normative.,4,0,It concludes burning from heat transfer to skin; high confidence it is not mere raw observation.,4,0,"It states a general rule about heat transfer, not one specific stove; high confidence it is not merely everyday.",4,Everyone knows touching a hot stove causes a burn.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If a plant gets no light, it cannot grow and will die.",1,It is objectively true for most plants; high confidence it is not opinion.,4,1,It describes a biological requirement involving light; high confidence it is not social.,4,1,The words mean exactly that light is needed for plant growth and survival; high confidence it is not figurative.,4,1,It states an empirical regularity of plant biology; high confidence it is not normative.,4,0,It infers death from lack of light needed for growth; high confidence it is not mere raw observation.,4,0,"It states a general biological rule about plants, not one plant; high confidence it is not merely everyday.",4,It is common knowledge that plants need light to live.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If a human gets no water, they will eventually die.",1,It is objectively true for humans; high confidence it is not opinion.,4,1,It describes a biological requirement for water; high confidence it is not social.,4,1,The words mean exactly that lack of water leads to death; high confidence it is not figurative.,4,1,It states an empirical regularity of human biology; high confidence it is not normative.,4,0,It concludes death from prolonged water deprivation; high confidence it is not mere raw observation.,4,0,"It states a general biological rule about humans, not one person; high confidence it is not merely everyday.",4,People know humans cannot survive long without water.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If a human gets no oxygen, they will lose consciousness.",1,It is objectively true for humans; high confidence it is not opinion.,4,1,It describes a biological oxygen requirement; high confidence it is not social.,4,1,The words mean exactly that oxygen deprivation causes unconsciousness; high confidence it is not figurative.,4,1,It states an empirical regularity of human biology; high confidence it is not normative.,4,0,It concludes unconsciousness from lack of oxygen; high confidence it is not mere raw observation.,4,0,"It states a general biological rule about humans, not one individual; high confidence it is not merely everyday.",4,It is common knowledge that humans need oxygen to stay awake.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If you cut your skin, blood vessels break and you bleed.",1,It is objectively true for typical skin cuts; high confidence it is not opinion.,4,1,It describes a biological feature of skin and circulation; high confidence it is not social.,4,1,The words mean exactly that cutting skin breaks vessels and causes bleeding; high confidence it is not figurative.,4,1,It states an empirical regularity of human anatomy; high confidence it is not normative.,4,0,It concludes bleeding from broken blood vessels; high confidence it is not mere raw observation.,4,0,"It states a general biological rule about skin cuts, not one wound; high confidence it is not merely everyday.",4,Everyone knows cuts on skin can cause bleeding.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If you push an object, it moves unless friction stops it.",1,It is objectively true when the push overcomes resistance; somewhat confident it is not opinion.,3,1,"It describes force, motion, and friction; high confidence it is not social.",4,1,The words mean exactly that pushing moves an object unless friction prevents it; high confidence it is not figurative.,4,1,It states an empirical regularity of mechanics; high confidence it is not normative.,4,0,It concludes motion from a push and notes friction as a counterforce; high confidence it is not mere raw observation.,4,0,"It states a general rule about force and motion, not one push; high confidence it is not merely everyday.",4,"People know pushing can move things, but friction can resist.","['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If you rub two sticks together, friction makes them warm.",1,It is objectively true under ordinary conditions; high confidence it is not opinion.,4,1,It describes a physical friction and heat process; high confidence it is not social.,4,1,The words mean exactly that friction warms rubbed sticks; high confidence it is not figurative.,4,1,It states an empirical regularity of friction; high confidence it is not normative.,4,0,It concludes warming from friction between rubbing surfaces; high confidence it is not mere raw observation.,4,0,"It states a general rule about friction and heat, not one rubbing event; high confidence it is not merely everyday.",4,It is common knowledge that rubbing things together can create heat.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If you complete a circuit, electricity can light a bulb.",1,It is objectively true for suitable circuits; high confidence it is not opinion.,4,1,It describes a physical electrical circuit rule; high confidence it is not social.,4,1,The words mean exactly that completing a circuit can light a bulb; high confidence it is not figurative.,4,1,It states an empirical regularity of electricity; high confidence it is not normative.,4,0,It concludes lighting from completing an electrical path; high confidence it is not mere raw observation.,4,0,"It states a general electrical rule, not one specific circuit; high confidence it is not merely everyday.",4,People know a complete electrical path can power a light bulb.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If ice is left in sunlight, it absorbs heat and melts.",1,It is objectively true under normal conditions; high confidence it is not opinion.,4,1,It describes a physical heat and phase-change process; high confidence it is not social.,4,1,The words mean exactly that sunlight warms ice until it melts; high confidence it is not figurative.,4,1,It states an empirical regularity of ice; high confidence it is not normative.,4,0,It concludes melting from heat absorption; high confidence it is not mere raw observation.,4,0,"It states a general rule about ice and sunlight, not one ice cube; high confidence it is not merely everyday.",4,Everyone knows ice melts when left in warm sunlight.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If water boils, it turns into steam and rises.",1,It is objectively true under ordinary conditions; high confidence it is not opinion.,4,1,It describes a physical phase change and buoyancy; high confidence it is not social.,4,1,The words mean exactly that boiling water becomes rising steam; high confidence it is not figurative.,4,1,It states an empirical regularity of water; high confidence it is not normative.,4,0,It concludes steam formation and rising from boiling; high confidence it is not mere raw observation.,4,0,"It states a general rule about boiling water, not one pot; high confidence it is not merely everyday.",4,It is common knowledge that boiling water produces rising steam.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If glass falls on a hard floor, it may shatter.",1,It is objectively true that glass may shatter under impact; high confidence it is not opinion.,4,1,It describes a physical material fracture process; high confidence it is not social.,4,1,The words mean exactly that glass can break from such a fall; high confidence it is not figurative.,4,1,It states an empirical regularity of glass; high confidence it is not normative.,4,0,It concludes possible shattering from impact forces; high confidence it is not mere raw observation.,4,0,"It states a general rule about glass impacts, not one dropped glass; high confidence it is not merely everyday.",4,People know glass can break when dropped on hard surfaces.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If metal is heated, it conducts heat and gets hot.",1,It is objectively true for metals; high confidence it is not opinion.,4,1,It describes a physical heat-conduction property; high confidence it is not social.,4,1,The words mean exactly that heated metal conducts heat and warms; high confidence it is not figurative.,4,1,It states an empirical regularity of metals; high confidence it is not normative.,4,0,It concludes warming from heat conduction in metal; high confidence it is not mere raw observation.,4,0,"It states a general rule about metal and heat, not one piece; high confidence it is not merely everyday.",4,It is common knowledge that heated metal becomes hot.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If blue and yellow pigments mix, they produce green.",1,It is objectively true for standard pigments; somewhat confident it is not opinion because some pigments vary.,3,1,It describes a physical color-mixing process; high confidence it is not social.,4,1,The words mean exactly that mixed blue and yellow pigments yield green; high confidence it is not figurative.,4,1,It states an empirical regularity of pigments; high confidence it is not normative.,4,0,It infers a color result from combining pigments; somewhat confident it is not mere raw observation.,3,0,"It states a general rule about pigment mixing, not one painting event; high confidence it is not merely everyday.",4,People commonly learn that blue and yellow paint make green.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If a seed gets water and warmth, it may germinate.",1,It is objectively true that a seed may germinate under those conditions; somewhat confident it is not opinion.,3,1,It describes a biological process of seed germination; high confidence it is not social.,4,1,The words mean exactly that water and warmth can cause germination; high confidence it is not figurative.,4,1,It states an empirical regularity of plant biology; high confidence it is not normative.,4,0,It concludes possible germination from water and warmth; high confidence it is not mere raw observation.,4,0,"It states a general biological rule about seeds, not one seed; high confidence it is not merely everyday.",4,People know seeds can sprout with water and warmth.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"If rain falls on you, water makes you wet.",1,It is objectively true under ordinary conditions; high confidence it is not opinion.,4,1,It describes a physical process of water contact; high confidence it is not social.,4,1,The words mean exactly that rainwater wets a person; high confidence it is not figurative.,4,1,It states an empirical regularity of rain and wetness; high confidence it is not normative.,4,0,It concludes wetness from water falling on a person; high confidence it is not mere raw observation.,4,0,"It states a general rule about rain and wetness, not one storm; high confidence it is not merely everyday.",4,Everyone knows being in rain makes a person wet.,"['fact', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
An apple a day keeps the doctor away.,0,"Its universal wording is a subjective proverb, not a guaranteed medical fact for every person. It cannot be objectively proven in all cases.",3,1,"It references apples and human health, which involve biology and nutrition. It is not purely social because it concerns bodily effects.",3,0,It is an aphorism with mild hyperbole about keeping doctors away. It is not literal language.,4,1,It states a tendency about eating fruit and avoiding illness rather than a pure moral rule. It can be tested as an empirical health claim.,2,0,"It implies that eating apples supports health, therefore fewer doctor visits follow. The conclusion combines nutrition knowledge and logic.",3,0,"It generalizes across diets, seasons, and populations beyond any single experience. It is not merely an everyday observation.",4,People commonly treat this proverb as practical health wisdom.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
The early bird catches the worm.,0,"Its application to human success is a subjective proverb, not an objectively guaranteed rule. It cannot be proven true for every early riser.",3,1,"It refers to birds and worms, which are biological agents. It is not purely social because it uses a natural feeding pattern.",2,0,It is a metaphor for human punctuality and opportunity. It is not literal language about birds and worms.,4,1,"It states an empirical tendency that early action can yield advantage. It is not just a moral rule, though it is often used as advice.",2,0,"It implies that being early leads to catching resources, therefore success follows. The conclusion combines observed behavior and logic.",3,0,It generalizes about timing and opportunity beyond a single bird or person. It is not merely an everyday observation.,4,People often use this proverb to praise promptness and preparation.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
A rolling stone gathers no moss.,0,"Its lesson about human life is a subjective proverb, not an objective rule. It cannot be proven correct for every restless person.",3,1,"It refers to stones and moss, which involve physical motion and biological growth. It is not purely social because it uses natural objects.",3,0,It is a metaphor for people who keep moving or changing. It is not literal language about stones and moss.,4,1,It states a physical tendency that moving stones do not accumulate moss. It is not merely a value judgment.,3,0,"It implies that continuous motion prevents accumulation, therefore restlessness prevents rooting. The conclusion combines observation and analogy.",3,0,It generalizes from a physical image to a broader claim about change and stability. It is not merely a single everyday observation.,4,People often cite this proverb to describe restless people or constant change.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"Where there is smoke, there is fire.",0,Its use as a claim about rumors or suspicion is subjective and not objectively guaranteed. It cannot prove every suspicion correct.,2,1,"It refers to smoke and fire, which are physical combustion phenomena. It is not purely social because it describes a natural causal link.",3,0,It is an aphorism and metaphor for suspicion or hidden causes. It is not literal language in its common extended use.,4,1,It states an empirical regularity that smoke often accompanies fire. It is not merely a normative rule.,3,0,"It implies that smoke indicates fire, therefore a hidden cause likely exists. The conclusion combines perception and causal logic.",4,0,It generalizes from a physical sign to a broad principle of evidence. It is not merely an everyday observation.,4,People use this saying to infer that apparent signs usually point to a real cause.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
April showers bring May flowers.,0,"Its extension to hardship and reward is a subjective proverb, not an objective law. It cannot be proven for every difficulty.",3,1,"It refers to rain and plant growth, which are biological and meteorological facts. It is not purely social because it describes natural seasons.",3,0,It is an aphorism and mild metaphor for patience through hardship. It is not literal language about months.,4,1,It states a seasonal empirical regularity that spring rain supports later blooms. It is not merely a moral rule.,3,0,"It implies that April rain causes May flowers, therefore present hardship can yield future good. The conclusion combines seasonal knowledge and analogy.",3,0,It generalizes from weather and plants to a broader pattern of delayed reward. It is not merely an everyday observation.,4,People often repeat this proverb to link hardship with later reward.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"Red sky at night, sailor's delight.",0,As a forecast rule it is subjective and not always objectively correct. It cannot guarantee fair weather.,3,1,It refers to atmospheric optics and weather patterns. It is not purely social because it concerns measurable sky conditions.,3,0,It is a rhyming aphorism and weather proverb. It is not plain literal language.,4,1,It states an empirical weather regularity used by sailors. It is not merely a value judgment.,2,0,"It implies that a red evening sky signals fair weather, therefore sailors can expect delight. The conclusion combines sky signs and weather logic.",3,0,It generalizes from sky color to future weather beyond one sunset. It is not merely an everyday observation.,4,People traditionally use this weather lore to predict fair conditions.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"Red sky at morning, sailors take warning.",0,As a forecast rule it is subjective and not always objectively correct. It cannot guarantee storms.,3,1,It refers to atmospheric optics and approaching weather systems. It is not purely social because it concerns measurable sky conditions.,3,0,It is a rhyming aphorism and weather proverb. It is not plain literal language.,4,1,It states an empirical weather regularity used in forecasting. It is not merely a normative rule.,2,0,"It implies that a red morning sky signals bad weather, therefore sailors should prepare. The conclusion combines sky signs and weather logic.",3,0,It generalizes from morning sky color to later weather beyond one sunrise. It is not merely an everyday observation.,4,People traditionally treat this as a warning sign of coming bad weather.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
"When it rains, it pours.",0,"Its claim about life's troubles is a subjective proverb, not an objective law. It cannot be proven for every situation.",3,1,"It refers to rain and pouring water, which are physical weather phenomena. It is not purely social because it uses natural imagery.",3,0,It is a hyperbole and metaphor for sudden abundance of problems. It is not literal language.,4,1,It states a tendency for rain or troubles to cluster rather than arrive singly. It can be treated as an empirical generalization.,2,0,"It implies that if rain starts, it may pour, therefore troubles may multiply. The conclusion combines weather observation and analogy.",3,0,It generalizes from weather to a broader pattern of clustering events. It is not merely an everyday observation.,4,People often say this when troubles seem to arrive all at once.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
A stitch in time saves nine.,0,"Its application to life problems is a subjective proverb, not an objective guarantee. It cannot be proven for every delayed action.",3,1,"It refers to sewing and fabric repair, which are physical actions. It is not purely social because it uses a material process.",2,0,It is an aphorism with a numerical hyperbole about saving nine stitches. It is not literal language.,4,1,"It states an empirical tendency that early repair prevents larger damage. It is not merely a moral rule, though it is used as advice.",3,0,"It implies that one timely stitch prevents nine later, therefore early action saves effort. The conclusion combines repair knowledge and logic.",3,0,It generalizes from sewing to a broader principle of timely maintenance. It is not merely an everyday observation.,4,People use this proverb to urge fixing small problems early.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
An ounce of prevention is worth a pound of cure.,0,"Its value comparison is a subjective proverb, not an objectively exact exchange rate. It cannot be proven as a universal law.",3,1,"It refers to weights and medical treatment, which involve physical measures. It is not purely social because it uses measurable quantities.",2,0,It is a metaphor comparing prevention and cure by weights. It is not literal language about ounces and pounds.,4,1,It states a practical tendency that prevention is more effective than cure. It can be tested as an empirical claim about outcomes.,2,0,"It implies that prevention avoids larger future costs, therefore it is worth more than cure. The conclusion combines practical knowledge and analogy.",3,0,"It generalizes across health, safety, and maintenance beyond one case. It is not merely an everyday observation.",4,People often cite this to argue that avoiding problems is better than fixing them.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
A chain is only as strong as its weakest link.,0,"Its application to teams or societies is a subjective proverb, not an objective rule. It cannot be proven for every group.",3,1,"It refers to chains and structural tension, which are engineering facts. It is not purely social because it describes a physical system.",3,0,It is a metaphor for collective strength and vulnerability. It is not literal language in its common extended use.,4,1,It states an engineering regularity that a chain breaks at its weakest link. It is not merely a value judgment.,4,0,"It implies that if the weakest link fails, the whole chain fails. The conclusion combines structural knowledge and logic.",4,0,It generalizes from a physical chain to broader systems and organizations. It is not merely an everyday observation.,4,People use this to explain that a group or system fails at its weakest part.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
A bird in the hand is worth two in the bush.,0,"Its value comparison is a subjective proverb, not an objective exchange rate. It cannot be proven correct for every choice.",3,1,"It refers to birds and bushes, which are biological and physical objects. It is not purely social because it uses natural creatures.",2,0,It is a metaphor comparing held birds to uncertain opportunities. It is not literal language about birds.,4,1,It states a practical tendency about certainty versus risk. It can be treated as an empirical claim about outcomes.,2,0,"It implies that a certain bird is more valuable than two uncertain ones, therefore security beats risk. The conclusion combines valuation and logic.",3,0,It generalizes across choices involving certainty and risk beyond one bird. It is not merely an everyday observation.,4,People often say this to prefer a certain small gain over a risky larger one.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
You can't judge a book by its cover.,0,"Its extension to people and character is a subjective proverb, not an objective rule. It cannot be proven for every case.",3,1,"It refers to books and covers, which are physical objects. It is not purely social because it uses a material example.",2,0,It is a metaphor for not judging by outward appearance. It is not literal language about books.,4,1,It states a tendency that outer appearance does not reveal inner content. It can be tested as an empirical claim about books or people.,2,0,"It implies that a cover does not determine content, therefore appearance is unreliable. The conclusion combines observation and inference.",3,0,It generalizes from books to a broader principle about appearances. It is not merely an everyday observation.,4,People use this to warn against judging by appearances alone.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
The grass is always greener on the other side.,0,"Its claim about human envy is a subjective proverb, not an objective law. It cannot be proven for every comparison.",3,1,"It refers to grass and visual perception, which involve biology and optics. It is not purely social because it uses natural imagery.",2,0,It is a metaphor and hyperbole about envy and perceived better options. It is not literal language.,4,1,It states a perceptual tendency that distant grass can appear greener. It can be treated as an empirical observation.,2,0,"It implies that distant grass appears greener, therefore people envy what they lack. The conclusion combines perception and analogy.",3,0,It generalizes from grass to a broad pattern of dissatisfaction. It is not merely an everyday observation.,4,People say this when others seem to have better lives or situations.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
A watched pot never boils.,0,"Its claim about watched pots is a subjective exaggeration, not an objective fact. It cannot be literally proven true.",3,1,"It refers to pots and boiling water, which are physical processes. It is not purely social because it uses thermodynamics.",3,0,It is a hyperbole and metaphor for impatience. It is not literal language about pots.,4,1,"It states a perceptual tendency that waiting feels endless. It is not merely a moral rule, though it is literally false.",2,0,"It implies that watching slows perceived time, therefore the pot seems never to boil. The conclusion combines perception and logic.",3,0,It generalizes from boiling water to a broader experience of impatience. It is not merely an everyday observation.,4,People say this when waiting makes time seem to pass slowly.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
Too many cooks spoil the broth.,0,"Its application to teams and management is a subjective proverb, not an objective law. It cannot be proven for every group.",3,1,"It refers to cooks and broth, which are physical cooking processes. It is not purely social because it uses a culinary example.",2,0,It is a metaphor for excessive involvement in a task. It is not literal language about cooks.,4,1,It states an empirical tendency that too many inputs can harm a result. It is not merely a normative rule.,2,0,"It implies that many cooks interfere, therefore the broth is spoiled. The conclusion combines cooking knowledge and analogy.",3,0,It generalizes from cooking to a broader principle about coordination. It is not merely an everyday observation.,4,People use this to warn that too many decision-makers ruin a project.,"['opinion', 'physical', 'figure of speech', 'positive', 'reasoning', 'abstract']",deepseek/deepseek-v4.1-flash
