statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Strike while the iron is hot.,1,"Literally, blacksmiths must shape iron while hot—a verifiable fact. The physical basis is demonstrable.",4,1,Hot iron is a physical material; its temperature is measurable. The metaphor derives from blacksmithing.,4,0,It's a metaphor extending blacksmithing to opportunity. It's figurative language.,4,0,It prescribes timely action—a normative judgment about seizing chances. It advises what to do.,3,1,"It's an observed practice, not a reasoning chain. It states known wisdom directly.",3,1,Recognizing and acting on opportunities happens in ordinary life. The advice is commonly applicable.,4,This advises taking advantage of opportunities while conditions are favorable.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
A stitch in time saves nine.,1,The literal economics of stitching can be demonstrated; the general principle is also testable in cases. It leans factual.,3,1,Sewing stitches are physical actions with measurable outcomes on fabric. It's grounded in physical work.,4,0,It's an aphorism metaphorically extending sewing to timely repairs. It's figurative.,4,0,It advises promptness—a value judgment about maintenance and foresight. It prescribes behavior.,3,1,"It's a generalization from observation, not a logical derivation. It states known knowledge.",3,1,Mending clothes and addressing small problems are routine experiences. The scenario is everyday.,4,This means fixing a problem early prevents it from becoming much worse later.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Rome wasn't built in a day.,1,"Literally, Rome took many years to build—a historical fact. The claim is demonstrably true.",4,1,Rome is a physical city whose construction took measurable time. It's grounded in physical reality.,4,0,It's an aphorism metaphorically using Rome for any big endeavor. It's figurative.,4,0,It encourages patience—a value judgment about effort and time. It implies one should persist.,3,1,"It's an observation about construction and effort, not a reasoning chain. It presents known history.",3,1,Working on long-term projects is an ordinary experience. The lesson applies to common situations.,4,This means great achievements require time and patience.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Barking dogs seldom bite.,1,"The behavioral trend can be observed, though 'seldom' is not absolute; it's a probabilistic claim. Moderate confidence in factuality.",3,1,Dog barking and biting are observable animal behaviors studied in biology. It's grounded in the natural world.,4,0,It's an aphorism metaphorically applying dog behavior to people. It's figurative language.,4,0,It judges loud threats as less dangerous—a value assessment of character. It implies one shouldn't fear boasters.,3,1,"It's a folk observation, not a logical derivation. It states known wisdom directly.",3,1,Encountering barking dogs or loud talkers is common in daily life. The scenario is familiar.,4,This suggests that people who make loud threats rarely follow through with action.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Don't count your chickens before they hatch.,1,Not all eggs hatch—a verifiable biological fact. The literal basis is demonstrable.,4,1,"Eggs hatching is a biological, observable process. It's grounded in the natural world.",4,0,It's a metaphor extending hatching to any anticipated success. It's figurative.,4,0,It advises against premature optimism—a normative judgment about planning. It tells what to avoid.,3,1,"It's an observation about uncertainty, not a reasoning conclusion. It states common knowledge.",3,1,Farming and anticipating outcomes are everyday activities. The situation is relatable.,4,This warns against assuming success before it's certain.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
The squeaky wheel gets the grease.,1,"Literally, squeaky wheels do get greased—a verifiable maintenance practice. The literal claim is factual.",4,1,"Squeaky wheels and grease involve physical friction and lubrication, measurable in engineering. It's grounded in physical reality.",4,0,It's a metaphor applying wheel maintenance to social behavior. It's figurative.,4,0,It endorses speaking up to get results—a normative judgment about assertiveness. It advises voicing needs.,3,1,"It's an observed regularity, not a logical derivation. It presents known knowledge.",3,1,Complaining and maintenance are everyday occurrences. The scenario is common.,4,This means those who complain loudly are the ones who get attention or help.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
"When it rains, it pours.",1,"Literally, rain sometimes does pour—a verifiable weather fact. The literal claim is true.",4,1,Rain and pouring are physical weather phenomena measured by meteorology. It's grounded in the natural world.,4,0,It's a metaphor applying weather to misfortune. It's clearly figurative.,4,0,It conveys a resigned judgment about handling multiple troubles at once. It implies one should brace for clusters.,3,1,"It's an observation about patterns, not a reasoning chain. It states common knowledge.",3,1,Experiencing bad luck in bunches is a familiar situation. The saying is used in ordinary life.,4,This means problems or events tend to come in clusters rather than singly.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Don't put all your eggs in one basket.,1,One dropped basket can break all eggs—a demonstrable physical fact. The literal claim is true.,4,1,Eggs and baskets are physical objects; breaking them is an observable event. It's grounded in the physical world.,4,0,It's a metaphor extending eggs to any investment. It's figurative.,4,0,It prescribes diversification—a value judgment about risk management. It advises prudent behavior.,3,1,"It's an observed practice, not a logical derivation. It presents known wisdom.",3,1,Handling eggs and managing resources are everyday tasks. The advice is commonly applicable.,4,This advises spreading resources or risks rather than concentrating them in one place.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Absence makes the heart grow fonder.,1,The emotional claim is subjective and varies by person; it's not objectively verifiable. It's borderline opinion.,2,1,"It touches on emotional responses that have physiological, measurable aspects. It's not purely social convention.",3,0,It's an aphorism metaphorically describing emotional growth. It's figurative language.,4,0,It expresses a belief about how distance affects love—a value-laden judgment. It frames how one should feel.,3,1,"It's a folk observation about emotions, not a reasoning chain. It states known belief.",3,1,Being away from loved ones is a common experience. The feeling is widely relatable.,4,This suggests that being apart from someone can increase affection for them.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
"If the shoe fits, wear it.",1,Whether a shoe fits is physically demonstrable; the metaphorical claim is more subjective. Moderate confidence.,3,1,"Shoes and fitting are physical matters of size, measurable empirically. It's grounded in the physical world.",4,0,It's a metaphor using shoe fitting for accepting criticism. It's figurative.,4,0,It advises accepting applicable criticism—a normative judgment about self-awareness. It tells what to do.,3,1,"It's an observed social regularity, not a logical derivation. It presents common knowledge.",3,1,Trying on shoes and receiving criticism are common experiences. The scenario is familiar.,4,"This means if a criticism applies to you, accept it.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Coffee tastes better with a spoonful of sugar.,0,"Whether coffee tastes better with sugar is inherently subjective and cannot be objectively proven, since taste varies by person. Confidence is high.",4,1,"The statement concerns taste, which arises from physical and chemical interactions of substances with taste receptors, describable by natural science. It is not a socially constructed rule. Confidence is moderate because taste also involves subjective perception.",3,1,"The sentence plainly means that coffee's flavor improves with sugar, with no metaphor or figure of speech. Confidence is high.",4,0,"It expresses a value judgment about what makes coffee taste better, reflecting a personal or cultural norm of taste. Confidence is high because it is not a neutral empirical regularity. Confidence in the feature is somewhat moderate because it is phrased as a knowledge claim.",3,1,"It is a claim about how the world (coffee taste) is, not a conclusion derived from combining multiple facts. Confidence is high.",4,1,"Adding sugar to coffee is a routine experience for most people in daily life, not an abstract concept. Confidence is high because taste preferences are directly encountered.",4,This is a common everyday belief about taste that many people hold and share in daily life.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Rain makes the air feel fresher.,0,Whether air feels fresher is a subjective perception that cannot be objectively proven true or false for everyone. Confidence is high.,4,1,"It concerns weather and the physical sensation of air, which relate to natural phenomena like humidity and ozone. Confidence is moderate because the feeling is partly perceptual.",3,1,"The sentence directly means rain improves how the air feels, with no figure of speech. Confidence is high.",4,0,"It reflects a shared belief or value about how air should feel after rain, a common convention of perception. Confidence is moderate because it reads more as a knowledge claim than a norm.",2,1,It states an observation about the world rather than a conclusion from combined facts. Confidence is high.,4,1,"Rain and the feeling of air afterward are things people experience in ordinary life, not abstract matters. Confidence is high.",4,"People commonly believe and often say that air feels fresher after rain, based on everyday experience.","['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Pizza is the best late-night snack.,0,'Best' is inherently a subjective judgment that cannot be objectively demonstrated. Confidence is high.,4,1,"It concerns food, a tangible material substance with objective properties like taste and nutrition, not a social construct. Confidence is moderate because 'best' invokes preference.",3,1,"The sentence plainly claims pizza is the top choice among late-night snacks, without metaphor. Confidence is high.",4,0,"It expresses a value about what one should eat late at night, reflecting a personal or cultural norm. Confidence is moderate because it is phrased as a factual-sounding claim. Confidence is somewhat moderate.",3,1,"It is a direct claim about snack quality, not a conclusion from combining multiple facts. Confidence is high.",4,1,Late-night snacking and pizza are ordinary experiences many people encounter regularly. Confidence is high.,4,This is a widely shared everyday opinion that pizza is ideal for late-night eating.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
A hot shower after work feels more relaxing than a cold one.,0,"Relaxation is subjective, so the claim cannot be objectively proven true or false for all people. Confidence is high.",4,1,"It concerns water temperature and bodily sensations, which are measurable physical properties. Confidence is moderate because relaxation is a subjective feeling. Confidence is somewhat moderate.",3,1,"The sentence directly compares relaxation from hot versus cold showers, with no figurative language. Confidence is high.",4,0,"It conveys a belief about what makes a shower relaxing, guiding a common preference or expectation. Confidence is moderate because it reads as a perception rather than an explicit norm.",3,1,"It is a straightforward claim about how showers feel, not a multi-step logical conclusion. Confidence is high.",4,1,Taking showers after work is a common daily routine for many people. Confidence is high.,4,Most people share the everyday belief that hot showers are more relaxing than cold ones.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Freshly baked bread smells more appealing than packaged bread.,0,Which smell is more appealing is a subjective judgment that cannot be objectively settled. Confidence is high.,4,1,"It involves smell, which arises from chemical compounds in bread measurable by natural science. Confidence is moderate because 'appealing' is perceptual.",3,1,"The sentence plainly compares the smells of two types of bread, without metaphor. Confidence is high.",4,0,"It reflects a shared value about what smells good, a common convention of taste. Confidence is moderate because it is phrased as a knowledge claim. Confidence is somewhat moderate.",3,1,"It states an observation about bread smell, not a conclusion from combined premises. Confidence is high.",4,1,"Encountering bread, fresh or packaged, is a regular experience in ordinary life. Confidence is high.",4,People commonly hold that fresh-baked bread smells better than store-packaged bread.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Cats make better pets than hamsters for most families.,0,'Better' is inherently subjective and cannot be objectively proven for all families. Confidence is high.,4,1,"It concerns animals, their tangible traits and behaviors described by biology, not social rules. Confidence is moderate because 'better' invokes preference.",3,1,"The sentence plainly compares cats and hamsters as pets, with no figure of speech. Confidence is high.",4,0,"It expresses a value judgment about which pet families should choose, reflecting a common belief. Confidence is high.",4,1,"It is a direct claim about pet suitability, not a conclusion from combining facts. Confidence is high.",4,1,Choosing pets is an ordinary experience many families face. Confidence is high.,4,This expresses the common everyday opinion that cats suit families better than hamsters.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
The beach is more enjoyable in summer than in winter.,0,"Enjoyment is subjective, so the claim cannot be objectively demonstrated. Confidence is high.",4,1,"It involves seasonal weather and temperature, objective natural conditions. Confidence is moderate because 'enjoyable' is perceptual.",3,1,"The sentence directly compares beach enjoyment across seasons, without figurative language. Confidence is high.",4,0,"It conveys a belief about when one should enjoy the beach, a common cultural expectation. Confidence is moderate because it reads as a preference claim. Confidence is somewhat moderate.",3,1,"It is a simple claim about seasonal enjoyment, not a derived logical conclusion. Confidence is high.",4,1,Visiting beaches across seasons is a common ordinary experience. Confidence is high.,4,People commonly believe beaches are more pleasant in summer than in winter.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Morning coffee tastes better than afternoon coffee.,0,Which coffee tastes better is subjective and cannot be objectively proven. Confidence is high.,4,1,"It concerns coffee and time of day, involving tangible substances and biological states. Confidence is moderate because taste is subjective.",3,1,"The sentence plainly compares coffee taste at two times, with no metaphor. Confidence is high.",4,0,"It reflects a common belief about when coffee should be enjoyed, a convention of taste. Confidence is moderate because it is phrased as a knowledge claim.",3,1,"It is a direct observation about taste, not a conclusion from combined facts. Confidence is high.",4,1,Drinking coffee at different times is a routine daily experience. Confidence is high.,4,Many people share the everyday belief that coffee tastes better in the morning.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Pine-scented cleaners make a room feel cleaner.,0,Whether a room feels cleaner is subjective and cannot be objectively settled. Confidence is high.,4,1,"It involves scent molecules and their interaction with smell receptors, describable by chemistry. Confidence is moderate because cleanliness perception is subjective. Confidence is somewhat moderate.",3,1,"The sentence directly states that pine scent affects perceived cleanliness, without figurative language. Confidence is high.",4,0,"It reflects a belief about what should signal cleanliness, a common cultural association. Confidence is moderate because it reads as a perception claim. Confidence is somewhat moderate.",3,1,"It is a simple claim about scent and perception, not a derived conclusion. Confidence is high.",4,1,Using scented cleaners while cleaning rooms is an ordinary household experience. Confidence is high.,4,"People commonly believe pine scent makes rooms seem cleaner, based on everyday cleaning experience.","['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Fresh snow makes the neighborhood look prettier.,0,Prettiness is inherently subjective and cannot be objectively proven. Confidence is high.,4,1,"It involves snow, a physical substance with objective properties like whiteness. Confidence is moderate because 'prettier' is perceptual.",3,1,"The sentence plainly says snow improves the neighborhood's appearance, with no metaphor. Confidence is high.",4,0,"It expresses an aesthetic value about how snow should be viewed, a common cultural belief. Confidence is moderate because it is an aesthetic judgment. Confidence is somewhat moderate.",3,1,"It is a direct observation about visual appearance, not a logical conclusion. Confidence is high.",4,1,Seeing snow fall in one's neighborhood is a common ordinary experience in many regions. Confidence is high.,4,Many people share the everyday view that fresh snow beautifies neighborhoods.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Home-cooked meals are more satisfying than fast food.,0,"Satisfaction is subjective, so the claim cannot be objectively demonstrated. Confidence is high.",4,1,"It concerns food, tangible substances with measurable properties like portion size and ingredients. Confidence is moderate because satisfaction is subjective.",3,1,"The sentence plainly compares satisfaction from two food types, without figurative language. Confidence is high.",4,0,"It conveys a value about which meals people should prefer, a common cultural belief. Confidence is high.",4,1,"It is a direct claim about meal satisfaction, not a conclusion from combined facts. Confidence is high.",4,1,Choosing between home-cooked meals and fast food is a routine daily experience. Confidence is high.,4,This reflects the common everyday opinion that home cooking satisfies more than fast food.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Leather seats feel more comfortable than cloth seats in a car.,0,Comfort is subjective and cannot be objectively proven for everyone. Confidence is high.,4,1,"It involves seat materials, tangible substances with measurable properties like texture. Confidence is moderate because comfort is perceptual.",3,1,"The sentence directly compares comfort of two seat materials, with no metaphor. Confidence is high.",4,0,"It expresses a value about what car seats should feel like, a common consumer preference. Confidence is moderate because it reads as a perception claim. Confidence is somewhat moderate.",3,1,"It is a straightforward claim about seat feel, not a derived logical conclusion. Confidence is high.",4,1,Sitting in cars with different seats is a common daily experience for drivers and passengers. Confidence is high.,4,Many people hold the everyday opinion that car leather seats are more comfortable than cloth.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Sunsets over the ocean are more beautiful than sunsets over the city.,0,Beauty is inherently subjective and cannot be objectively demonstrated. Confidence is high.,4,1,"It involves light, atmosphere, and scenery, natural phenomena described by physics. Confidence is moderate because beauty is perceptual.",3,1,"The sentence plainly compares sunset beauty in two settings, without figurative language. Confidence is high.",4,0,"It expresses an aesthetic value about which sunsets people should find beautiful, a cultural norm. Confidence is moderate because it is an aesthetic judgment.",3,1,"It is a simple observation about scenery, not a conclusion from combining facts. Confidence is high.",4,1,Watching sunsets near oceans or cities is an ordinary experience for many people. Confidence is high.,4,This captures the common everyday opinion that ocean sunsets are more beautiful than city sunsets.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Hard mattresses are healthier for your back than soft ones.,0,"The claim is contested and cannot be conclusively proven correct or incorrect, as evidence varies. Confidence is high because it is widely debated.",4,1,"It concerns mattresses and spinal support, involving material firmness and body mechanics measurable by science. Confidence is moderate because health effects are debated.",3,1,"The sentence directly compares mattress firmness and back health, with no metaphor. Confidence is high.",4,0,"It expresses a belief about what mattress people should choose for health, a common convention. Confidence is high.",4,1,"It is a direct claim about mattresses and health, not a conclusion from multiple premises. Confidence is high.",4,1,Sleeping on mattresses of varying firmness is a routine everyday experience. Confidence is high.,4,Many people believe the common claim that firmer mattresses better support back health.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Handwritten letters feel more personal than emails.,0,Personalness is subjective and cannot be objectively proven for all recipients. Confidence is high.,4,1,"It concerns tangible physical media like paper and ink versus digital text, describable materially. Confidence is moderate because the core claim is about perceived feeling, which is subjective.",2,1,"The sentence plainly compares the personal feel of letters and emails, without figurative language. Confidence is high.",4,0,"It reflects a value about how meaningful communication should be conducted, a cultural belief. Confidence is high.",4,1,"It is a direct claim about how communication media feel, not a derived conclusion. Confidence is high.",4,1,Writing and receiving letters and emails are ordinary experiences for many people. Confidence is high.,4,People commonly believe handwritten letters carry more personal feeling than emails.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Crispy bacon tastes better than soggy bacon.,0,Which bacon tastes better is inherently subjective and cannot be objectively settled. Confidence is high.,4,1,"It concerns bacon's texture, a measurable physical property affected by cooking. Confidence is moderate because taste is subjective.",3,1,"The sentence plainly compares taste of crispy versus soggy bacon, with no metaphor. Confidence is high.",4,0,"It expresses a value about how bacon should be cooked and enjoyed, a common preference norm. Confidence is high.",4,1,"It is a direct claim about bacon taste, not a conclusion from combining facts. Confidence is high.",4,1,Eating bacon of varying crispness is a common ordinary experience. Confidence is high.,4,Most people share the everyday opinion that crispy bacon tastes better than soggy bacon.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Cats are nicer than dogs.,0,"Niceness is subjective and cannot be objectively proven, as it depends on preference. Confidence is high.",4,1,"It concerns animals and their observable behaviors, describable by biology, not social rules. Confidence is moderate because 'nicer' invokes subjective judgment.",3,1,"The sentence plainly states cats are nicer than dogs, without metaphor or hyperbole. Confidence is high.",4,0,"It expresses a value judgment about which pet people should find nicer, reflecting a preference norm. Confidence is high.",4,1,"It is a direct claim about animals, not a conclusion from combining multiple facts. Confidence is high.",4,1,Interacting with cats and dogs is a common ordinary experience for many people. Confidence is high.,4,"This is a classic everyday opinion statement about pet preferences, as shown in the task's own example.","['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Ice cream is more refreshing on a hot day than on a cold day.,0,Refreshment is subjective and cannot be objectively demonstrated for everyone. Confidence is high.,4,1,"It involves temperature and frozen food, physical phenomena measurable by science. Confidence is moderate because refreshment is perceptual.",3,1,"The sentence directly compares ice cream's refreshment across weather, without figurative language. Confidence is high.",4,0,"It conveys a belief about when ice cream should be enjoyed, a common cultural expectation. Confidence is moderate because it reads as a perception claim.",3,1,"It is a simple claim about refreshment, not a logical conclusion from combined facts. Confidence is high.",4,1,Eating ice cream in various weather is a common ordinary experience. Confidence is high.,4,People widely share the everyday belief that ice cream refreshes best on hot days.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Wooden floors are nicer underfoot than carpet in summer.,0,Which floor feels nicer is subjective and cannot be objectively proven. Confidence is high.,4,1,It concerns floor materials with measurable properties like heat retention. Confidence is moderate because niceness is perceptual.,3,1,"The sentence plainly compares how floors feel in summer, with no metaphor. Confidence is high.",4,0,"It reflects a value about preferred flooring in summer, a common consumer preference norm. Confidence is moderate because it is phrased as a knowledge claim. Confidence is somewhat moderate.",3,1,"It is a direct observation about flooring feel, not a derived conclusion. Confidence is high.",4,1,Walking on different floorings across seasons is a routine household experience. Confidence is high.,4,Many people believe wooden floors feel nicer than carpet during hot weather.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Fresh strawberries taste sweeter than frozen ones.,0,"Perceived sweetness varies by person, so the claim cannot be objectively settled. Confidence is moderate because sugar content could be measured, but perception is subjective. Confidence is somewhat moderate.",3,1,"It involves fruit and taste chemistry, like sugar content affected by freezing, measurable by science. Confidence is moderate because taste is subjective.",3,1,"The sentence directly compares sweetness of fresh versus frozen strawberries, without figurative language. Confidence is high.",4,0,"It reflects a belief about which strawberries should be preferred for taste, a common convention. Confidence is moderate because it reads as a knowledge claim.",3,1,"It is a straightforward claim about taste, not a conclusion from combining facts. Confidence is high.",4,1,Eating fresh and frozen strawberries is an ordinary experience for many people. Confidence is high.,4,People commonly hold that fresh strawberries taste sweeter than frozen strawberries.,"['opinion', 'physical', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
You should not run red lights.,1,"The legality of red-light rules is a fact established by traffic law, verifiable independently of opinion; I am somewhat confident because violations are objectively unlawful in most places.",3,0,The rule of stopping at red lights is a human convention invented by society; I am very confident it has no basis in physical law.,4,1,The sentence plainly refers to traffic signals; I am very confident it contains no metaphor or figurative language.,4,0,This expresses a norm about proper road behavior rather than an empirical fact; I am very confident because it prescribes what one should do.,4,1,"It states a known rule directly, without deriving it from other facts; I am very confident.",4,1,Drivers and pedestrians encounter red lights routinely; I am very confident this occurs in ordinary experience.,4,"Traffic rules are widely understood to protect people, making it common sense to follow them.","['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
It is impolite to burp loudly at a formal dinner.,1,Etiquette codes and widespread social practice make this correctness demonstrable against accepted manners; I am somewhat confident since etiquette standards are documented conventions.,3,0,Politeness norms are socially constructed rules; I am very confident they are of human origin.,4,1,The statement plainly refers to actual burping at dinner; I am very confident there is no figure of speech.,4,0,It describes a social etiquette standard about manners; I am very confident because it judges behavior as appropriate or not.,4,1,It directly states a known etiquette fact without logical derivation; I am very confident.,4,1,People routinely attend formal dinners; I am very confident this situation arises in everyday life.,4,Diners everywhere generally recognize that loud burping at formal meals is rude.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
You should thank someone who gives you a gift.,1,"Gratitude is an established social requirement across cultures, so compliance can be judged against norms; I am somewhat confident because cultural documentation makes it checkable.",3,0,Gift-giving etiquette is a human convention; I am very confident it has no natural or physical basis.,4,1,It plainly refers to thanking people; I am very confident it contains no figurative expression.,4,0,This prescribes proper social conduct; I am very confident because it states what one ought to do.,4,1,It states a direct piece of social knowledge without inferential steps; I am very confident.,4,1,Giving and receiving gifts occurs regularly in ordinary life; I am very confident.,4,It is universally understood that receiving a gift calls for a thank-you.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
A bank teller should not wear pajamas to work.,1,"Bank dress codes are documented institutional policies, making the expectation objectively verifiable; I am somewhat confident because professional standards are codified.",3,0,Workplace dress norms are socially constructed conventions; I am very confident they are of human origin.,4,1,It plainly refers to actual clothing in the workplace; I am very confident there is no metaphor.,4,0,It expresses a workplace dress-code expectation; I am very confident because it judges appropriate behavior.,4,1,"It is a direct observation about professional expectations, not a derived conclusion; I am very confident.",4,1,Bank visits and workplace attire are common experiences; I am very confident.,4,Most people know that certain jobs require appropriate attire.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
You should wait in line and not cut ahead of others.,1,"Line-cutting violates a recognized queueing convention, so the expectation can be judged against accepted practice; I am somewhat confident because the norm is widely documented.",3,0,Queueing rules are human social conventions; I am very confident they are not physical laws.,4,1,It plainly refers to standing in lines; I am very confident it contains no figures of speech.,4,0,It prescribes fair conduct in queues; I am very confident because it states an obligation.,4,1,It directly states a known queueing rule without logical derivation; I am very confident.,4,1,Waiting in lines is an everyday occurrence; I am very confident.,4,Queuing fairly is a basic rule nearly everyone understands and follows.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
You should apologize when you hurt someone accidentally.,1,"Apologizing after causing harm is an established social expectation, checkable against etiquette norms; I am somewhat confident because the norm is widely codified.",3,0,Apology conventions are socially constructed; I am very confident they are of human origin.,4,1,It plainly refers to actual apologies and injuries; I am very confident there is no figurative language.,4,0,It expresses a moral etiquette expectation about apologizing; I am very confident because it prescribes behavior.,4,1,It states a direct social expectation rather than an inference; I am very confident.,4,1,Accidental harms and apologies happen frequently in daily life; I am very confident.,4,"People generally agree that hurting someone, even unintentionally, calls for an apology.","['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
It is rude to talk loudly on your phone in a library.,1,"Library rules and etiquette codes treat loud phone use as improper, making this verifiable against norms; I am somewhat confident because library policies are documented.",3,0,Quiet rules in libraries are human conventions; I am very confident they are socially constructed.,4,1,It plainly refers to phone calls and libraries; I am very confident there is no metaphor.,4,0,It judges behavior as rude according to etiquette; I am very confident because it evaluates conduct.,4,1,It directly states a known etiquette expectation without inference; I am very confident.,4,1,Libraries and phone use are common in daily experience; I am very confident.,4,Nearly everyone knows libraries require quiet and phone calls disturb others.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Marriage ceremonies usually require a legal license to be official.,1,"Marriage license laws are objective legal facts, verifiable in any jurisdiction; I am very confident because statutes document the requirement.",4,0,Marriage and its legal rules are human social institutions; I am very confident they are not natural phenomena.,4,1,It plainly refers to licenses and ceremonies; I am very confident it contains no figurative language.,4,0,It describes an institutional requirement governing official marriage; I am very confident because it states a rule of proper procedure.,4,1,"It is a direct observation about marriage law, not a derived conclusion; I am very confident.",4,1,Marriage is a familiar life event many people encounter; I am very confident.,4,People commonly know that legal marriage requires paperwork and licensing.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
Voting in an election is a citizen's civic duty.,1,"Civic duty expectations are codified in laws and civics education, making the claim checkable; I am somewhat confident because the duty is a documented norm.",3,0,Voting and citizenship are social institutions of human origin; I am very confident they are not physical facts.,4,1,It plainly refers to voting and elections; I am very confident there is no figure of speech.,4,0,It expresses a value about civic responsibility; I am very confident because it prescribes what citizens should do.,4,1,It directly states a civic expectation without inferential reasoning; I am very confident.,4,1,Elections occur regularly in everyday civic life; I am very confident.,4,People widely understand that participating in elections is an expected responsibility of citizenship.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
A restaurant server should not ignore customers for long periods.,1,"Service industry standards treat neglect of customers as improper, making this verifiable against professional norms; I am somewhat confident because service standards are documented.",3,0,Service etiquette is a socially constructed norm; I am very confident it is of human origin.,4,1,It plainly refers to servers and customers; I am very confident there is no metaphor.,4,0,It states a workplace conduct expectation; I am very confident because it judges appropriate service behavior.,4,1,It is a direct statement about service expectations without logical derivation; I am very confident.,4,1,Dining out is a common experience; I am very confident this occurs in everyday life.,4,Diners generally expect servers to be attentive and available.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
You should remove your shoes before entering a Japanese home.,1,"This custom is an objectively documented Japanese convention, so it can be verified independently; I am very confident because ethnographic sources confirm it.",4,0,The shoes-off custom is a human cultural convention; I am very confident it is socially constructed.,4,1,It plainly refers to shoes and homes; I am very confident it contains no figurative language.,4,0,It states a cultural etiquette rule about entering homes; I am very confident because it prescribes proper conduct.,4,1,It directly states a known cultural practice without inference; I am very confident.,4,1,Visiting homes is an everyday activity; I am very confident this situation arises commonly.,4,Many people know that Japanese households require removing shoes indoors.,"['fact', 'social', 'literal language', 'normative', 'knowledge', 'everyday']",z-ai/glm-5.3
