statementId,statement,statementSource,fact,physical,literal language,positive,knowledge,everyday
9252,Deserts typically have arid climates with very little precipitation.,GPT,1,1,1,1,1,1
9253,Diet and exercise impact health and well-being.,GPT,1,1,1,1,1,1
9254,Diet is the ship steering through the fog of temptation.,GPT,0,1,1,0,1,0
9255,Dietary habits affect physical health and energy levels.,GPT,1,1,1,1,1,1
9256,Differentiation finds the rate of change of a quantity.,GPT,1,1,1,1,1,1
9257,"Digestion is the alchemy, transforming food into life's sustaining fuel.",GPT,1,1,1,1,1,1
9258,Digital communication alters traditional social interaction and cultural constructs.,GPT,1,1,1,0,1,1
9259,Digital interfaces bridge human experiences with technological advancements.,GPT,1,1,1,0,1,1
9260,Diplomacy is the art of weaving peace from threads of discord.,GPT,0,0,0,0,1,0
9261,Direct statements convey clear and precise meanings.,GPT,0,0,1,0,1,1
9262,Drinking water helps maintain proper hydration levels.,GPT,1,1,1,1,1,1
9263,"Drones are the eyes in the sky, surveying the world with ease.",GPT,1,1,1,1,1,0
9264,E=mc^2 describes how mass and energy are interchangeable.,GPT,1,1,1,1,1,1
9265,Earth's poles experience extreme cold and long periods without sunlight.,GPT,1,1,1,1,1,1
9266,Earthquakes occur along fault lines due to tectonic plate movements.,GPT,1,1,1,1,1,1
9267,"Economic laws work unbidden, like wind shaping the contours of supply and demand.",GPT,0,1,1,0,1,0
9268,"Economics is society’s dynamic equation, with laws independent of individual preferences.",GPT,0,0,1,0,1,0
9269,"Economics is society’s invisible hand, shaping human interaction and commerce.",GPT,0,0,1,0,1,0
9270,Economies fluctuate based on supply and demand dynamics.,GPT,1,1,1,0,1,1
9271,Ecosystems sustain life through diverse biological interactions among organisms.,GPT,1,1,1,1,1,1
9272,Education enhances knowledge and cognitive skills.,GPT,1,0,1,0,1,1
9273,"Electricity flows from high to low potential, following Ohm's law.",GPT,1,1,1,1,1,1
9274,"Electricity flows through conductive materials, powering devices.",GPT,1,1,1,1,1,1
9275,"Electricity hums invisibly, powering the buzzing hive of human activity.",GPT,0,1,1,0,1,1
9276,"Electricity hums invisibly, powering the machinery of modern civilization.",GPT,0,1,1,0,1,1
9277,"Electricity powers homes and businesses, enabling modern conveniences.",GPT,1,1,1,0,1,1
9278,Electricity powers household appliances and devices.,GPT,1,1,1,1,1,1
9279,"Emotions color our world, though logic holds the brush.",GPT,0,0,1,0,1,0
9280,Emotions paint reality's canvas with colors of subjective truth.,GPT,0,0,1,0,1,0
9281,"Empathy is humanity's bridge, spanning the chasm between logic and emotion.",GPT,0,0,1,0,1,0
9282,Empathy is the currency of meaningful human connections.,GPT,0,0,1,0,1,0
9283,Empirical evidence demonstrates scientific laws governing nature.,GPT,1,1,1,1,1,1
9284,"Endorphins are nature’s euphoria, elevating mood after physical exertion’s symphony.",GPT,0,1,1,0,1,1
9285,Energy cannot be created or destroyed; it transforms.,GPT,1,1,1,1,1,0
9286,"Energy flows in nature’s constant dance, an eternal exchange.",GPT,0,1,1,1,1,1
9287,Energy flows like rivers merging into the sea of existence.,GPT,0,1,1,1,1,0
9288,"Energy's journey is a never-ending saga, written in thermodynamic laws.",GPT,0,1,1,1,1,0
9289,"Engineers are architects of reality, transforming dreams into tangible forms.",GPT,0,1,1,0,1,0
9290,Entropy erases order with time's invisible hand on life's chalkboard.,GPT,0,1,1,1,1,0
9291,Entropy in a closed system tends to increase over time.,GPT,1,1,1,1,1,1
9292,"Entropy is nature’s arrow, pointing towards chaos and disorder.",GPT,1,1,1,1,1,0
9293,"Entropy is the universe's clock, ticking towards equilibrium.",GPT,1,1,1,1,1,0
9294,Environmental impact assessments often mirror subjective societal values.,GPT,0,0,1,0,1,1
9295,Equations are the poetry of the universe's intricate symphony.,GPT,0,1,1,1,1,0
9296,"Erosion shapes landscapes, altering geographical features over time.",GPT,1,1,1,1,1,1
9297,"Every equation is a poem, beautifully distilling complexity into elegant simplicity.",GPT,0,1,1,0,1,0
9298,Every raindrop navigates the sky with unseen precision.,GPT,1,1,1,1,1,0
9299,Evolution dances to nature's intricate and relentless choreography.,GPT,0,1,1,0,1,0
9300,Evolution explains the diversity of life on Earth.,GPT,1,1,1,1,1,1
9301,Evolution paints time's canvas with life's vibrant brushstrokes.,GPT,0,1,1,0,1,0
9302,"Exercise gives the body wings, a hyperbole of newfound freedom.",GPT,0,1,1,0,1,0
9303,Exercise improves cardiovascular health and boosts mood.,GPT,1,1,1,1,1,1
9304,Exercise is the engine driving the car of vitality.,GPT,0,1,1,1,1,0
9305,Exercise is the golden key unlocking wellness's timeless treasure.,GPT,0,1,1,0,1,1
9306,Facts are the stepping stones crossing the river of illusion.,GPT,0,0,1,0,1,0
9307,Faith can illuminate paths no scientist's lamp has found.,GPT,0,0,1,0,1,0
9308,Faith can pivot the axis of human behavior dramatically.,GPT,0,0,1,0,1,0
9309,Faith in religious principles may not be empirically demonstrable.,GPT,0,0,1,0,1,0
9310,Faith is correlated with increased longevity similar to social support's effects.,GPT,1,0,1,0,1,1
9311,Faith provides comfort and meaning in times of uncertainty.,GPT,0,0,1,0,1,0
9312,"Faith, like gravity, can anchor one’s life amidst chaos.",GPT,0,0,1,0,1,0
9313,Faiths across cultures form the latticework intertwining human experiences and cosmic laws.,GPT,0,0,1,0,1,0
9314,Fiber is the broom sweeping the digestive tract's winding hallway.,GPT,1,1,1,1,1,0
9315,"Fiber sweeps the cellular garden, ensuring paths of well-being are clear.",GPT,1,1,1,0,1,0
9316,Film and cinema explore cultural themes and human experiences.,GPT,0,0,1,0,1,1
9317,"Fitness is the currency, paying dividends in enhanced quality of life.",GPT,0,1,1,0,1,1
9318,"Fitness is the mountain, challenging, yet conquerable over time.",GPT,0,1,1,0,1,0
9319,Flexibility exercises improve joint range of motion.,GPT,1,1,1,1,1,1
9320,"Flexibility is the bamboo in the wind, bending without breaking.",GPT,1,1,1,1,1,0
9321,Flossing teeth helps prevent gum disease and tooth decay.,GPT,1,1,1,1,1,1
9322,Force is calculated by multiplying mass and acceleration; F=ma.,GPT,1,1,1,1,1,1
9323,"Forests are Earth's lungs, inhaling carbon and exhaling life.",GPT,1,1,1,1,1,1
9324,Friction is a force resisting the motion of objects.,GPT,1,1,1,1,1,0
9325,"Friction is the hidden actor, quietly influencing motion’s stage.",GPT,0,1,1,1,1,0
9326,General references provide context or background information universally understood.,GPT,1,0,1,0,1,1
9327,Genes carry hereditary information from parents to offspring.,GPT,1,1,1,1,1,1
9328,Genetic codes are the cryptic blueprints scripting nature’s grand narrative.,GPT,0,1,1,0,1,0
9329,Genetic codes are the universe's whisperings captured in molecular script.,GPT,0,1,1,1,1,0
9330,"Genetic engineering rewrites the storybook of life, one gene at a time.",GPT,0,1,1,1,1,0
9331,Genetic information in DNA determines hereditary traits.,GPT,1,1,1,1,1,1
9332,Genetic information is encoded in DNA molecules.,GPT,1,1,1,1,1,1
9333,"Genetic inheritance follows Mendel's laws, predicting offspring trait distributions.",GPT,1,1,1,1,1,1
9334,Genetic mutations can result in evolutionary adaptations or defects.,GPT,1,1,1,1,1,1
9335,Genetic variance writes the unique poetry of human existence.,GPT,0,1,1,1,1,0
9336,Geographical boundaries are humanity's lines in nature's sands.,GPT,0,1,1,1,1,0
9337,Geographical boundaries often define cultural identities.,GPT,1,1,1,0,1,0
9338,Geographical features impact climate and human activity.,GPT,1,1,1,1,1,1
9339,Geographical patterns influence cultural practices and settlement locations.,GPT,1,1,1,0,1,1
9340,Geometric theorems illustrate relationships between shapes using logical principles.,GPT,1,1,1,1,1,1
9341,"Geometry analyzes shapes, sizes, and dimensions of figures in space.",GPT,1,1,1,1,1,1
9342,Geometry is the silent designer of nature's elegant structures.,GPT,0,1,1,1,1,0
9343,"Geometry sketches infinity with a single, graceful theorem.",GPT,1,1,1,1,1,0
9344,"Geometry studies the properties and relations of points, lines, and shapes.",GPT,1,1,1,1,1,0
9345,"Glaciers are large masses of moving ice, found in polar regions.",GPT,1,1,1,1,1,1
9346,Glaciers carve out U-shaped valleys as they move.,GPT,1,1,1,1,1,1
9347,Good posture is the silent guardian of physical harmony.,GPT,0,1,1,0,1,1
9348,Gravity consistently affects the movement of all physical bodies.,GPT,1,1,1,1,1,1
9349,Gravity influences every object on Earth uniformly.,GPT,1,1,1,1,1,1
9350,Gravity is the invisible thread stitching the fabric of reality.,GPT,1,1,1,1,1,0
9351,"Gravity is the orchestra conductor, ensuring celestial bodies don’t miss a beat.",GPT,1,1,1,1,1,1
9352,Gravity is the silent hand guiding every falling leaf.,GPT,0,1,1,1,1,0
9353,"Gravity is the universe's invisible conductor, orchestrating celestial symphonies.",GPT,1,1,1,1,1,0
9354,Gravity keeps us grounded on Earth and affects how we move.,GPT,1,1,1,1,1,1
9355,Gravity never takes a day off; it holds the world together.,GPT,0,1,1,1,1,0
9356,Gravity pulls all objects towards the Earth's center.,GPT,1,1,1,1,1,1
9357,Gravity's pull is the silent conductor orchestrating life's dance.,GPT,0,1,1,1,1,0
9358,Healthy eating habits contribute to longevity and vitality.,GPT,1,1,1,1,1,1
9359,"Healthy eating is the secret potion, nourishing the body's inner garden.",GPT,0,1,1,1,1,1
9360,Hearts often sing songs that logic cannot compose.,GPT,0,0,0,0,1,0
9361,Heat is a form of energy transfer between systems.,GPT,1,1,1,1,1,1
9362,"Heat is the dance of molecules, invisible yet undeniable.",GPT,1,1,1,1,1,1
9363,Heaven's promises can be a lighthouse in earthly darkness.,GPT,0,0,1,0,1,0
9364,Hierarchies are the scaffolding upon which societies build stability and structure.,GPT,0,0,1,0,1,0
9365,High fiber intake promotes digestive health and regularity.,GPT,1,1,1,1,1,1
9366,Historical events create a tapestry of interconnected human actions.,GPT,0,0,1,0,1,0
9367,Historical events shape future societal and political outcomes.,GPT,1,0,1,0,1,0
9368,Historical events weave the fabric of societal progress and regression.,GPT,0,0,1,0,1,0
9369,Historical narratives blend facts with cultural interpretations.,GPT,0,0,1,0,1,0
9370,History can be colored by personal and cultural views.,GPT,0,0,1,0,1,0
9371,History is a tapestry woven with threads of chaos and order.,GPT,0,0,1,0,1,0
9372,"History is a teacher, but memory is often a forgetful student.",GPT,0,0,0,0,1,0
9373,"History is the earth's diary, filled with triumphs and tragedies.",GPT,0,0,1,0,1,0
9374,Honesty often strengthens trust in relationships.,GPT,0,0,1,0,0,0
9375,Hope floats; it’s the buoy in life’s turbulent seas.,GPT,0,0,1,0,1,0
9376,"Human societies evolve, shedding outdated norms as behaviors change.",GPT,0,0,1,0,0,1
9377,"Humans are social animals, thriving in the web of collective consciousness.",GPT,0,0,1,0,1,0
9378,Humans require oxygen to breathe and sustain life.,GPT,1,1,1,1,1,1
9379,Hydration is essential for optimal bodily functions.,GPT,1,1,1,1,1,1
9380,Hydration is the oil that lubricates life's bodily engines.,GPT,1,1,1,1,1,1
9381,Hydration is the river sustaining the desert of exertion.,GPT,1,1,1,1,1,0
9382,"Hydration is the secret river, fueling life's vibrant quest.",GPT,0,1,1,1,1,1
9383,Hydrological cycles distribute water through Earth's ecosystems.,GPT,1,1,1,1,1,1
9384,Hypotheses in history are the scientist's needles stitching patterns in time’s fabric.,GPT,0,1,1,0,1,0
9385,Ideologies are the mosaics pieced together from humanity’s scattered dreams.,GPT,0,0,1,0,1,0
9386,Individual preferences can clash with societal expectations.,GPT,0,0,1,0,1,1
9387,Infinity is a mathematical concept that teases the limits of comprehension.,GPT,1,1,1,0,1,0
9388,"Infinity is the abyss, inviting philosophers to ponder its depths endlessly.",GPT,0,1,1,0,1,0
9389,Infinity is the enigmatic horizon mathematicians endlessly chase.,GPT,0,1,1,1,1,0
9390,Information technology redefines personal privacy and shared cultural norms.,GPT,0,0,1,0,1,0
9391,"Island paradises are Earth's secret gardens, where dreams mingle with reality.",GPT,0,1,1,0,1,0
9392,"Islands are Earth's lonely sentinels, standing guard over endless oceans.",GPT,0,1,1,1,1,1
9393,Judgment is the lens shading how society views its own reflection.,GPT,0,0,1,0,1,0
9394,Judgments about intelligence often involve subjective criteria.,GPT,0,0,1,0,1,0
9395,Judgments reflect personal values and societal standards.,GPT,0,0,1,0,1,0
9396,"Justice is the compass, though its needle swings in subjective winds.",GPT,0,0,0,0,1,0
9397,Kindness is the unseen thread weaving humanity together.,GPT,0,0,1,0,1,0
9398,Language conveys thoughts and ideas in human interactions.,GPT,0,0,1,0,1,1
9399,Language facilitates communication and understanding among people.,GPT,1,0,1,0,1,1
9400,Language is the glue binding the bricks of human interaction and understanding.,GPT,0,1,1,0,1,0
9401,Laws of physics describe motion and energy interactions.,GPT,1,1,1,1,1,1
9402,"Laws of physics dictate the universe's symphony, from atoms to galaxies.",GPT,1,1,1,1,1,0
9403,"Life is a river flowing, guided by nature's unseen hand.",GPT,0,1,1,0,1,0
9404,"Light travels at a cosmic speed limit, illuminating human curiosity.",GPT,0,1,1,0,1,0
9405,"Light travels at a speed of 299,792 kilometers per second.",GPT,1,1,1,1,1,1
9406,Lighting conditions affect visibility and can influence mood.,GPT,1,1,1,0,1,1
9407,"Like gravity, belief pulls us to deeper understandings and connections.",GPT,0,0,1,0,1,0
9408,Limiting sugar intake can prevent weight gain and diabetes.,GPT,1,1,1,1,1,1
9409,Literal language conveys straightforward meaning without ambiguity.,GPT,0,0,1,0,1,1
9410,Logic assembles the jigsaw puzzle of reason to reveal truth.,GPT,0,0,1,0,1,0
9411,Logic helps derive conclusions through reasoned analysis.,GPT,0,0,1,0,1,0
9412,Logic helps organize thoughts and analyze situations objectively.,GPT,0,0,1,0,1,0
9413,Logic is the heartbeat of mathematical structures and proofs.,GPT,1,0,1,0,1,0
9414,Logic is the lighthouse in the stormy sea of confusion.,GPT,0,0,1,0,1,0
9415,Logic is the map charting the vast seas of knowledge.,GPT,0,0,1,0,1,0
9416,Logic is the staircase ascending to the summit of understanding.,GPT,0,0,1,0,1,0
9417,"Logic paves the way towards understanding, beyond personal viewpoints.",GPT,0,0,1,0,1,0
9418,Logical conclusions are the architects designing the scaffolding of truth.,GPT,0,0,1,0,1,0
9419,"Longitude lines run vertically, connecting the North and South Poles.",GPT,1,1,1,1,1,1
9420,Longitude measures how far a point is east or west of the Prime Meridian.,GPT,1,1,1,1,1,1
9421,Love is the glue binding humanity’s fractured hearts together.,GPT,0,0,1,0,1,0
9422,"Lungs are the bellows, fueling the fire of metabolic processes.",GPT,1,1,1,1,1,1
9423,"Magnetic fields influence charged particles, creating observable forces in nature.",GPT,1,1,1,1,1,1
9424,"Magnetism attracts and repels, an unseen force shaping reality's boundaries.",GPT,1,1,1,1,1,0
9425,Magnetism attracts metals like iron towards magnets.,GPT,1,1,1,1,1,1
9426,Magnetism causes attraction and repulsion between magnetic materials.,GPT,1,1,1,1,1,1
9427,Magnetism is the invisible dance attracting iron particles in mysterious patterns.,GPT,1,1,1,1,1,1
9428,Many find solace in religious practices amid life's uncertainties.,GPT,0,0,1,0,1,0
9429,Many people find purpose through their religious faith.,GPT,0,0,1,0,1,0
9430,Math is the silent navigator charting the path to discovery.,GPT,0,1,1,0,1,0
9431,Mathematical constants express defined magnitudes within equations.,GPT,1,1,1,1,1,1
9432,"Mathematical models provide frameworks, not facts, shaping subjective interpretations.",GPT,1,0,1,0,1,0
9433,"Mathematical proofs are the fortress walls, guarding the castle of truth.",GPT,0,0,1,0,1,0
9434,Mathematical theorems reveal truths beyond individual experience.,GPT,0,0,1,0,1,0
9435,"Mathematics deciphers the universe's secret code, unlocking endless mysteries.",GPT,1,1,1,0,1,0
9436,"Mathematics decodes the universe's cryptic messages, revealing hidden patterns.",GPT,1,1,1,0,1,1
9437,Mathematics describes relationships between numbers through logical expressions.,GPT,1,1,1,1,1,0
9438,Mathematics is the architect of reality's unseen foundations.,GPT,0,1,1,0,1,0
9439,Mathematics is the compass revealing hidden truths within cosmic labyrinths.,GPT,0,1,1,0,1,0
9440,Mathematics is the lens clarifying the chaos of the cosmic puzzle.,GPT,0,1,1,0,1,0
9441,Mathematics is used daily for calculating budgets and expenses.,GPT,1,1,1,0,1,1
9442,Mathematics provides a framework for understanding logical structures.,GPT,1,1,1,1,1,0
9443,Mathematics provides tools for solving real-world problems.,GPT,1,1,1,0,1,1
9444,Mathematics reveals patterns and structures in the natural world.,GPT,1,1,1,1,1,0
9445,Mathematics solves quadratic equations using the quadratic formula.,GPT,1,1,1,1,1,1
9446,"Mathematics unveils patterns beyond our sensory grasp, like hidden stars at dawn.",GPT,1,1,1,0,1,0
9447,"Mathematics unveils universal truths, transcending individual experiences.",GPT,0,0,1,0,1,0
9448,Mathematics whispers truths beyond the reach of human tongues.,GPT,0,1,1,0,1,0
9449,"Mathematics whispers universal truths, translating existence's hidden grammar into comprehension.",GPT,0,1,1,0,1,0
9450,Mathematics: the philosopher's chisel sculpting the marble of cosmic order.,GPT,0,1,1,0,1,0
9451,Matrix multiplication follows specific arithmetic rules.,GPT,1,1,1,1,1,1
9452,"Matter is composed of atoms, each consisting of protons, neutrons, and electrons.",GPT,1,1,1,1,1,1
9453,Matter's state changes depend on temperature and pressure conditions.,GPT,1,1,1,1,1,1
9454,Meditative practices compare positively to neural rhythms observed during rest.,GPT,1,1,1,0,1,1
9455,"Memory is the scrapbook of the mind, preserving snapshots of our past.",GPT,0,0,1,0,1,0
9456,"Metabolism is the fire burning within, fueling life's every action.",GPT,1,1,1,1,1,0
9457,Mindful eating practices promote healthier relationships with food.,GPT,1,1,1,0,1,1
9458,Mindfulness increases self-awareness and reduces stress levels.,GPT,1,0,1,0,1,1
9459,"Minds dance in the ballroom of thought, choreographed by reason.",GPT,0,0,1,0,1,0
9460,Moderate caffeine intake can enhance physical endurance temporarily.,GPT,1,1,1,1,1,1
9461,Moderation is the gentle sunlight nurturing the garden of well-being.,GPT,0,1,1,0,1,0
9462,Monsoons bring seasonal heavy rains to regions like South Asia.,GPT,1,1,1,1,1,1
9463,Motion is life's unceasing dialogue with the fabric of space-time.,GPT,0,1,1,1,1,0
9464,Mount Everest is the highest mountain peak globally.,GPT,1,1,1,1,1,1
9465,"Mountains are Earth's ancient storytellers, whispering tales of eons past.",GPT,0,1,1,0,1,0
9466,"Mountains are nature's steadfast sentinels, watching over human endeavors.",GPT,0,1,1,0,1,0
9467,"Mountaintops echo eternity, whispering the secrets of ancient stones.",GPT,0,1,1,0,1,0
9468,Mountaintops offer panoramic views of surrounding landscapes and regions.,GPT,1,1,1,1,1,1
9469,"Muscles are nature's levers, powering the machinery of daily movement.",GPT,1,1,1,1,1,1
9470,"Muscles strengthen through resistance, like iron sharpening steel's edge.",GPT,1,1,1,1,1,1
9471,Museum exhibits reflect cultural history and artistic evolution.,GPT,0,0,1,0,1,1
9472,Music evokes emotions and connects across cultural boundaries.,GPT,0,0,1,0,1,1
9473,"Music evokes emotions, resonating differently with individuals.",GPT,0,0,1,0,1,1
9474,"Music is the heart's language, a universal melody sung across cultures.",GPT,0,0,1,0,1,0
9475,Music is the heartbeat synchronizing the rhythm of global cultures.,GPT,0,1,1,0,1,0
9476,"Nanotechnology is the wizard’s wand, building vast worlds from minuscule particles.",GPT,0,1,1,1,1,0
9477,Nasal breathing during prayer affects physiology akin to controlled breathing's effects.,GPT,1,1,1,1,1,1
9478,Natural selection sculpts life's diversity with meticulous precision.,GPT,0,1,1,1,1,0
9479,"Nature follows its own script, often unknowable and infinite.",GPT,0,0,1,0,1,0
9480,Newton's second law states force equals mass times acceleration.,GPT,1,1,1,1,1,1
9481,Newton's third law: every action has an equal and opposite reaction.,GPT,1,0,1,0,1,0
9482,Norms are the choreography directing the dance of communal life.,GPT,0,0,1,0,1,0
9483,Numbers analyze quantities as fundamental elements of computation.,GPT,1,1,1,1,1,1
9484,Numbers and operations form the base of arithmetic principles.,GPT,1,1,1,0,1,1
9485,Numbers are the keys unlocking the universe’s hidden symphony.,GPT,0,1,1,0,1,1
9486,Numbers map the uncharted wilderness of human reason's realm.,GPT,0,0,1,0,1,0
9487,Numbers pitch an invisible symphony in the theater of nature.,GPT,0,1,1,0,1,1
9488,"Numbers tell tales timelessly, independent of who’s turning the page.",GPT,0,1,1,0,1,0
9489,Numbers weave patterns into the fabric of mathematical reality.,GPT,1,1,1,1,1,0
9490,Nutrition is the compass guiding life's journey toward wellness.,GPT,0,1,1,0,1,1
9491,Nutrition is the kaleidoscope coloring health’s evolving landscape.,GPT,0,1,1,0,1,1
9492,"Nutritional advice often reflects societal views, not definitive truths.",GPT,0,0,1,0,1,1
9493,Objects in motion stay in motion unless acted upon by force.,GPT,1,1,1,1,0,0
9494,Observation reveals patterns in everyday life activities.,GPT,1,1,1,0,1,1
9495,Observed phenomena can be subjectively interpreted or empirically measured.,GPT,1,1,1,1,1,1
9496,"Oceans are Earth's eternal mirror, reflecting the sky's boundless dreams.",GPT,0,1,1,1,1,0
9497,"Oceans are the planet's lungs, breathing life into coastal horizons.",GPT,0,1,1,1,1,1
9498,"Omega-3s are the body’s lubricant, vital as oil in machinery.",GPT,1,1,1,1,1,1
9499,Opinions are subjective and vary among individuals.,GPT,0,0,1,0,1,0
9500,Opinions are the castles built on the shifting sands of thought.,GPT,0,0,1,0,1,0
9501,"Opinions are the fog clouding judgment, revealing distinct individual truths.",GPT,0,0,1,0,1,0
9502,Opinions are the kaleidoscope lenses tinting reality with personal hues.,GPT,0,1,1,0,1,0
9503,Opinions are the shimmering mirage; reality's oasis often lies beyond sight.,GPT,0,0,1,0,1,0
9504,"Opinions are the weather; they change, yet shape life's everyday climate.",GPT,0,1,1,0,1,0
9505,"Opinions are the wind, sometimes a gentle breeze, sometimes a storm.",GPT,0,1,1,0,1,0
9506,Opinions cannot be demonstrated as objectively true or false.,GPT,0,0,1,0,1,0
9507,Opinions differ based on personal experiences and biases.,GPT,0,0,1,0,1,0
9508,Opinions on art are subjective and culturally influenced.,GPT,0,0,1,0,1,1
9509,"Opinions reflect personal beliefs, not objectively provable truths.",GPT,0,0,1,0,1,0
9510,Past events are echoes influencing today's shared reality.,GPT,0,0,1,0,1,0
9511,"Past events are echoes, resonating through the corridors of time.",GPT,0,1,1,0,1,0
9512,Patience is the conductor orchestrating health's symphony in steady tempo.,GPT,0,1,1,0,0,0
9513,"Patience is the gardener, cultivating the seeds of fitness.",GPT,0,0,1,0,0,0
9514,Patience is the secret ingredient in the recipe of health.,GPT,0,0,1,0,1,0
9515,Peer pressure can influence decision-making and behaviors.,GPT,0,0,1,0,0,1
9516,Peer support can enhance motivation and goal achievement.,GPT,0,0,1,0,0,1
9517,"People need food, water, and shelter to survive.",GPT,1,1,1,1,1,1
9518,People value honesty in personal and professional relationships.,GPT,0,0,1,0,1,1
9519,"Perception colors reality, blending personal biases with objective facts.",GPT,0,0,1,0,1,0
9520,"Perception is a prism, refracting individual realities from a singular light.",GPT,0,1,1,0,1,0
9521,Perception is the sieve filtering reality through personal biases.,GPT,0,0,1,0,1,0
9522,Perceptions are the kaleidoscope through which belief refracts reality.,GPT,0,0,1,0,1,0
9523,Perceptions color how people view and react to the world.,GPT,0,0,1,0,1,0
9524,"Perceptions paint reality’s fitness journey, blending effort with imagined outcomes.",GPT,0,1,1,0,0,0
9525,Personal preferences guide choices in everyday life.,GPT,0,0,1,0,1,1
9526,Perspectives are the prisms refracting the light of human experience.,GPT,0,1,1,0,1,0
9527,Philosophical reflections offer deeper meaning to daily experiences.,GPT,0,0,1,0,1,0
9528,Philosophy explores existential questions using reasoned arguments.,GPT,0,0,1,0,1,0
9529,Philosophy explores life's questions through reasoned thought.,GPT,0,0,1,0,1,0
9530,Philosophy is the telescope revealing distant truths beyond individual horizons.,GPT,0,1,1,0,1,0
9531,"Philosophy navigates life's complexities, offering maps in uncharted waters.",GPT,0,0,1,0,1,0
9532,Photosynthesis converts sunlight into glucose and oxygen.,GPT,1,1,1,1,1,1
9533,Photosynthesis in plants produces oxygen as a byproduct.,GPT,1,1,1,1,1,1
9534,"Photosynthesis is nature's alchemy, turning light into life's breath.",GPT,1,1,1,1,1,1
9535,Photosynthesis is the green engine powering Earth’s vibrant tapestry of life.,GPT,1,1,1,1,1,1
9536,Photosynthesis transforms sunlight into life's enduring banquet.,GPT,1,1,1,1,1,1
9537,"Physical laws govern the universe consistently, providing measurable predictions.",GPT,1,1,1,1,1,1
9538,Physics explains natural phenomena with consistent principles.,GPT,1,1,1,1,1,1
9539,"Physics is the universe's clockwork, ticking in harmony with cosmic rhythms.",GPT,1,1,1,1,1,0
9540,Physics principles are foundational to engineering and technological advancements.,GPT,1,1,1,1,1,0
9541,"Plains are Earth’s fertile canvases, painted with crops and wandering herds.",GPT,0,1,1,1,1,0
9542,"Plants breathe sunlight, weaving energy into the fabric of existence.",GPT,1,1,1,1,1,1
9543,Plants convert sunlight into energy through photosynthesis.,GPT,1,1,1,1,1,1
9544,"Plants need sunlight, water, and nutrients to grow.",GPT,1,1,1,1,1,1
9545,Politics is the theater where power and ambition often play their parts.,GPT,0,0,1,0,1,0
9546,"Prayer alters stress responses, resembling meditation's impact on the brain.",GPT,1,0,1,0,1,1
9547,Prayer can reduce stress and promote a sense of calm.,GPT,1,0,1,0,1,1
9548,Prayer in religious practice often seeks divine guidance or comfort.,GPT,0,0,1,0,1,0
9549,Prayer is the bridge between doubt and divine assurance.,GPT,0,0,1,0,1,0
9550,"Preferences are life's spice, enhancing the flavor of individual experience.",GPT,0,0,1,0,0,0
9551,Preferences determine lifestyle choices and habits.,GPT,1,0,1,0,0,1
9552,"Preferences shape life's symphony, each note a reflection of personal canvas.",GPT,0,0,1,0,0,0
9553,"Prejudice reflects societal biases, not empirical realities.",GPT,0,0,1,0,0,0
9554,Prejudices are the shadows lurking in the corridors of societal progress.,GPT,0,0,1,0,1,0
9555,Probability assesses the likelihood of events occurring.,GPT,1,1,1,1,1,1
9556,Probability dances with fate in the casino of life.,GPT,0,0,1,0,1,0
9557,Probability is the crystal ball predicting the patterns hidden in chaos.,GPT,0,1,1,0,1,0
9558,Probability is the dice roll of the universe's grand game.,GPT,0,1,1,0,1,0
9559,Probability measures event likelihoods within a defined sample space.,GPT,1,1,1,1,1,1
9560,"Probability tosses life's dice, weaving patterns from uncertainty's tangled threads.",GPT,0,1,1,0,0,0
9561,Proper hygiene helps reduce the spread of infectious diseases.,GPT,1,1,1,0,1,1
9562,Proper nutrition fuels workouts and aids recovery.,GPT,1,1,1,0,1,1
9563,Proper posture decreases back pain and improves overall alignment.,GPT,1,1,1,0,1,1
9564,Public art installations stimulate cultural discourse and community engagement.,GPT,0,0,1,0,1,1
9565,Quality sleep rejuvenates the body and mind.,GPT,1,1,1,0,1,1
9566,Quantum computing promises transformative advances in information processing capabilities.,GPT,1,1,1,0,1,1
9567,Quantum entanglement weaves particles into an inseparable cosmic tapestry.,GPT,1,1,1,1,1,1
9568,"Quantum mechanics dances with chaos, revealing patterns beneath reality's calm facade.",GPT,0,1,1,0,1,0
9569,"Quantum mechanics is the unruly child, defying classic expectations.",GPT,0,0,1,0,1,0
9570,Quantum mechanics weaves reality with threads of probability and uncertainty.,GPT,1,1,1,0,1,0
9571,"Rainforests are nature's green cathedrals, sheltering Earth's ancient secrets.",GPT,0,1,1,1,1,1
9572,Rainforests like the Amazon are often rich in biodiversity and have dense canopies.,GPT,1,1,1,1,1,1
9573,Rational numbers are expressed as fractions of integers.,GPT,1,1,1,1,1,1
9574,Reality's truth is often a mosaic pieced together from subjective shards.,GPT,0,0,1,0,1,0
9575,Reason sketches blueprints where reality’s possibilities unfold.,GPT,0,1,1,0,0,0
9576,"Recovery is the gentle whisper, mending muscles after a battle well fought.",GPT,0,1,0,0,0,0
9577,Recycling reduces waste and conserves natural resources.,GPT,1,1,1,1,1,1
9578,Reduced screen time encourages more active and healthy lifestyles.,GPT,1,1,1,0,1,1
9579,Regular check-ups aid in early detection of health issues.,GPT,1,1,1,1,1,1
9580,"Regular exercise is the elixir of youth, defying time's relentless march.",GPT,0,1,1,0,1,0
