statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Drivers should not operate a vehicle after drinking alcohol.,1,Alcohol's impairment of reaction time and crash risk is measurable; moderately confident because of the normative framing.,3,1,"It rests on alcohol's neurological effects, a biological matter, though laws also exist; somewhat confident.",3,1,No figurative content; very confident.,4,0,It states what drivers ought to do; fairly confident.,3,1,"A known safety fact, not a derivation; very confident.",4,0,Crash risk statistics require population data rather than personal experience; fairly confident.,3,Almost everyone knows drunk driving is dangerous.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
People should avoid smoking because it causes lung cancer.,1,The causal link is epidemiologically demonstrable; moderately confident despite the 'should'.,3,1,It concerns carcinogens and cell biology; fairly confident.,3,1,Plain language with no metaphor; very confident.,4,0,"It prescribes avoiding smoking, a health norm; fairly confident.",3,1,"It states an accepted fact rather than deriving one; very confident, though the 'because' hints at explanation.",3,0,"The causal link is only knowable through large studies, not individual experience; very confident.",4,The link between smoking and cancer is widely accepted knowledge.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Raw chicken should be cooked thoroughly before it is eaten.,1,Heat killing salmonella is demonstrable; moderately confident given the prescriptive phrasing.,3,1,"It concerns bacteria and heat, biological facts; fairly confident.",3,1,Literal and plain; very confident.,4,0,'Should be cooked' prescribes a norm; fairly confident.,3,1,A stored kitchen-safety fact; very confident.,4,0,"The presence of invisible pathogens is known via science, not sight; somewhat confident because cooking is everyday.",2,Everyone who cooks knows undercooked chicken can make you sick.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Antibiotics should not be used to treat viral infections.,1,Antibiotics' ineffectiveness against viruses is demonstrable; moderately confident given the 'should not'.,3,1,"It concerns microbiology, not social convention; fairly confident.",3,1,Plain language; very confident.,4,0,It prescribes medical practice; fairly confident.,3,1,A known medical fact stated directly; very confident.,4,0,Individuals cannot observe the difference between bacteria and viruses; the fact is scientific; very confident.,4,It is generally understood that antibiotics do not work on colds and flu.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Sunscreen should be worn to prevent ultraviolet skin damage.,1,UV damage and sunscreen protection are measurable; moderately confident despite the prescriptive form.,3,1,It concerns radiation and skin biology; fairly confident.,3,1,Literal wording; very confident.,4,0,It prescribes a behavior; fairly confident.,3,1,"A remembered health fact, not a derivation; very confident.",4,0,UV rays are invisible and long-term damage requires studies to establish; fairly confident.,3,Most people know sun exposure without protection harms the skin.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Lead paint should not be used in homes with young children.,1,Lead neurotoxicity is demonstrable; moderately confident given the normative wording.,3,1,It concerns chemistry and neurobiology; fairly confident.,3,1,Plain literal statement; very confident.,4,0,It prescribes what should not be done; fairly confident.,3,1,States a known hazard rather than reasoning; very confident.,4,0,"Lead poisoning's effects were established through research, not individual observation; very confident.",4,Lead's toxicity to children is widely known.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Homes with gas heaters should have carbon monoxide detectors.,1,Carbon monoxide's lethality and detectability are demonstrable; moderately confident because of the 'should'.,3,1,It concerns combustion chemistry and toxicology; fairly confident.,3,1,No figurative language; very confident.,4,0,It prescribes a safety norm; fairly confident.,3,1,A stored safety fact; very confident.,4,0,An odorless gas cannot be perceived directly; the knowledge is scientific; very confident.,4,"People know carbon monoxide is an odorless, deadly gas from combustion.","['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Bridges should be built to hold more than their expected load.,1,"Safety margins demonstrably reduce failure, so the claim is testable; somewhat confident given the value judgment involved.",2,1,It concerns structural mechanics and material strength; fairly confident.,3,1,Plain and literal; very confident.,4,0,It prescribes how bridges ought to be designed; fairly confident.,3,1,States an engineering principle rather than deriving it; fairly confident.,3,0,Structural failure behavior is not observed in ordinary life; fairly confident.,3,People intuitively expect engineered structures to have a safety margin.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Open wounds should be cleaned to prevent infection.,1,Cleaning reducing infection rates is empirically demonstrable; moderately confident given prescriptive framing.,3,1,It concerns bacteria and wound biology; fairly confident.,3,1,Literal language; very confident.,4,0,It prescribes a care norm; fairly confident.,3,1,States a known first-aid fact; very confident.,4,0,"The microbial mechanism is invisible, though cuts themselves are everyday; somewhat unconfident.",2,Cleaning a cut is a basic first-aid practice everyone knows.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Medications should be stored out of children's reach.,1,Overdose risk in small children is demonstrable; moderately confident given the 'should'.,3,1,"It rests on pharmacology and body weight, natural facts; somewhat confident since child behavior is also involved.",3,1,No figurative content; very confident.,4,0,It prescribes a safety norm; fairly confident.,3,1,A stored safety fact; very confident.,4,0,"Dose-toxicity relationships are scientific knowledge, not everyday observation; somewhat confident.",2,Most adults know children may swallow pills that could poison them.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Gasoline should never be stored near open flames.,1,Gasoline's flammability is physically demonstrable; moderately confident because of the prescriptive phrasing.,3,1,It concerns combustion chemistry; fairly confident.,3,1,Literal wording; very confident.,4,0,It prescribes a safety norm with 'should never'; fairly confident.,3,1,"States a known hazard, not a derivation; very confident.",4,0,"Vapor ignition properties are learned, not typically observed firsthand; somewhat confident.",2,Everyone knows gasoline is highly flammable.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Possibly contaminated water should be boiled before drinking.,1,"Boiling kills pathogens, which is demonstrable; moderately confident given the 'should'.",3,1,It concerns heat and microbiology; fairly confident.,3,1,Plain literal statement; very confident.,4,0,It prescribes a hygiene norm; fairly confident.,3,1,A stored practical fact; very confident.,4,0,Pathogens in water are invisible; the rule is grounded in science rather than direct experience; fairly confident.,3,Boiling water for safety is a practice known across cultures.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Adults should sleep roughly seven to nine hours each night.,1,Health outcomes by sleep duration are measurable; somewhat confident since the optimal range is debated and the 'should' is prescriptive.,2,1,It concerns human biology and sleep physiology; fairly confident.,3,1,Literal and plain; very confident.,4,0,It prescribes a behavioral norm; fairly confident.,3,1,States a health recommendation as known fact; very confident.,4,0,"The optimal range comes from population studies, not individual experience; fairly confident.",3,People generally accept that adequate sleep is essential for health.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Absolute power corrupts absolutely.,1,"Historians and political scientists can test whether unchecked rulers systematically become abusive, so it is in principle checkable; somewhat confident since 'corrupt' has evaluative content.",2,0,"Power and corruption are human institutional phenomena, not physical ones; very confident it is not about natural laws.",4,0,It is a classic aphorism using hyperbole ('absolutely'); very confident it is not plain literal language.,4,0,"It expresses a value judgment that concentrated power is morally corrupting, implicitly endorsing checks on authority; fairly confident it is not a neutral empirical law.",3,1,"It states an observed regularity about rulers rather than deriving a conclusion by logical steps; confident it is knowledge, not reasoning.",3,0,"It generalizes about political systems across history, which no individual can observe firsthand; confident it is not an everyday encounter.",4,"People widely accept that unchecked authority leads rulers to abuse it, a lesson drawn from history rather than daily life.","['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Justice delayed is justice denied.,1,"One can empirically study whether delays reduce remedies and outcomes for litigants, making it partly checkable; only somewhat confident because 'denied' is evaluative.",2,0,Justice and courts are socially constructed institutions; very confident it is not physical.,4,0,It is a well-known legal maxim equating delay with denial via hyperbole; very confident it is not literal.,4,0,It asserts a standard about how legal systems ought to operate; confident it is not merely a positive description.,4,1,It records an observation about legal outcomes rather than an argued deduction; fairly confident it is not reasoning.,3,0,"It concerns the functioning of judicial institutions as a whole, not an ordinary personal experience; fairly confident it is not everyday.",3,Most people recognize that slow legal systems effectively deprive people of fair treatment.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
A rising tide lifts all boats.,1,"Economists can test whether growth raises incomes across all groups, so it can be shown right or wrong; fairly confident it is not pure opinion.",3,0,Economies are human constructs governed by social arrangements; confident it is not a physical claim despite the tide imagery.,3,0,It is a metaphor about economics using tides and boats; very confident it is not literal.,4,0,"It is used to endorse growth-oriented policy, carrying a value judgment about economic priorities; somewhat confident since it also sounds descriptive.",2,1,It states a believed regularity rather than a step-by-step inference; fairly confident it is knowledge.,3,0,It concerns macroeconomic effects across a whole society that no individual can directly observe; very confident it is not everyday.,4,"People commonly believe that when the economy grows, everyone tends to benefit.","['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
"United we stand, divided we fall.",1,Whether cohesive groups outlast divided ones can be studied historically and sociologically; somewhat confident it is checkable.,2,0,Unity and division are properties of human groups; very confident it is not physical.,4,0,It is an aphorism using the metaphor of standing and falling; very confident it is not literal.,4,0,It prescribes solidarity as a value and norm for groups; confident it is not a neutral positive statement.,4,1,"It asserts an observed pattern about groups, not a logical derivation; fairly confident it is knowledge.",3,0,It generalizes about nations and movements over history rather than a single lived situation; fairly confident it is not everyday.,3,It is broadly accepted that groups that stay cohesive survive while fragmented ones collapse.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
The pen is mightier than the sword.,1,Historians could in principle assess whether written ideas have driven more lasting change than military force; only somewhat confident since 'mightier' is hard to measure.,2,0,"Writing, warfare, and influence are human social phenomena; very confident it is not physical.",4,0,Pen and sword are metonymies for communication and violence; very confident it is not literal.,4,0,"It values persuasion over force, expressing a judgment about what should prevail; fairly confident it is not merely positive.",3,1,It states a general observation about influence rather than a deduced conclusion; fairly confident it is knowledge.,3,0,"It compares the historical influence of ideas and warfare, which cannot be observed individually; confident it is not everyday.",4,People widely hold that ideas and communication ultimately shape society more than violence.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Crime doesn't pay.,1,"Criminologists can measure whether criminal careers yield worse life outcomes on average, so it is testable; somewhat confident.",3,0,Crime and punishment are socially defined institutions; very confident it is not physical.,4,0,'Pay' is used metaphorically for benefiting overall; confident it is not literal.,4,0,"It functions as a moral warning discouraging crime, reflecting a social norm; confident it is not neutral description.",3,1,It states a claimed regularity rather than an argued inference; fairly confident it is knowledge.,3,0,"It generalizes about outcomes across all criminals, which no one can personally witness; fairly confident it is not everyday.",3,Most people take it for granted that criminal lifestyles end badly over the long run.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Money is the root of all evil.,1,"One could study whether financial motives drive most crimes and harms, making it testable in part; low confidence because 'evil' is evaluative.",2,0,Money and morality are human constructs; very confident it is not physical.,4,0,'Root' is a metaphor and 'all' is hyperbole; very confident it is not literal.,4,0,It passes moral judgment on wealth-seeking as a source of evil; very confident it is not a positive statement.,4,1,It offers an observation about causes of wrongdoing rather than a reasoned derivation; fairly confident it is knowledge.,3,0,It claims a society-wide cause of wrongdoing that cannot be verified from personal experience alone; confident it is not everyday.,3,People commonly believe that greed for wealth underlies much wrongdoing in society.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Idle hands are the devil's workshop.,1,Sociologists can test whether idleness or unemployment correlates with crime and misconduct; somewhat confident it is checkable.,3,0,"Work, idleness, and misconduct are socially defined human matters; very confident it is not physical.",4,0,It is a proverb using the metaphor of the devil's workshop; very confident it is not literal.,4,0,It endorses the value of keeping busy and warns against idleness; confident it is normative.,4,1,It states an observed tendency rather than a logical conclusion; fairly confident it is knowledge.,3,0,"It generalizes about the link between unemployment and misconduct across society, beyond individual observation; somewhat confident since idleness is also personally encountered.",2,It is widely believed that people with nothing to do tend to drift into trouble.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
A society is judged by how it treats its weakest members.,1,Whether historians and the public actually judge societies this way can be studied empirically; low-to-moderate confidence because it is often read as pure value.,2,0,"Societies, judgment, and treatment of the vulnerable are all social constructs; very confident it is not physical.",4,0,It is an aphorism personifying society as something judged; fairly confident it is not fully literal.,3,0,It sets a moral standard for evaluating societies; very confident it is normative rather than positive.,4,1,It states a belief about how societies are assessed rather than deriving it logically; fairly confident it is knowledge.,3,0,"It concerns whole societies and how they are historically evaluated, not personal experience; confident it is not everyday.",4,People broadly agree that caring for the vulnerable is the measure of a civilization.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Loose lips sink ships.,1,"Historical cases can show whether leaked information actually caused disasters, so it is checkable; somewhat confident.",3,0,"Secrecy, gossip, and security are human social practices; very confident it is not physical.",4,0,"It uses metonymy and alliteration, with ships standing for any endeavor; very confident it is not literal.",4,0,It prescribes discretion as a social norm; confident it is normative not merely descriptive.,4,1,"It records an observed consequence of indiscretion, not a deduction; fairly confident it is knowledge.",3,0,"It generalizes about how leaks undermine collective efforts like wars or organizations, beyond what one individual observes; fairly confident it is not everyday.",3,People readily accept that careless talk can leak secrets and cause large-scale harm.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Too many cooks spoil the broth.,1,Organizational research can test whether oversized leadership groups reduce quality; fairly confident it is checkable.,3,0,"It is about coordination among people, a social phenomenon; confident it is not physical.",4,0,Cooks and broth are metaphors for leaders and projects; very confident it is not literal.,4,0,"It advises limiting the number of people in charge, expressing a norm for organizing work; fairly confident it is normative.",3,1,It states an observed regularity rather than a logical inference; fairly confident it is knowledge.,3,0,"As a claim about group decision-making in general, it goes beyond any single kitchen experience; somewhat confident since such situations are also everyday.",2,It is common wisdom that projects with too many decision-makers become disorganized.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Charity begins at home.,1,Whether people across cultures actually prioritize kin in giving can be observed empirically; low-to-moderate confidence because it is chiefly a value claim.,2,0,"Charity, family, and duty are socially constructed; very confident it is not physical.",4,0,It is a proverb where 'home' metaphorically means one's close circle; very confident it is not literal.,4,0,It prescribes a priority order for moral obligations; very confident it is normative.,4,1,It states a belief about where obligations lie rather than deriving it; fairly confident it is knowledge.,3,0,"It makes a general claim about the proper structure of social duties, not a specific encounter; somewhat confident since family duties are also everyday.",2,People generally accept that one's first duty is to family before helping strangers.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Good fences make good neighbors.,1,Whether clear property or territorial boundaries reduce disputes can be studied empirically; fairly confident it is checkable.,3,0,Neighborliness and boundaries are social arrangements; very confident it is not physical.,4,0,Fences stand metaphorically for any kind of boundary; very confident it is not literal.,4,0,It endorses setting boundaries as a norm for relationships; confident it is normative.,4,1,"It states an observed relationship, not a reasoned conclusion; fairly confident it is knowledge.",3,0,"It generalizes about how boundaries govern relations between communities and states, beyond one backyard; somewhat confident since neighbors are also everyday.",2,People commonly hold that clear boundaries reduce conflict between people and nations.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
The customer is always right.,1,One can test whether customer-deferential businesses actually perform better; low-to-moderate confidence because taken literally it is false and evaluative.,2,0,Commerce and customer relations are human institutions; very confident it is not physical.,4,0,"It is a hyperbolic maxim, since customers are obviously not literally always right; very confident it is not literal.",4,0,It states a service norm about how businesses ought to treat customers; very confident it is normative.,4,1,It expresses a business observation or belief rather than a deduction; fairly confident it is knowledge.,3,0,It is a general principle about commerce as a whole rather than one transaction; somewhat confident since shopping is also an everyday experience.,2,It is a widely shared business norm that companies should defer to customers' wishes.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Honesty is the best policy.,1,Researchers can test whether honest individuals and institutions fare better over time; somewhat confident it is checkable despite the evaluative 'best'.,2,0,Honesty and policy are matters of human conduct and convention; very confident it is not physical.,4,0,It is a well-worn aphorism using 'policy' figuratively for personal conduct; confident it is not plainly literal.,3,0,It prescribes honesty as the correct value to follow; very confident it is normative.,4,1,It states a believed regularity rather than a logical derivation; fairly confident it is knowledge.,3,0,"It generalizes about long-run outcomes of honesty across all social life, beyond one person's experience; somewhat confident since honesty is also encountered daily.",2,People universally teach that truthfulness serves individuals and society better in the long run.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Cheaters never prosper.,1,"Whether cheaters actually fare worse over time can be empirically studied; somewhat confident, though taken literally it is likely false.",3,0,Cheating and prosperity are defined by social rules; very confident it is not physical.,4,0,'Never' is hyperbole in a proverbial saying; very confident it is not literal.,4,0,It functions as a moral admonition against cheating; very confident it is normative.,4,1,It states an observed pattern rather than deriving it logically; fairly confident it is knowledge.,3,0,It claims a society-wide regularity about long-term outcomes no individual can fully observe; fairly confident it is not everyday.,3,It is common wisdom that dishonest gains ultimately fail to bring lasting success.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
A house divided against itself cannot stand.,1,Historians can examine whether internally divided states and organizations tend to fail; fairly confident it is checkable.,3,0,"'House' stands for a human polity or group, a social entity; very confident it is not physical.",4,0,It is a metaphor comparing a society to a house; very confident it is not literal.,4,0,It warns against internal division and implicitly prescribes unity; confident it is normative.,3,1,It states a historical observation rather than a logical proof; fairly confident it is knowledge.,3,0,"It concerns the fate of nations and institutions over history, not personal experience; very confident it is not everyday.",4,People widely understand that a nation or organization torn by internal conflict will collapse.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Actions speak louder than words.,1,Psychologists can test whether people weigh behavior more than speech in forming judgments; fairly confident it is checkable.,3,0,"Communication, trust, and judgment are social phenomena; very confident it is not physical.",4,0,Actions do not literally 'speak' or have volume; very confident it is metaphorical.,4,0,It sets a standard for how people ought to be judged and how one should behave; confident it is normative.,3,1,"It states an observed regularity about human judgment, not a deduction; fairly confident it is knowledge.",3,0,"It generalizes about credibility and trust across all human affairs, including politics; somewhat confident since it also applies to daily encounters.",2,People universally judge others by what they do rather than what they say.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Every vote counts.,1,Electoral analysis can determine whether individual votes have decided outcomes and how vote tallies work; fairly confident it is checkable.,3,0,Voting and democracy are socially constructed institutions; very confident it is not physical.,4,0,It is a slogan using 'counts' as a pun and hyperbole about individual impact; fairly confident it is not fully literal.,3,0,It encourages civic participation and expresses a democratic value; very confident it is normative.,4,1,It states a belief about elections rather than deriving it; fairly confident it is knowledge.,3,0,It concerns the aggregate functioning of elections that no single voter can observe directly; confident it is not everyday.,3,It is a shared civic belief that each citizen's ballot matters to democratic outcomes.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Education is the key that unlocks the door to opportunity.,1,"Economists can measure whether education raises income and mobility, so it is checkable; fairly confident it is not mere opinion.",3,0,Education and opportunity are human institutions; very confident it is not physical.,4,0,Key and door are explicit metaphors; very confident it is not literal.,4,0,It promotes the value of education and implies people should pursue it; confident it is normative.,3,1,It states an observed relationship rather than a logical inference; fairly confident it is knowledge.,3,0,It claims a society-wide link between schooling and mobility that cannot be observed by one person; very confident it is not everyday.,4,People broadly believe that schooling is the main path to social and economic advancement.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Mother Nature always knows best.,0,"Whether nature 'knows best' cannot be objectively proven, so it is subjective rather than a demonstrable fact; I am very confident.",4,1,It concerns natural biological and ecological processes rather than socially constructed rules; I am somewhat confident since 'best' adds a human lens.,3,0,"It personifies nature as a knowing mother, an aphorism rather than literal language; I am very confident.",4,0,"It expresses a value judgment that nature's way is superior and implicitly should be deferred to, not a positive scientific law; I am confident.",3,1,It states a broad observation about the world rather than deriving a conclusion by chained logic; I am somewhat confident.,3,0,"It generalizes about all natural processes, which no individual could observe firsthand; I am fairly confident it is not an everyday concrete event.",3,"People widely assume natural processes are wiser than human tinkering, a folk belief invoked in health, farming, and environmental debates.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
The body is a temple and should never be defiled.,0,"Sacredness of the body cannot be demonstrated true or false, so it is inherently subjective; very confident.",4,1,"It refers to the biological human body and what harms it, not a social institution; somewhat confident because the reverence is a human attitude.",3,0,"'Temple' is a metaphor for the body, so the language is not literal; very confident.",4,0,"The word 'should' marks a clear value prescription, not an empirical regularity; very confident.",4,1,It offers a belief about the body directly rather than a reasoned derivation; somewhat confident.,3,0,It states a general principle about all human bodies rather than a specific encounter; fairly confident it is not an everyday observation.,3,Most cultures hold the intuition that one's body deserves care and should not be abused with poisons or neglect.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
"Nature always bats last, so never pick a fight with her.",0,That nature 'always' wins is a subjective assertion not provable in every case; confident it is not a fact.,3,1,"It concerns physical forces like storms, erosion, and disease rather than social constructs; somewhat confident.",3,0,The baseball metaphor and personification are clearly figurative; very confident.,4,0,"'Never pick a fight' prescribes behavior, making it a norm rather than a positive claim alone; confident.",4,1,"It presents an observation about the world's regularity, not a chained logical proof; somewhat confident.",3,0,"It generalizes across all human-nature conflicts, beyond any single lived experience; fairly confident.",3,"It is widely understood that natural forces ultimately overpower human plans, so humility toward nature is prudent.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Time heals all wounds.,0,"The claim that all wounds heal is unprovable and contestable, so it is subjective; confident.",3,1,"Wound healing is a biological process, though the saying also covers emotional pain; somewhat unconfident because of the social reading.",2,0,"Time personified as a healer is a classic aphorism, not literal; very confident.",4,0,It carries an implicit value that patience is right and one should trust recovery; only somewhat confident since it reads partly as positive.,2,1,"It is a direct observation about the world, not a reasoned conclusion; confident.",3,0,"It generalizes about all wounds over all time, not a single observable case; somewhat confident.",3,"People routinely comfort each other with this idea, reflecting the intuition that injuries and pain fade with time.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Sleep is the best medicine the body will ever get.,0,'Best' medicine is a subjective ranking that cannot be objectively settled; very confident.,4,1,"It concerns the biological effects of sleep on the body, not social rules; confident.",3,0,Sleep as 'medicine' is metaphorical and hyperbolic; very confident.,4,0,"Calling sleep the 'best' medicine is an evaluative judgment urging people to value rest, not a measured law; somewhat confident.",3,1,It states an observation rather than deriving a conclusion from premises; somewhat confident.,3,0,"It claims a general truth about all bodies and all medicines, beyond individual experience; somewhat confident.",3,Nearly everyone knows from folk wisdom that rest restores health and should be prioritized when unwell.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
An ounce of prevention is worth a pound of cure.,0,"The exchange rate of prevention to cure is a value judgment, not a measurable fact; confident.",3,1,"It refers to disease, decay, and physical damage that prevention averts; somewhat unconfident since it also applies socially.",2,0,"The weight metaphor is a well-known aphorism, not literal measurement; very confident.",4,0,"It recommends how people ought to act, prizing prevention, so it is normative rather than positive; confident.",4,1,It presents a distilled observation rather than a step-by-step inference; somewhat confident.,3,0,"It asserts a general regularity across all preventable harms, not one observed case; somewhat confident.",3,People intuitively understand that small preventive efforts for health and safety beat costly repairs later.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Water is the lifeblood of the planet and must be respected.,0,That water 'must be respected' is a subjective stance not provable empirically; confident.,3,1,"It concerns water's biological and ecological role, a natural feature; confident.",3,0,'Lifeblood of the planet' is a metaphor; very confident.,4,0,"'Must be respected' is an explicit prescription, not a positive law; very confident.",4,1,It states an observation about the world rather than a chain of reasoning; somewhat confident.,3,0,"It generalizes about the whole planet's dependence on water, beyond direct observation; confident.",3,People everywhere recognize water as essential to life and feel it should not be squandered or polluted.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
The ocean is too mighty to ever be tamed by man.,0,'Ever' and 'mighty' make it an unfalsifiable subjective judgment; confident.,3,1,"It refers to the physical ocean and its forces, not social rules; confident.",3,0,Personifying the ocean as something to be 'tamed' is metaphorical; very confident.,4,0,"It implies humans should not presume to master nature, a value stance; somewhat unconfident since it reads partly positive.",2,1,"It offers a direct observation about the world, not a logical derivation; somewhat confident.",3,0,"It claims a permanent truth about human limits versus the sea, not one incident; somewhat confident.",3,"Sailors and landlubbers alike intuit that the sea's power dwarfs human control, urging respect and caution.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Fire is a good servant but a bad master.,0,'Good' and 'bad' are evaluative labels not objectively provable; confident.,3,1,"It concerns combustion, a physical phenomenon; confident.",3,0,Fire as servant and master is personification and aphorism; very confident.,4,0,"It implies one should keep fire under control, a prescriptive value; somewhat confident.",3,1,It presents an observation rather than a deduced conclusion; somewhat confident.,3,0,It generalizes about fire in all circumstances rather than a single kitchen incident; somewhat confident.,3,"Everyone learns that fire is useful when controlled and devastating when not, a lesson passed down for ages.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Gravity is the fairest law; it treats king and beggar alike.,0,Calling gravity 'fairest' is a subjective judgment that cannot be measured; very confident.,4,1,"It refers to gravity, a fundamental physical force; very confident.",4,0,Gravity as a 'law' treating people is personification and metaphor; very confident.,4,0,"'Fairest' invokes a moral value of equality, not a positive measurement; confident.",3,1,It states an observation about gravity's universality rather than a reasoned derivation; somewhat confident.,3,0,"It asserts a universal truth about gravity and fairness, not an individual observation; confident.",3,People intuitively appreciate that physical laws apply equally to everyone regardless of status.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
A tree is worth more standing than felled.,0,'Worth more' is a value ranking that cannot be objectively settled; very confident.,4,1,It concerns living trees and their ecological functions; somewhat confident since worth is partly economic and social.,2,0,It is an aphoristic maxim rather than a literal appraisal; somewhat confident because it is close to literal.,2,0,"It implies trees should be preserved, a value judgment; confident.",4,1,"It offers a belief about trees, not a chain of inference; somewhat confident.",3,0,"It generalizes about all trees' value, which cannot be observed in one case; somewhat confident.",3,"Many people intuitively feel living trees give shade, air, and beauty that outweigh timber value.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
Mother Earth is not a bottomless well.,0,"As a framing of limits and implied duty, it is a subjective stance rather than a measured fact; somewhat confident.",3,1,It concerns finite physical resources of the planet; confident.,3,0,'Mother Earth' and 'bottomless well' are metaphors; very confident.,4,0,"It implies people ought to conserve, a value stance rather than a positive law; confident.",3,1,It presents an observation about the world rather than a deductive conclusion; somewhat confident.,3,0,It generalizes about planetary resource limits no individual can directly observe; confident.,3,Common intuition holds that natural resources are finite and should not be used carelessly.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",anthropic/claude-fable-5.1
