statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Thicker ice probably supports more weight than thinner ice.,0,'Probably' signals subjective likelihood rather than absolute proof for all ice types. It is not a universally demonstrated fact.,3,1,"It concerns material strength and load distribution, governed by physics and engineering. It is not about social norms.",4,1,The language is plain and literal. No figurative expressions are used.,4,1,It describes an empirical physical regularity. It is not a normative statement.,4,0,It infers load capacity from knowledge of material thickness and structural integrity. It is not a bare observation.,4,0,It generalizes a structural strength principle beyond one specific ice sheet. It is a broad regularity.,4,People commonly reason about ice thickness and load-bearing capacity.,"['opinion', 'physical', 'literal language', 'positive', 'reasoning', 'abstract']",qwen/qwen3.8-max-0902
The pen is mightier than the sword.,1,It can be evaluated by historical evidence showing whether ideas outlast violence.,2,0,"It concerns human institutions such as writing, law, persuasion, and conflict rather than physical laws.",4,0,"This is a metaphor; the pen represents ideas and writing, and the sword represents violence.",4,0,It implies that persuasion and ideas are superior to coercion as ways of shaping society.,3,1,It is a claim about the world concerning the relative power of communication versus force.,4,0,It expresses a general conclusion about influence and power that cannot be observed from one single experience.,4,This is a widely known aphorism about the power of words over violence.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Justice delayed is justice denied.,1,Its truth can be assessed by examining whether delays actually undermine fair outcomes.,2,0,Justice is a socially constructed institution governed by human rules and beliefs.,4,0,It is an aphorism using parallel structure and metaphorical framing of justice as something that can be withheld.,4,0,It judges that timely resolution is the proper standard for justice.,4,1,It makes an observation about how delay affects fairness and outcomes.,4,0,It generalizes about legal and moral systems rather than describing a single everyday event.,4,It is a common saying about the importance of timely legal and moral resolution.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
"Power tends to corrupt, and absolute power corrupts absolutely.",1,Historical cases can be examined to verify or refute whether power leads to corruption.,3,0,Power and corruption are human social constructs tied to governance and institutions.,4,0,"It uses hyperbole with ""absolutely"" and personifies power as an active corrupting force.",4,0,It implies a judgment that concentrated power is dangerous and should be limited.,3,1,It claims an observable regularity about human behavior under authority.,4,0,It is a broad generalization about political and social systems not derivable from one event.,4,It is a famous aphorism about the relationship between authority and moral behavior.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The road to hell is paved with good intentions.,1,One can point to historical examples where good intentions led to bad outcomes.,3,0,"It concerns human morality, intentions, and social outcomes rather than physical phenomena.",4,0,It is a metaphor comparing intentions to paving stones on a road to a bad destination.,4,0,"It implies that people ought to consider consequences, not just intentions.",3,1,It observes that well-meaning actions can still produce harmful results.,4,0,It generalizes about human decision-making and consequences beyond any single experience.,4,It is a proverb warning that good motives alone do not guarantee good outcomes.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Freedom is not free.,1,Historical evidence can show whether freedoms were gained or maintained through sacrifice.,3,0,Freedom is a political and social concept created and maintained by human societies.,4,0,"It is an aphorism using paradox, since freedom is abstract and cannot literally be purchased.",4,0,It suggests that people should value and be willing to defend freedom.,3,1,It observes that maintaining freedom historically involves costs such as struggle or sacrifice.,4,0,It makes a broad claim about political liberty that cannot be confirmed by one event.,4,It is a well-known aphorism meaning liberty requires sacrifice or effort.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A society grows great when old men plant trees whose shade they shall never sit in.,1,One can examine whether societies with long-term planning have historically prospered.,2,0,"It concerns social values, intergenerational duty, and collective human progress.",4,0,It is a metaphor where planting trees represents investing in the future for others.,4,0,It implies that people ought to act selflessly for future generations.,4,1,It claims that societies thrive when people act for future benefit.,4,0,It generalizes about societal progress across generations rather than describing one event.,4,It is a proverb about intergenerational responsibility and long-term thinking.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
History is written by the victors.,1,Historical analysis can verify whether winning sides have disproportionately shaped records.,3,0,"History-writing, victory, and narrative are human social constructions.",4,0,"It is an aphorism using personification, as history does not literally write itself.",4,0,It implies criticism of biased narratives and suggests a norm of fair representation.,3,1,It observes that dominant groups often shape the recorded narrative of the past.,4,0,It generalizes about historiography and power across many events and eras.,4,It is a common saying about bias in historical narratives.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The customer is always right.,1,"It is not literally true; customers are sometimes wrong, so it can be shown false.",3,0,"Commerce, customer roles, and service norms are socially constructed.",4,0,"It is a hyperbole, since customers are not literally always correct.",4,0,It prescribes how businesses ought to treat customers.,4,1,It makes a claim about business practice and customer relations.,4,0,It states a general principle about commerce rather than describing one transaction.,4,It is a well-known business aphorism about service norms.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Knowledge is power.,1,Historical and sociological evidence can show whether knowledge correlates with influence.,3,0,Power and knowledge as social capital are human constructs tied to institutions.,4,0,It is a metaphor equating the abstract concept of knowledge with the abstract concept of power.,4,0,It implies that acquiring knowledge is valuable and should be pursued.,3,1,It claims that possessing information enables people to act effectively.,4,0,It generalizes about the relationship between information and influence across contexts.,4,It is a famous aphorism attributed to Francis Bacon about the value of learning.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The early bird catches the worm.,1,Empirical observation can test whether early action tends to yield better outcomes.,2,0,"It concerns human habits, competition, and social rewards rather than physical laws.",3,0,It is a metaphor using birds and worms to represent people and opportunities.,4,0,It implies that people should be proactive and not delay.,4,1,It observes that those who act first often gain advantages.,4,0,It generalizes about the benefits of acting early rather than describing one event.,4,It is a proverb encouraging initiative and punctuality.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Democracy is the worst form of government except for all the others.,1,Comparative political science can assess whether democracies outperform alternatives on measurable outcomes.,2,0,Government forms are entirely human social and political constructions.,4,0,It is an aphorism using irony and understatement to make its point.,4,0,It judges democracy as preferable despite its flaws.,4,1,It makes a claim about the relative merits of political systems.,4,0,It compares entire systems of governance rather than describing a single event.,4,It is a famous Churchillian quip about democratic governance.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The truth shall set you free.,1,One can examine cases where revealing truth led to liberation versus harm.,2,0,"Truth, deception, and freedom are concepts rooted in human social interaction.",4,0,It is a metaphor personifying truth as an agent that can liberate.,4,0,It implies that people ought to seek and tell the truth.,3,1,It claims that knowing the truth removes constraints imposed by deception.,4,0,It generalizes about truth and freedom beyond any single situation.,4,It is a well-known aphorism about the liberating power of honesty.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A chain is only as strong as its weakest link.,1,Engineering and organizational studies can test whether system failure correlates with weakest components.,3,0,"When applied to teams or institutions, it concerns human organizational structures.",3,0,It is a metaphor using a physical chain to represent any system or group.,4,0,It implies that one should identify and strengthen weak points in a group.,3,1,It observes that the overall strength of a system depends on its most vulnerable part.,4,0,It generalizes about systems and dependencies rather than describing one specific chain.,4,"It is a proverb applied to teams, systems, and organizations.","['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
All that glitters is not gold.,1,Empirical examples exist where attractive appearances concealed poor substance.,3,0,"Value, deception, and judgment are tied to human social perception and norms.",3,0,It is a metaphor using gold and glitter to represent value and appearance.,4,0,It implies that people should look beyond surface appearances before making judgments.,3,1,It observes that outward appearances can be misleading about true value.,4,0,It generalizes about deception and appearance versus reality across contexts.,4,It is a proverb warning against judging by appearances.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
"The pen is mightier than the sword, but the sword writes the first draft.",1,Historical evidence can be examined for cases where conquest preceded cultural narratives.,3,0,"It concerns human conflict, governance, and storytelling rather than natural laws.",4,0,It extends a metaphor and uses irony to subvert the original aphorism.,4,0,It implies criticism of relying on force and suggests ideals should ultimately prevail.,3,1,It observes that violence often precedes and shapes the narratives that follow.,4,0,It generalizes about the interplay of force and ideas in shaping history.,4,It is a cynical twist on a classic aphorism about power and narrative.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Injustice anywhere is a threat to justice everywhere.,1,Sociological and historical evidence can show whether systemic injustice spreads.,2,0,Justice and injustice are human social and legal constructs.,4,0,It is an aphorism using hyperbole by linking any single injustice to all justice.,4,0,It prescribes that people should oppose injustice wherever it occurs.,4,1,It claims that tolerating injustice in one area undermines justice broadly.,4,0,It generalizes about moral systems and social interdependence beyond any one event.,4,It is a famous line from Martin Luther King Jr. about interconnected moral responsibility.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The only thing necessary for the triumph of evil is for good men to do nothing.,1,Historical cases like the rise of totalitarianism show inaction enabling harm.,3,0,"Good, evil, and moral duty are human social and ethical constructs.",4,0,It is an aphorism personifying evil as a force that triumphs through inaction.,4,0,It prescribes that people have a duty to act against wrongdoing.,4,1,It observes that passivity enables harmful outcomes in society.,4,0,It generalizes about moral agency and social outcomes across contexts.,4,It is a widely quoted aphorism about moral responsibility.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A rising tide lifts all boats.,1,Economic data can test whether growth periods correlate with broad-based income gains.,3,0,"Economics, wealth distribution, and growth are human social constructs.",4,0,It is a metaphor comparing economic growth to a tide and people to boats.,4,0,It implies that policies promoting growth are desirable because they help everyone.,3,1,It claims that broad economic growth benefits all participants.,4,0,It generalizes about economic systems rather than describing one transaction.,4,It is a metaphor about economic growth benefiting everyone.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
You cannot make an omelet without breaking eggs.,1,Historical examples can show whether significant achievements required difficult trade-offs.,2,0,"It concerns human decisions, trade-offs, and social progress rather than physical laws.",3,0,It is a metaphor using cooking to represent any endeavor requiring difficult trade-offs.,4,0,It implies that people should accept necessary sacrifices to achieve important goals.,3,1,It observes that meaningful change often involves unavoidable costs.,4,0,It generalizes about the necessity of sacrifice in achieving goals.,4,It is a proverb meaning progress requires sacrifice.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The map is not the territory.,1,It is demonstrably true that any representation omits details of what it represents.,4,0,"Maps, language, and models are human constructs for understanding the world.",4,0,It is a metaphor comparing any model or description to a map and reality to territory.,4,0,It implies that people should not confuse their models with reality itself.,3,1,It observes that descriptions and models are simplifications of reality.,4,0,It generalizes about epistemology and representation beyond any single map.,4,It is a famous aphorism about the difference between representation and reality.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A house divided against itself cannot stand.,1,Historical examples like civil wars show that divided societies often collapse.,3,0,"Unity, division, and group cohesion are human social phenomena.",4,0,It is a metaphor comparing a group to a house and internal conflict to structural division.,4,0,It implies that groups should strive for internal cohesion to survive.,3,1,It observes that internal division weakens and can destroy organizations or societies.,4,0,It generalizes about the fragility of divided groups rather than describing one building.,4,It is a famous aphorism about the necessity of unity.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The best defense is a good offense.,1,Military and sports history can be examined to test whether proactive strategies outperform defensive ones.,2,0,"Strategy, conflict, and competition are human social activities.",3,0,It is an aphorism using paradox by equating defense with offense.,4,0,It prescribes that one should take initiative rather than wait to be attacked.,3,1,It claims that proactive action is often more effective than reactive protection.,4,0,"It generalizes about strategy across military, sports, and social contexts.",4,It is a common aphorism about strategy in conflict and competition.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Those who cannot remember the past are condemned to repeat it.,1,Historical analysis can identify cases where ignored lessons led to repeated errors.,3,0,"History, memory, and societal learning are human social constructs.",4,0,"It is an aphorism using hyperbole with ""condemned"" and personifying history as a cycle.",4,0,It implies that societies ought to study and remember their past.,4,1,It observes that ignoring past mistakes increases the likelihood of repeating them.,4,0,It generalizes about historical patterns and human learning across eras.,4,It is a famous aphorism by George Santayana about learning from history.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The pen is mightier than the sword.,1,"Historical cases (e.g., democratic revolutions driven by pamphlets) can demonstrate ideas overcoming force. However, it is somewhat interpretive, reducing confidence.",2,1,"It references physical objects (pen, sword) and their properties as a metaphor for objective causal power. It is not a socially constructed rule or preference.",2,0,It is a metaphor: 'pen' stands for ideas/writing and 'sword' for violence. It is not literal language about actual pens and swords.,4,0,It implies a value judgment that intellectual influence is superior to violence. It is not merely a positive empirical regularity.,3,1,It is an observation about the world regarding the relative power of ideas versus force. It does not present a logical derivation or reasoning chain.,4,0,"It expresses a general regularity about the power of ideas versus force, not observable in a single event. It is not about an everyday personal encounter.",4,This is a well-known proverb expressing the common understanding that ideas and communication ultimately prevail over violence.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A chain is only as strong as its weakest link.,1,It is physically demonstrable: a chain breaks at its weakest link under tension. This can be tested independently of opinion.,4,1,It describes an objective physical/engineering principle about material strength and load-bearing. It is not a social norm or human preference.,4,0,"It is used metaphorically to apply to any system, team, or process. It goes beyond literal description of a metal chain.",4,0,"It implies one should attend to the weakest part, a value-laden prescription. It is not purely a positive empirical law.",2,1,It states an observation about how systems behave. It does not show a step-by-step reasoning process.,4,0,It expresses a general engineering/logical regularity about system vulnerability. It is not about a specific everyday situation.,4,This proverb captures the common understanding that a system's overall strength depends on its most vulnerable part.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The early bird catches the worm.,1,"It is observable and demonstrable that early-foraging birds catch more worms. However, as a general life principle it is interpretive.",2,1,It references biological behavior: birds foraging early actually do find worms. This is an objective natural phenomenon.,3,0,It is a metaphor applying bird behavior to human punctuality and initiative. It is not literal advice about ornithology.,4,0,It prescribes that one should be early and proactive. It is not merely describing an empirical regularity.,4,1,It is an observation about the advantage of acting early. It does not present a logical derivation.,4,0,"It states a general regularity about timing and success, not tied to one specific experience. It is not about an ordinary daily encounter.",4,This proverb reflects the common belief that those who act first or prepare earliest gain the advantage.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Water always flows downhill.,1,Gravity causing water to flow downhill is demonstrable and objectively true. It is independent of anyone's opinion.,4,1,It describes an objective physical law (gravity) measurable and derivable from physics. It is not a social convention.,4,0,"Used metaphorically it means things follow the path of least resistance. However, literally it is also true, reducing figurative confidence.",2,0,"It can imply one should not fight natural tendencies. However, it is primarily descriptive, making normative confidence low.",1,1,It is a direct observation about how water behaves. It does not involve combining premises to reach a conclusion.,4,0,It states a universal physical regularity (gravity's effect on water) beyond any single observation. It is not about a specific everyday event.,3,This reflects the universally known physical fact that gravity causes water to move to lower elevations.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Too many cooks spoil the broth.,1,"Coordination problems with too many participants are empirically demonstrable. However, 'spoil' is somewhat subjective.",2,1,"It references cooking, a physical/chemical process. However, the core meaning is about social coordination, reducing physical confidence.",2,0,It is a metaphor: 'cooks' and 'broth' represent any group task. It is not literal culinary advice.,4,0,"It implies one should limit the number of people in charge, a normative prescription. It is not purely a positive law.",3,1,It is an observation about group dynamics and coordination failure. It does not present a reasoning chain.,4,0,It states a general regularity about group coordination and diminishing returns. It is not about one specific everyday cooking event.,4,This proverb expresses the common understanding that too many people working on one task can ruin the outcome.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The sun rises in the east.,1,It is objectively demonstrable via astronomy and Earth's rotation. It is true independently of anyone's opinion.,4,1,It describes an objective astronomical/physical phenomenon governed by planetary rotation. It is not a social construct.,4,0,"It can be used metaphorically for certainty or inevitability. However, its primary use is literal, reducing figurative confidence.",1,0,It is purely descriptive of a natural phenomenon. It carries no value judgment or social norm.,1,1,It is a direct observation about the natural world. It does not involve logical derivation from premises.,4,0,It states a universal astronomical regularity derived from Earth's rotation. It goes beyond any single individual's observation.,3,This is a universally known astronomical fact understood by virtually all humans.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Rome wasn't built in a day.,1,"Historically, Rome took centuries to build, which is demonstrable. The broader principle is interpretive.",3,1,"It references physical construction and the objective time it takes to build structures. However, the meaning is broader.",2,0,It is a metaphor/hyperbole using Rome's construction to represent any large endeavor. It is not literal construction advice.,4,0,"It implies one should be patient and persistent, a normative value. It is not merely a positive description.",3,1,It is an observation about the nature of large-scale achievement. It does not present a reasoning process.,4,0,It expresses a general principle about the time required for significant accomplishments. It is not about a specific everyday event.,4,This proverb captures the common understanding that great achievements require time and patience.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Fire burns.,1,Fire causing burns is objectively demonstrable through physics and biology. It is independent of opinion.,4,1,It describes an objective physical/chemical process (combustion causing tissue damage). It is not a social construct.,4,0,"It can be used metaphorically (e.g., 'the fire of ambition burns'). However, its primary use is literal.",1,0,"It implies one should avoid fire, but it is primarily descriptive. Normative content is minimal.",1,1,It is a direct observation about the physical world. It does not involve reasoning or logical derivation.,4,0,It states a universal physical regularity about combustion. It goes beyond any single individual's experience.,3,This is a fundamental physical fact known to all humans about the nature of fire.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A stitch in time saves nine.,1,"Preventive maintenance reducing future damage is empirically demonstrable. However, the 'nine' is figurative.",2,1,"It references physical repair (sewing) and material degradation over time. However, the core meaning is broader.",2,0,It is a metaphor using sewing to represent any timely intervention. It is not literal tailoring advice.,4,0,It prescribes that one should act promptly to prevent worsening. It carries a normative recommendation.,4,1,It is an observation about the benefit of early intervention. It does not present a reasoning chain.,4,0,It states a general principle about prevention and maintenance. It is not about one specific everyday sewing event.,4,This proverb expresses the common understanding that addressing problems early prevents larger issues later.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The whole is greater than the sum of its parts.,1,"Emergent properties (e.g., water from H2O) are objectively demonstrable. It is true independently of opinion.",3,1,"It describes an objective phenomenon observable in physics, biology, and systems theory. It is not a social convention.",3,0,"It is an aphorism expressing a philosophical truth in memorable form. However, it is also literally true in some contexts.",2,0,"It can imply one should value collective effort, but it is primarily descriptive. Normative content is weak.",1,1,It is an observation about how systems behave. It does not present a step-by-step reasoning process.,4,0,It states a general philosophical/scientific regularity about emergence. It is not about a specific everyday encounter.,4,"This reflects the common understanding of emergence, that combined elements produce properties beyond individual contributions.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
You reap what you sow.,1,"In agriculture, sowing determines reaping, which is demonstrable. As a life principle, it is more interpretive.",2,1,"It references agricultural cause-and-effect (planting seeds, harvesting crops), an objective biological process. However, meaning is broader.",2,0,It is a metaphor using farming to describe life consequences. It is not literal agricultural advice.,4,0,It implies one should act responsibly because consequences follow. It carries a normative moral judgment.,4,1,It is an observation about the relationship between actions and outcomes. It does not present a reasoning chain.,4,0,It states a general regularity about causality between actions and consequences. It is not about a specific everyday event.,4,This proverb captures the common understanding that one's actions determine one's outcomes.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Gravity pulls objects toward Earth.,1,Gravity is objectively demonstrable through physics experiments. It is true independently of opinion.,4,1,It describes an objective physical force measurable and derivable from physics. It is not a social construct.,4,0,"It can be used metaphorically (e.g., 'the gravity of the situation'). However, its primary use is literal.",1,0,It is purely descriptive of a physical law. It carries no normative judgment.,1,1,It is a direct observation/statement about the physical world. It does not involve reasoning.,4,0,It states a universal physical law (gravity) beyond any single observation. It is not about a specific everyday event.,4,This is a fundamental physical fact known universally about why things fall.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Don't put all your eggs in one basket.,1,"Diversification reducing risk is mathematically demonstrable. However, the proverb's application is interpretive.",2,1,"It references physical fragility of eggs and containers. However, the core meaning is about abstract risk, reducing physical confidence.",2,0,It is a metaphor using eggs and baskets to represent any concentrated risk. It is not literal advice about groceries.,4,0,"It prescribes that one should diversify, a normative recommendation. It is not merely a positive description.",4,1,It is an observation about the risk of concentration. It does not present a reasoning chain.,4,0,It states a general principle about risk management and diversification. It is not about a specific everyday event.,4,This proverb expresses the common understanding that diversification reduces risk.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Actions speak louder than words.,1,"Behavioral consistency with speech is empirically observable. However, 'louder' is metaphorical and subjective.",2,1,"It references physical actions versus sound waves (words). However, the meaning is primarily social, reducing physical confidence.",1,0,"It is a metaphor/hyperbole: actions don't literally 'speak.' It is an aphorism, not literal language.",4,0,"It implies one should value actions over words, a normative judgment. It is not purely descriptive.",3,1,It is an observation about the relative weight of deeds versus promises. It does not present reasoning.,4,0,It states a general regularity about human behavior and credibility. It is not about a specific everyday event.,4,This proverb reflects the common understanding that what people do matters more than what they say.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Light travels faster than sound.,1,The speed of light vs. sound is objectively measurable and demonstrable. It is true independently of opinion.,4,1,It describes objective physical constants measurable in physics. It is not a social construct.,4,0,"It is sometimes used metaphorically for speed comparisons. However, its primary use is literal.",1,0,It is purely descriptive of a physical fact. It carries no normative content.,1,1,It is a direct observation/statement about the physical world. It does not involve reasoning.,4,0,It states a universal physical constant/regularity beyond any single observation. It is not about a specific everyday event.,3,This is a universally known physical fact explaining why we see lightning before hearing thunder.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The grass is always greener on the other side.,1,"Psychological research on hedonic adaptation is demonstrable. However, the proverb's application is interpretive.",2,1,"It references grass color, a physical/biological property. However, the meaning is psychological, reducing physical confidence.",1,0,It is a metaphor using grass color to represent perceived desirability. It is not literal horticultural observation.,4,0,"It implies one should appreciate what one has, a normative value. It is not purely descriptive.",3,1,It is an observation about human psychology and perception. It does not present a reasoning chain.,4,0,It states a general psychological regularity about human dissatisfaction. It is not about a specific everyday event.,4,This proverb captures the common understanding that people tend to desire what they don't have.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Every action has an equal and opposite reaction.,1,Newton's third law is objectively demonstrable through physics experiments. It is true independently of opinion.,4,1,It describes an objective physical law (Newton's third law) measurable in physics. It is not a social construct.,4,0,"It is sometimes used metaphorically for social consequences. However, its primary use is literal physics.",1,0,"It can imply consequences follow actions, but it is primarily descriptive. Normative content is minimal.",1,1,It is a direct statement of a physical law. It does not involve reasoning from premises.,4,0,It states a universal physical law beyond any single observation. It is not about a specific everyday event.,4,"This reflects Newton's third law, a fundamental physical principle widely understood as common sense.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A rolling stone gathers no moss.,1,"A rolling stone literally does not accumulate moss, which is demonstrable. The broader meaning is interpretive.",2,1,It references biological growth (moss) and physical motion (rolling). These are objective natural phenomena.,3,0,It is a metaphor using a stone and moss to represent human activity and accumulation. It is not literal geology.,4,0,It implies one should stay active and not become stagnant. It carries a normative prescription.,3,1,It is an observation about the effect of continuous movement. It does not present a reasoning chain.,4,0,It states a general regularity about activity versus stagnation. It is not about a specific everyday event.,4,This proverb expresses the common understanding that staying active prevents stagnation.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
The earth revolves around the sun.,1,Earth's orbit around the sun is objectively demonstrable through astronomy. It is true independently of opinion.,4,1,It describes an objective astronomical phenomenon governed by gravity. It is not a social construct.,4,0,"It is sometimes used metaphorically (e.g., 'my world revolves around you'). However, its primary use is literal.",1,0,It is purely descriptive of an astronomical fact. It carries no normative content.,1,1,It is a direct statement about the physical world. It does not involve reasoning.,4,0,It states a universal astronomical regularity beyond any single observation. It is not about a specific everyday event.,4,This is a universally known astronomical fact understood as basic common knowledge.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
You can't make an omelet without breaking eggs.,1,"Literally, making an omelet requires breaking eggs, which is demonstrable. The broader principle is interpretive.",2,1,"It references physical processes (breaking eggs, cooking). However, the meaning is broader, reducing physical confidence.",2,0,It is a metaphor using cooking to represent any endeavor requiring sacrifice. It is not literal culinary advice.,4,0,"It implies one should accept necessary costs, a normative stance. It is not purely descriptive.",3,1,It is an observation about the necessity of trade-offs. It does not present a reasoning chain.,4,0,It states a general principle about necessary sacrifice for progress. It is not about a specific everyday cooking event.,4,This proverb captures the common understanding that achieving something requires accepting some loss or disruption.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
A rolling stone gathers no moss.,0,"Whether staying active is inherently better than settling is subjective and debatable. It cannot be proven objectively correct, unlike a verifiable fact.",4,1,"It references the physical phenomenon of moss growing on unmoved surfaces, a biological regularity. It is not about socially constructed rules or human preferences.",3,0,It uses the metaphor of moss growing on a stationary stone to represent stagnation. It is not literal language about actual stones and moss.,4,0,"It implicitly suggests one should keep moving to avoid stagnation, a normative judgment. It is not a positive empirical law because it prescribes behavior rather than describing one.",3,1,"It presents an observation about how inactivity leads to stagnation, stated as a general truth. It does not walk through logical reasoning to arrive at a conclusion.",4,0,"It generalizes about patterns of stagnation versus activity across all contexts, not observable in a single event. It contrasts with everyday situations one directly encounters.",4,"This proverb conveys a widely held belief about the value of staying active, reflecting common sense about inertia and growth in nature and life.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
Still waters run deep.,0,Whether quiet people are inherently deeper is subjective and cannot be objectively proven. It contrasts with a fact that can be empirically verified.,4,1,It references the physical property that calm water surfaces can conceal great depth. It is not about social conventions or human-made rules.,4,0,It uses the metaphor of deep water to represent hidden complexity in people. It is not literally about water depth.,4,0,"It implies one should not judge quiet people superficially, a value judgment about how to treat others. It is not merely a positive description of water currents.",3,1,"It states an observation about the nature of quiet individuals, presented as a general truth. It does not derive a conclusion through step-by-step reasoning.",4,0,"It generalizes about human character traits using water as an analogy, not based on a single observation. It is not about an everyday specific encounter.",4,"This proverb reflects common sense about quiet people often having complex inner lives, drawing on observable physical properties of water.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",qwen/qwen3.8-max-0902
