statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
"Because childcare subsidies expanded, therefore mothers employment rose nationally.",1,I am somewhat confident (3) employment rise can be demonstrated with labor statistics. It is not opinion but testable fact.,3,0,"I am very confident (4) it concerns subsidies, childcare, and employment in society. It is not physical but social policy.",4,1,"I am very confident (4) it uses plain words with exact meaning. It contains no metaphor, hyperbole, or aphorism.",4,1,I am somewhat confident (3) it describes an empirical labor outcome. It is not a moral judgment about mothers working.,3,0,I am somewhat confident (3) it infers employment effect from subsidy premise with therefore. It is not observation alone but reasoning.,3,0,I am very confident (4) it needs national employment data beyond one mother. It is not everyday household alone but abstract regularity.,4,People commonly see childcare support helping maternal employment nationally.,"['fact', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because social media spreads quickly, rumors there will feel more believable.",0,I am very confident it is opinion because it predicts a subjective future feeling that cannot be proven now. It is not a fact demonstrable as objectively correct.,4,0,I am very confident it is social because it concerns human beliefs and communication on social media. It is not physical like physics or biology.,4,1,I am very confident it is literal because it uses plain words meaning exactly what it says. It has no metaphor or hyperbole.,4,1,"I am somewhat confident it is positive because it describes what will happen, not what should happen. It states a pattern rather than a normative value judgment.",3,0,I am very confident it is reasoning because the because-clause is used to infer a conclusion. It is not mere knowledge but a logical inference.,4,0,I am somewhat confident it is abstract because it generalizes about rumor believability across society. It cannot be confirmed by one everyday observation alone.,3,Common intuition that rumors on fast media feel credible without formal research.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Since cities keep attracting workers, urban friendships will remain superficial next year.",0,I am very confident it is opinion because superficiality next year is a subjective future prediction. It cannot be demonstrated as fact now.,4,0,I am very confident it is social because it is about urban friendships and work migration. It is not about physical natural laws.,4,1,I am very confident it is literal because the wording is plain and direct. It contains no figure of speech.,4,1,"I am somewhat confident it is positive because it describes an expected regularity, not an ought. It is descriptive rather than normative.",3,0,I am very confident it is reasoning because since links worker attraction to a conclusion about friendships. It combines knowledge with logic.,4,0,I am somewhat confident it is abstract because it claims a city-wide trend over time. It goes beyond what one person could encounter daily.,3,Everyday common sense that big-city life makes deep friendships harder to maintain.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because people trust familiar faces, new leaders will appear less credible initially.",0,I am very confident it is opinion because appearing credible is subjective and future-oriented. It is not objectively provable as fact.,4,0,I am very confident it is social because it concerns human trust and leadership perception. It is not physical.,4,1,I am very confident it is literal because it says exactly what it means plainly. There is no aphorism or metaphor.,4,1,"I am somewhat confident it is positive because it predicts how credibility works, not how it should work. It avoids normative judgment.",3,0,"I am very confident it is reasoning because because connects trust in familiarity to a conclusion. It is inference, not just observation.",4,0,I am somewhat confident it is abstract because it generalizes about credibility across groups. One individual experience alone cannot establish it.,3,Common sense that people naturally distrust unfamiliar leaders at first.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"As online shopping grows, shoppers will prefer convenience over loyalty next decade.",0,"I am somewhat confident it is opinion because future shopper preferences cannot be proven objectively now. It is subjective projection, not fact.",3,0,I am very confident it is social because it is about socially constructed shopping preferences. It is not a physical law.,4,1,I am very confident it is literal because convenience and loyalty are used plainly. It has no figurative language.,4,1,I am somewhat confident it is positive because it describes expected behavior rather than prescribing it. It is not normative.,3,0,I am very confident it is reasoning because as growth is used to derive a conclusion. It goes beyond mere knowledge.,4,0,I am very confident it is abstract because it forecasts a decade-long consumer regularity. It requires synthesis beyond everyday encounters.,4,Widely shared intuition that convenience now beats store loyalty in shopping.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because crowds follow trends, this year's fashion will seem desirable everywhere soon.",0,I am very confident it is opinion because seeming desirable is subjective and predictive. It cannot be demonstrated as fact.,4,0,I am very confident it is social because it concerns shared fashion preferences and trends. It is not physical.,4,1,I am very confident it is literal because it states fashion desirability plainly. It uses no metaphor.,4,1,"I am somewhat confident it is positive because it describes a regularity in taste, not a rule. It is not normative.",3,0,I am very confident it is reasoning because because links trend-following to a conclusion. It is an inference.,4,0,I am somewhat confident it is abstract because desirable everywhere soon is a broad social generalization. It exceeds single everyday experience.,3,Common sense that crowd-following makes current fashion feel universally attractive.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Since workplaces value connections, promotions will depend partly on popularity next year.",0,I am somewhat confident it is opinion because next year's promotion basis is an uncertain prediction. It is not verifiable fact now.,3,0,I am very confident it is social because it is about workplace connections and human evaluation. It is not physical.,4,1,I am very confident it is literal because it means exactly what it says. It has no figure of speech.,4,1,"I am somewhat confident it is positive because it describes what happens, not what should happen. It is not a normative judgment.",3,0,I am very confident it is reasoning because since provides a reason for the promotion conclusion. It combines knowledge and logic.,4,0,I am somewhat confident it is abstract because promotion patterns across workplaces need broad data. One everyday case cannot prove it.,3,Workplace common sense that being liked helps promotion alongside merit.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because voters remember stories, election debates will influence opinions more than facts.",0,I am somewhat confident it is opinion because relative influence is subjective and hard to prove. It is not objective fact.,3,0,I am very confident it is social because it concerns beliefs and perceptions in elections. It is not physical.,4,1,I am very confident it is literal because influence and opinions are stated plainly. There is no hyperbole.,4,1,I am somewhat confident it is positive because it describes an empirical regularity in persuasion. It does not prescribe a norm.,3,0,I am very confident it is reasoning because because links memory to a conclusion about debates. It is inferential.,4,0,I am very confident it is abstract because it generalizes about voter psychology across elections. It cannot come from individual experience alone.,4,Common intuition that memorable stories in debates shape voter views.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"As neighborhoods change rapidly, longtime residents will feel less belonging eventually.",0,I am very confident it is opinion because feeling belonging is subjective and future-oriented. It cannot be proven as fact.,4,0,I am very confident it is social because it is about community attachment and perception. It is not physical.,4,1,I am very confident it is literal because it uses ordinary language directly. It has no metaphor.,4,1,"I am somewhat confident it is positive because it describes what will be felt, not what ought to be. It is descriptive.",3,0,"I am very confident it is reasoning because as change is used to infer loss of belonging. It is reasoning, not mere knowledge.",4,0,I am somewhat confident it is abstract because belonging over time is a broad social pattern. It exceeds simple everyday observation.,3,Common sense that rapid neighborhood change weakens residents' sense of belonging.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because teenagers seek approval, school reputations will matter more than grades socially.",0,I am somewhat confident it is opinion because mattering more socially is a subjective value comparison. It cannot be objectively demonstrated.,3,0,I am very confident it is social because it concerns teenage approval and preferences. It is human in origin.,4,1,I am very confident it is literal because matter and grades are meant literally. There is no figure of speech.,4,1,I am somewhat confident it is positive because it describes a social regularity rather than commanding it. It is not normative.,3,0,I am very confident it is reasoning because because derives reputation importance from approval-seeking. It is a logical conclusion.,4,0,I am somewhat confident it is abstract because it generalizes teen social values broadly. It needs more than one classroom experience.,3,School common sense that teen status often outweighs grades socially.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Since families share memories, holiday gatherings will feel more meaningful than vacations.",0,I am very confident it is opinion because feeling more meaningful is inherently subjective. It cannot be proven as fact like prettiness.,4,0,I am very confident it is social because it is about family memories and perceptions. It is not physical.,4,1,I am very confident it is literal because meaningful is used in its ordinary sense. It has no metaphor.,4,1,"I am somewhat confident it is positive because it describes experienced feeling, not a should. It is not normative.",3,0,I am very confident it is reasoning because since memories are used to infer meaningfulness. It presents a reasoned conclusion.,4,0,I am somewhat confident it is abstract because meaningfulness generalizes beyond single events. It cannot be settled by one experience.,3,Family common sense that shared holidays feel deeper than ordinary trips.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because capitalism rewards competition, wealthy lifestyles will seem more admirable widely.",0,I am very confident it is opinion because seeming admirable is subjective and predictive. It is not demonstrably factual.,4,0,I am very confident it is social because capitalism and admiration are socially constructed preferences. Not physical.,4,1,I am very confident it is literal because admire and wealthy are used plainly. It has no hyperbole.,4,1,"I am somewhat confident it is positive because it describes perceived status, not that wealth should be admired. It is descriptive.",3,0,I am very confident it is reasoning because because connects competition rewards to admiration. It is inference.,4,0,I am very confident it is abstract because it concerns capitalism as a system-wide regularity. It cannot arise from everyday experience alone.,4,Popular common sense linking competitive economies to admiration of wealth.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"As technology advances quickly, older workers will feel less confident professionally.",0,I am somewhat confident it is opinion because confidence is subjective and the claim is predictive. It is not objective fact.,3,0,I am very confident it is social because it is about work roles and perceptions. It is not physical.,4,1,I am very confident it is literal because confident professionally is plain language. It is not figurative.,4,1,"I am somewhat confident it is positive because it states an expected regularity, not a norm. It describes rather than judges.",3,0,I am very confident it is reasoning because as advancement is offered as reason for the conclusion. It is reasoning.,4,0,I am somewhat confident it is abstract because it generalizes across professions and time. Single daily encounters cannot establish it.,3,Workplace common sense that fast tech change shakes older workers' confidence.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because people fear criticism, public opinions will stay quieter than private beliefs.",0,"I am somewhat confident it is opinion because relative quietness is hard to measure objectively. It reflects subjective judgment, not fact.",3,0,I am very confident it is social because it is about human opinions and criticism. It is intrinsically human.,4,1,I am very confident it is literal because quieter and beliefs are literal. It has no metaphor.,4,1,I am very confident it is positive because it describes an empirical communication regularity. It does not state a social norm to obey.,4,0,I am very confident it is reasoning because because fear is used to infer expression behavior. It is a conclusion from knowledge.,4,0,I am somewhat confident it is abstract because public versus private belief gap is a broad pattern. It needs synthesis beyond everyday.,3,Social common sense that fear keeps controversial views private.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Since cultures value success, famous entrepreneurs will appear wiser than teachers.",0,I am very confident it is opinion because appearing wiser is subjective comparison like prettier bridges. It cannot be proven factually.,4,0,I am very confident it is social because it concerns cultural values and status perceptions. Not physical.,4,1,I am very confident it is literal because wiser is meant in ordinary language. It has no figure of speech.,4,1,"I am somewhat confident it is positive because it describes perception, not that entrepreneurs should be valued. It is descriptive.",3,0,I am very confident it is reasoning because since success-valuing leads to the appearance conclusion. It is inferential.,4,0,I am somewhat confident it is abstract because it generalizes cultural valuation across society. It is not one classroom observation.,3,Cultural common sense that fame is often mistaken for wisdom.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because history shapes identity, national celebrations will feel more unifying next decade.",0,I am very confident it is opinion because feeling unifying is subjective future prediction. It is not verifiable fact now.,4,0,I am very confident it is social because it is about national identity and shared beliefs. It is social.,4,1,I am very confident it is literal because unifying is used plainly. It contains no metaphor.,4,1,"I am somewhat confident it is positive because it predicts experienced unity, not commanded unity. It is not normative.",3,0,I am very confident it is reasoning because because history is given as reason for unity. It is reasoning.,4,0,I am very confident it is abstract because national identity over a decade is large-scale. It cannot come from individual experience alone.,4,National common sense that shared history makes celebrations feel unifying.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"As universities compete globally, college prestige will influence hiring more next year.",0,I am somewhat confident it is opinion because next year's influence is an uncertain forecast. It is not established fact.,3,0,I am very confident it is social because universities and hiring are human institutions. Not physical.,4,1,I am very confident it is literal because prestige and hiring are literal terms. No figure of speech.,4,1,I am somewhat confident it is positive because it describes a labor-market regularity. It does not prescribe a norm.,3,0,I am very confident it is reasoning because as competition is used to infer hiring influence. It is a logical conclusion.,4,0,I am very confident it is abstract because global hiring patterns need aggregate analysis. Everyday encounters alone cannot reveal it.,4,Education common sense that prestige increasingly drives hiring outcomes.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because neighbors observe each other, community reputations will form quickly over time.",0,"I am somewhat confident it is opinion because quickly is vague and predictive, not precisely measurable. It is subjective, not fact.",3,0,I am very confident it is social because it is about community observation and reputation. It is human.,4,1,I am very confident it is literal because reputations forming quickly is plain. It has no hyperbole.,4,1,I am very confident it is positive because it states an empirical social regularity. It does not impose a value judgment.,4,0,I am very confident it is reasoning because because observation leads to reputation conclusion. It combines knowledge and logic.,4,0,I am somewhat confident it is abstract because quick reputation formation is a general social process. It abstracts beyond one street.,3,Neighborhood common sense that reputations spread fast when people watch.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Since incomes differ widely, luxury brands will signal status more strongly tomorrow.",0,I am somewhat confident it is opinion because signaling more strongly tomorrow is predictive and interpretive. It is not proven fact.,3,0,I am very confident it is social because brands and status are socially constructed preferences. Not physical.,4,1,I am very confident it is literal because signal status is used in ordinary sociological sense. It is not metaphorical.,4,1,"I am somewhat confident it is positive because it describes a pattern, not a moral rule. It is descriptive.",3,0,I am very confident it is reasoning because since income differences are used to infer signaling. It is inference.,4,0,I am very confident it is abstract because status signaling across markets is systemic. It requires more than personal shopping experience.,4,Consumer common sense that luxury goods signal wealth when inequality is visible.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Because news repeats scandals, politicians will seem less trustworthy than neighbors.",0,I am very confident it is opinion because seeming trustworthy is subjective comparison. It cannot be objectively demonstrated like fact.,4,0,I am very confident it is social because it is about media-shaped beliefs and trust. It is social.,4,1,I am very confident it is literal because trustworthy and neighbors are plain terms. No figure of speech.,4,1,"I am somewhat confident it is positive because it describes perceived credibility, not that politicians should be distrusted. It is not normative.",3,0,I am very confident it is reasoning because because news repetition is reason for distrust conclusion. It is reasoning.,4,0,I am somewhat confident it is abstract because trust comparison generalizes across news audiences. One viewing cannot establish it.,3,Political common sense that scandal coverage erodes trust in officials.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"As populations age steadily, younger voters will favor change more strongly soon.",0,I am somewhat confident it is opinion because future voter favoring is uncertain prediction. It is not demonstrable fact now.,3,0,I am very confident it is social because it concerns age groups and voting preferences. It is human social.,4,1,I am very confident it is literal because favor change is plain language. It has no metaphor.,4,1,I am somewhat confident it is positive because it forecasts behavior rather than prescribing values. It is descriptive.,3,0,I am very confident it is reasoning because as aging is used to infer voting attitudes. It is a reasoned conclusion.,4,0,I am very confident it is abstract because demographic and voter trends are population-level regularities. They exceed everyday experience.,4,Generational common sense that aging societies push youth toward change.,"['opinion', 'social', 'literal language', 'positive', 'reasoning', 'abstract']",meta/muse-spark-1.3
"Slow water cuts deepest stone, so stay patiently persistent.",0,"Its claim that patience is best cannot be objectively proven, so I am somewhat confident. It is not a demonstrable fact independent of opinion.",3,1,"It refers to water eroding stone, a measurable physical process, so I am somewhat confident. It is not a purely socially constructed rule.",3,0,"It uses metaphor equating patience to water cutting stone, and I am very confident. It is not plain literal language.",4,0,"It prescribes staying persistent as a value, and I am very confident. It does not merely describe a positive empirical law.",4,1,"It presents a world observation, but I am somewhat unconfident because 'so' signals reasoning. It does not purely state knowledge without inference.",2,0,"It states a general regularity about persistence beyond single experiences, so I am somewhat confident. It is not limited to one ordinary everyday encounter.",3,It expresses familiar folk wisdom about patience that most adults would recognize.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Tall trees catch much wind, so stay humble to survive.",0,"That humility aids survival is subjective value judgment, so I am somewhat confident. It is not an objectively provable fact.",3,1,"It refers to trees and wind, objective biomechanical features, so I am somewhat confident. It is not merely a human social belief.",3,0,"It uses botanical metaphor for human humility, and I am very confident. It is not literal plain language.",4,0,"It prescribes staying humble to survive, and I am very confident. It does not only state a positive scientific regularity.",4,1,"It offers an observation, but I am somewhat unconfident because 'so' adds inferential reasoning. It is not knowledge alone without a conclusion.",2,0,"It generalizes about humility and survival beyond any single event, so I am somewhat confident. It is not just a report of an everyday incident.",3,"It reflects common sense that arrogance invites trouble, widely shared across cultures.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Still waters run deep, respect quiet strength in others.",0,"Its valuation of quiet strength is subjective and unprovable, so I am somewhat confident. It is not an objective demonstrable fact.",3,1,"It refers to water depth, a measurable physical property, so I am somewhat confident. It is not purely a social construction.",3,0,"It uses water-depth metaphor for character, and I am very confident. It is not literal ordinary language.",4,0,"It prescribes respecting quiet strength as a value, and I am very confident. It does not merely describe a positive empirical fact.",4,1,"It presents an observation about the world, and I am somewhat confident. It does not explicitly derive a conclusion through formal logic.",3,0,"It claims a general principle about quiet strength beyond direct observation, so I am somewhat confident. It is not confined to one everyday encounter.",3,"It captures everyday wisdom that quiet people are often thoughtful, commonly understood.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"A rolling stone gathers no moss, keep moving to stay fresh.",0,"That movement keeps one fresh is subjective and unprovable, so I am somewhat confident. It is not an objective fact.",3,1,"It refers to stones and moss growth, biological-physical phenomena, so I am somewhat confident. It is not merely social belief.",3,0,"It is a classic aphorism with moss as metaphor for stagnation, and I am very confident. It is not literal language.",4,0,"It urges keeping moving as desirable conduct, and I am very confident. It does not only state a positive law.",4,1,"It states an observation about the world, and I am somewhat confident. It does not formally combine knowledge with logic to reason.",3,0,"It asserts a general life regularity beyond single experiences, so I am somewhat confident. It is not merely describing one everyday event.",3,"It voices common belief that staying active keeps life fresh, widely recognized.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Heavy branches bend lowest, true greatness stays humble.",0,"That greatness should be humble is a subjective ideal, so I am somewhat confident. It is not a provable fact.",3,1,"It refers to branch bending under weight, a physical process, so I am somewhat confident. It is not purely social.",3,0,"It uses bending branches as metaphor for humility, and I am very confident. It is not plain literal description.",4,0,"It endorses humility as a value for greatness, and I am very confident. It does not merely report a positive regularity.",4,1,"It offers a world observation, and I am somewhat confident. It does not present an explicit logical derivation from premises.",3,0,"It generalizes about greatness beyond what one person can observe, so I am somewhat confident. It is not just an everyday encounter story.",3,"It expresses shared wisdom linking greatness with humility, familiar to most people.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Small leaks sink great ships, so fix tiny faults early.",0,"That tiny faults must be fixed early is a subjective judgment, so I am somewhat confident. It is not objectively provable fact.",3,1,"It refers to leaks sinking ships, an engineering-physical fact, so I am somewhat confident. It is not merely social convention.",3,0,"It uses sinking ships as hyperbole-metaphor for faults, and I am very confident. It is not strictly literal language.",4,0,"It prescribes fixing faults early as proper action, and I am very confident. It does not only describe a positive fact.",4,1,"It gives an observation, but I am somewhat unconfident because 'so fix' implies inferential reasoning. It is not bare knowledge alone.",2,0,"It states a general principle about faults beyond one experience, so I am somewhat confident. It is not limited to a single everyday leak.",3,"It reflects common sense that small problems grow if ignored, widely accepted.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Ripe fruit falls easily, let maturity come in time.",0,"Its view on timing of maturity is subjective, so I am somewhat confident. It is not a demonstrable objective fact.",3,1,"It refers to fruit falling, a biological-physical process, so I am somewhat confident. It is not purely social belief.",3,0,"It uses ripe fruit metaphor for human maturity, and I am very confident. It is not literal plain speech.",4,0,"It advises letting maturity come, expressing a value, and I am very confident. It does not merely state a positive law.",4,1,"It presents an observation about the world, and I am somewhat confident. It does not derive a conclusion by formal logic.",3,0,"It generalizes about maturity beyond direct observation, so I am somewhat confident. It is not just one everyday fruit encounter.",3,"It conveys common wisdom to allow natural maturation, familiar to most adults.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Iron sharpens iron, we grow stronger through each other.",0,"That we should grow through each other is subjective, so I am somewhat confident. It is not an objective provable fact.",3,1,"It refers to iron sharpening iron, a material-physical process, so I am somewhat confident. It is not purely social.",3,0,"It uses iron sharpening metaphor for human growth, and I am very confident. It is not literal language.",4,0,"It endorses mutual growth as good, a value judgment, and I am very confident. It is not only a positive description.",4,1,"It states an observation about the world, and I am somewhat confident. It does not explicitly combine premises with logic.",3,0,"It claims a general social-biological regularity beyond individual experience, so I am somewhat confident. It is not merely one everyday meeting.",3,It expresses common understanding that people improve each other through challenge.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Calm seas never made a skilled sailor, embrace hardship.",0,"That hardship should be embraced is subjective value, so I am somewhat confident. It is not a demonstrable fact.",3,1,"It refers to seas and sailing, physical-environmental phenomena, so I am somewhat confident. It is not merely social.",3,0,"It uses sailor-sea metaphor for life hardship, and I am very confident. It is not literal plain speech.",4,0,"It urges embracing hardship as valuable, and I am very confident. It does not merely describe a positive regularity.",4,1,"It offers a world observation, and I am somewhat confident. It does not formally reason from premises to conclusion.",3,0,"It generalizes about hardship and skill beyond personal experience, so I am somewhat confident. It is not just one sailing trip.",3,"It captures popular wisdom that difficulty builds skill, widely repeated.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Deep roots weather storms, build character to endure life.",0,"Its valuation of character and endurance is subjective, so I am somewhat confident. It is not objectively provable fact.",3,1,"It refers to roots and storms, biological-meteorological facts, so I am somewhat confident. It is not purely social.",3,0,"It uses roots weathering storms as metaphor for character, and I am very confident. It is not literal language.",4,0,"It commands building character as good, and I am very confident. It does not only describe a positive law.",4,1,"It states an observation about the world, and I am somewhat confident. It does not show explicit logical reasoning steps.",3,0,"It posits a general principle linking character to endurance, so I am somewhat confident. It is not limited to one everyday storm.",3,It reflects common belief that strong character helps endure adversity.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Bright fire needs air, give passion room to breathe.",0,"That passion needs room is subjective preference, so I am somewhat confident. It is not demonstrably true or false.",3,1,"It refers to fire requiring oxygen, a chemical-physical law, so I am somewhat confident. It is not merely social belief.",3,0,"It uses fire needing air as metaphor for passion, and I am very confident. It is not literal plain speech.",4,0,"It prescribes giving passion room as ideal, and I am very confident. It does not merely report a positive fact.",4,1,"It presents an observation about the world, and I am somewhat confident. It does not derive conclusions via formal logic.",3,0,"It generalizes about passion beyond what one can directly observe, so I am somewhat confident. It is not just an everyday fire.",3,"It expresses familiar wisdom that passion needs freedom, commonly shared.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Hard winter makes spring sweeter, endure suffering with hope.",0,"That spring is sweeter after winter is subjective appraisal, so I am somewhat confident. It is not objective fact.",3,1,"It refers to winter and spring seasons, physical-astronomical cycles, so I am somewhat confident. It is not purely social.",3,0,"It uses winter-spring metaphor for suffering and joy, and I am very confident. It is not literal language.",4,0,"It urges enduring suffering with hope as value, and I am very confident. It does not only describe positive facts.",4,1,"It offers a world observation, and I am somewhat confident. It does not explicitly combine knowledge with logic.",3,0,"It asserts a general regularity about suffering and hope beyond experience, so I am somewhat confident. It is not one winter encounter.",3,It voices common hope that hard times make good times appreciated.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Loose soil grows weeds fastest, guard your mind daily.",0,"That one should guard the mind daily is subjective value, so I am somewhat confident. It is not provable fact.",3,1,"It refers to soil growing weeds, a biological process, so I am somewhat confident. It is not merely social convention.",3,0,"It uses soil and weeds metaphor for mind, and I am very confident. It is not literal description.",4,0,"It prescribes guarding your mind as duty, and I am very confident. It does not merely state a positive regularity.",4,1,"It states an observation about the world, and I am somewhat confident. It does not present formal logical derivation.",3,0,"It generalizes about mind and weeds beyond direct observation, so I am somewhat confident. It is not just everyday gardening.",3,It reflects common advice to protect one's thoughts from negativity.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Clouded skies still hold sun, keep faith through darkness.",0,"Its call to keep faith is subjective and unprovable, so I am somewhat confident. It is not objective fact.",3,1,"It refers to clouds and sun, physical-atmospheric phenomena, so I am somewhat confident. It is not purely social.",3,0,"It uses sun behind clouds as metaphor for faith, and I am very confident. It is not literal plain speech.",4,0,"It urges keeping faith as a value, and I am very confident. It does not only describe positive meteorology.",4,1,"It offers a world observation, and I am somewhat confident. It does not reason explicitly from premises.",3,0,"It claims a general principle about faith beyond individual experience, so I am somewhat confident. It is not one cloudy day.",3,It captures common comfort that hope persists even in dark times.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Wild rivers carve canyons slowly, persistence shapes great destinies.",0,"That persistence shapes great destinies is subjective belief, so I am somewhat confident. It is not provable fact.",3,1,"It refers to river erosion forming canyons, a geological process, so I am somewhat confident. It is not merely social.",3,0,"It uses rivers carving canyons as metaphor for persistence, and I am very confident. It is not literal language.",4,0,"It valorizes persistence shaping destinies as ideal, and I am very confident. It does not merely state positive geology.",4,1,"It presents an observation about the world, and I am somewhat confident. It does not formally derive conclusions with logic.",3,0,"It generalizes about persistence shaping destinies beyond observation, so I am somewhat confident. It is not one river visit.",3,It expresses shared belief that steady effort creates great results over time.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Cold steel must be tempered, hardship forges better souls.",0,"That hardship makes souls better is subjective and unprovable, so I am somewhat confident. It is not objective fact.",3,1,"It refers to steel tempering, a physical-metallurgical process, so I am somewhat confident. It is not purely social.",3,0,"It uses steel tempering metaphor for human souls, and I am very confident. It is not literal speech.",4,0,"It implies hardship forging better souls is good, and I am very confident. It does not only describe positive metallurgy.",4,1,"It offers a world observation, and I am somewhat confident. It does not show explicit logical reasoning.",3,0,"It states a general principle about souls beyond empirical observation, so I am somewhat confident. It is not one blacksmith encounter.",3,"It reflects common idea that adversity strengthens character, widely believed.","['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"High tides lift all boats, help others rise together.",0,"That we should help others rise is value judgment, so I am somewhat confident. It is not provable fact.",3,1,"It refers to tides lifting boats, a physical-oceanographic fact, so I am somewhat confident. It is not merely social.",3,0,"It uses tides lifting boats as metaphor for mutual help, and I am very confident. It is not literal advice only.",4,0,"It prescribes helping others rise as right, and I am very confident. It does not merely report positive tidal law.",4,1,"It states an observation about the world, and I am somewhat confident. It does not derive conclusions through formal logic.",3,0,"It generalizes about mutual uplift beyond single experiences, so I am somewhat confident. It is not just one tide event.",3,It conveys popular wisdom that helping others benefits everyone together.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
"Fallen leaves feed future forests, failures nourish coming growth.",0,"That failures nourish growth is interpretive and subjective, so I am somewhat confident. It is not strict fact.",3,1,"It refers to leaves decomposing into forest nutrients, a biological process, so I am somewhat confident. It is not purely social.",3,0,"It uses fallen leaves feeding forests as metaphor for failure, and I am very confident. It is not literal language.",4,0,"It implies valuing failures as nourishing growth, and I am very confident. It does not only describe positive ecology.",4,1,"It presents a world observation, and I am somewhat confident. It does not explicitly reason from premises.",3,0,"It asserts a general cycle of failure and growth beyond observation, so I am somewhat confident. It is not one forest walk.",3,It expresses familiar consolation that failures enable future growth.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",meta/muse-spark-1.3
