statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Marriage based on free consent requires both partners' green lights.,1,"The requirement follows the publicly checkable meaning of free consent and appears in rights standards, rather than depending on romantic preferences.",4,0,Marriage and recognized consent clearly concern social institutions and personal authority rather than biological pairing alone.,4,0,Green lights clearly mean voluntary permission rather than literal traffic signals.,4,0,"It identifies required authorization for a consensual institution rather than describing how all marriages occur, though it is also definitional.",3,1,"It functions as a direct statement of a consent convention, although its definitional structure makes it somewhat close to a logical conclusion.",3,0,"It plausibly concerns the general convention defining consensual marriage, although its content is also accessible through everyday relationships.",3,People commonly understand that a freely chosen marriage requires agreement from both partners.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Diplomatic immunity generally shields foreign diplomats from the host country's criminal courts.,1,"Diplomatic law objectively establishes this general immunity, although accreditation, status, and waiver affect particular cases.",3,0,Diplomatic status and court jurisdiction clearly exist through human agreements rather than natural properties.,4,0,Shields clearly represents legal protection rather than a physical defensive barrier.,4,0,"It concerns a convention limiting what courts may do, but its descriptive wording also strongly fits the positive category.",2,1,It directly reports a legal convention rather than deriving immunity in a particular case.,4,0,This clearly concerns an international institutional arrangement that ordinary individual experience cannot establish.,4,This reflects the broadly familiar convention that accredited diplomats receive special legal protection abroad.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Refugee protection forbids sending people back into the jaws of persecution.,1,"Non-refoulement provisions support the claim independently of opinion, although legal scope and exceptions make this a simplification.",3,0,"Refugee status, persecution, and protection duties clearly concern human relationships and institutions rather than natural hazards alone.",4,0,The jaws of persecution clearly portrays persecution as a dangerous creature rather than something with literal jaws.,4,0,It clearly states a restriction on government conduct rather than claiming that forced returns never happen.,4,1,It directly summarizes a recognized protection principle rather than reasoning about an individual's eligibility.,4,0,This clearly concerns a general international protection framework rather than a single person's experience of seeking shelter.,4,This expresses the familiar protective intuition that refuge should not end with forced return to persecution.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
The polluter-pays principle says polluters should foot the bill for environmental damage.,1,The principle's documented meaning verifies this attribution independently of whether someone supports the principle.,4,0,"Although environmental damage is physical, the claim clearly concerns socially assigned financial responsibility rather than ecological mechanics.",4,0,Foot the bill clearly means pay the costs rather than perform a literal action with one's foot.,4,0,Should explicitly specifies who ought to pay rather than predicting who actually pays.,4,1,It directly reports the content of a named principle rather than inferring responsibility from case-specific evidence.,4,0,This clearly states a general policy principle for allocating environmental costs rather than an isolated cleanup experience.,4,This applies the familiar responsibility norm that those causing damage should bear its costs.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Accounting standards forbid sweeping financial liabilities under the rug.,1,"Accounting standards provide checkable recognition and disclosure requirements, although materiality and differing treatments qualify the broad wording.",3,0,Financial liabilities and reporting obligations clearly depend on economic and legal conventions rather than natural laws.,4,0,"Sweeping liabilities under the rug clearly means concealing them, not moving physical objects during cleaning.",4,0,It clearly identifies prohibited concealment rather than asserting that every financial report is complete.,4,1,It directly reports a general reporting obligation rather than calculating or inferring a company's liabilities.,4,0,This clearly concerns institutional reporting standards across organizations rather than a person's everyday household budgeting.,4,This captures the familiar expectation that honest financial reporting should not conceal debts and obligations.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Charity rules generally forbid diverting earmarked donations into unrelated pockets.,1,"Rules governing restricted donations can substantiate the claim independently of opinion, though jurisdictions and authorized modifications differ.",3,0,Donor restrictions and charitable duties clearly arise from human commitments and legal rules rather than physical properties of money.,4,0,Unrelated pockets clearly symbolizes unauthorized recipients or purposes rather than requiring literal clothing pockets.,4,0,It clearly specifies unacceptable use of entrusted funds rather than describing how every charity behaves.,4,1,It directly states a general restriction rather than reasoning from a particular donor's instructions.,4,0,It likely qualifies because it summarizes governance rules across charitable institutions rather than one personal act of giving.,3,People ordinarily expect donations given for a specified purpose to be used for that purpose.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Disability-rights norms reject making exclusion the price of having an impairment.,1,"Disability-rights instruments substantiate inclusion and nondiscrimination principles, although the metaphor leaves the precise scope of exclusion interpretive.",3,0,The focus is clearly society's treatment of impairment rather than the biological causes or physical characteristics of disability.,4,0,The price of impairment clearly represents an imposed social disadvantage rather than a literal monetary charge.,4,0,It clearly states an inclusion standard rather than claiming that existing societies have eliminated exclusion.,4,1,It directly characterizes a recognized rights framework rather than deriving a judgment about a particular accommodation.,4,0,This clearly concerns society-wide principles of inclusion rather than an individual encounter with an accessibility barrier.,4,This reflects the familiar expectation that disability alone should not justify shutting people out of society.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
International law generally forbids countries from swallowing their neighbors by force.,1,International prohibitions on territorial acquisition by force make the central claim objectively verifiable rather than a matter of taste.,4,0,"Sovereignty, borders, and lawful state conduct clearly arise from human political institutions rather than geographical physics.",4,0,Swallowing neighbors clearly metaphorizes territorial conquest and absorption rather than literal eating.,4,0,It clearly states what countries are prohibited from doing rather than claiming that conquest never occurs.,4,1,It directly reports a general international prohibition rather than arguing from evidence about a particular conflict.,4,0,"This clearly concerns the international legal order, which cannot be established through an individual's ordinary experience.",4,This expresses the widely understood principle that countries should not conquer and absorb neighboring states.,"['fact', 'social', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Communities should support vaccination; vaccines give contagious diseases fewer bridges to cross.,1,"Reduced transmission is empirically testable rather than merely opinion. However, the recommendation is value-dependent, so factuality is only partial.",3,1,"Its biological core concerns measurable infections rather than socially constructed beliefs, although the recommendation adds a social component.",3,0,"Clearly metaphorical: 'bridges' represents opportunities for transmission, not literal structures crossed by diseases.",4,0,"'Should support' explicitly recommends collective action, making the statement clearly more than a positive description.",4,1,"It primarily states a recognized relationship between vaccination and transmission, rather than presenting a logical derivation.",3,0,"Community-wide transmission patterns require evidence across populations, making this broader than an individual everyday observation.",3,Preventing infections helps protect both individuals and the people around them.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Cities should protect drinking water; sanitation cuts disease off at its source.,1,"Sanitation's effects on waterborne disease are objectively testable, unlike personal opinion. The protection imperative is not itself experimentally provable.",3,1,"Contamination and infection are measurable physical and biological processes, though municipal responsibility is partly social.",3,0,"'Cuts disease off' figuratively describes interrupting transmission, not literally cutting an illness.",4,0,'Should protect' clearly expresses a civic obligation rather than merely reporting existing water conditions.,4,1,The statement supplies a general relationship between sanitation and disease without working through an inference.,3,0,Citywide sanitation effects involve infrastructure and population evidence beyond one person's experience.,3,Keeping drinking water clean is a familiar way to prevent people from becoming sick.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Governments should curb air pollution; dirty air quietly steals years of life.,1,"Pollution-related reductions in life expectancy can be investigated objectively. The governmental obligation remains a value judgment, limiting complete factuality.",3,1,"Airborne particles and physiological damage are objectively measurable, although the proposed governmental role is socially determined.",3,0,'Steals years' clearly personifies pollution; air does not literally commit theft.,4,0,"'Should curb' clearly prescribes government conduct, distinguishing it from a purely positive health claim.",4,1,It states a general health association rather than demonstrating a conclusion through explicit logical steps.,3,0,Changes in population life expectancy require aggregated evidence rather than ordinary individual observation.,4,"Breathing harmful substances damages health, so reducing exposure is sensible.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Road safety deserves investment; lower traffic speeds soften the blow of crashes.,1,"The relationship between impact speed and collision severity is testable. Whether safety deserves investment also involves priorities, not objective measurement alone.",3,1,"Speed, impact energy, and injury severity have measurable physical foundations, despite the social investment component.",3,0,"'Soften the blow' is a conventional idiom for reducing harm, although crashes also involve literal blows.",3,0,'Deserves investment' clearly assigns value and recommends a priority rather than only describing crashes.,4,1,It reports a familiar physical regularity without calculating collision forces or deriving a conclusion.,3,0,"Systemwide traffic safety involves general evidence, but individuals can also encounter this relationship directly, weakening abstractness.",2,Reducing collision severity is a familiar reason to take traffic safety seriously.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Societies should protect forests; tree roots stitch vulnerable soil together.,1,Root reinforcement of soil can be measured independently of opinion. The duty to protect forests is a separate evaluative element.,3,1,"Roots and soil strength are physical phenomena rather than conventions, although collective protection is a social recommendation.",3,0,'Stitch' clearly compares roots with sewing thread rather than describing literal sewing.,4,0,"'Should protect' explicitly endorses conservation, so the statement is not merely a positive ecological description.",4,1,It states an ecological relationship rather than deriving it from premises about roots and soil.,3,0,"The societal framing suggests landscape-scale conservation, but root stabilization is also observable in everyday settings.",2,"Vegetation helps keep soil in place, making forest protection practically valuable.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Fishing needs limits; relentless harvesting empties the ocean's pantry.,1,Fish-stock depletion under excessive harvesting is objectively investigable. The demand for limits additionally depends on conservation goals.,3,1,"Fish abundance and reproduction are measurable biological features, while decisions about limits introduce a social element.",3,0,"'Ocean's pantry' clearly represents marine food resources, not a literal storage cupboard.",4,0,'Needs limits' clearly advocates restraint rather than merely describing the amount of fishing.,4,1,It states a general resource-depletion pattern without explicitly deriving it from reproduction and harvesting rates.,3,0,"Long-term marine population depletion requires evidence across fisheries and generations, beyond an individual's ordinary observations.",3,Taking renewable resources faster than they recover eventually leaves fewer resources available.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Antibiotics deserve careful use; overuse arms bacteria against treatment.,1,Selection for antibiotic resistance is experimentally and epidemiologically testable. 'Deserve careful use' adds a value-based recommendation.,3,1,"Bacterial susceptibility is biologically measurable rather than socially constructed, though responsible use involves human norms.",3,0,"'Arms bacteria' is clearly a military metaphor for resistance, not literal weapons provision.",4,0,'Deserve careful use' endorses responsible prescribing and consumption rather than only describing resistance.,4,1,It presents an established biological relationship rather than walking through evolutionary reasoning.,3,0,Resistance across bacterial populations and treatment systems cannot be established through unaided individual experience.,4,A useful medicine should not be used carelessly when misuse can undermine its effectiveness.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Climate protection warrants action; greenhouse gases thicken Earth's insulating blanket.,1,Increased greenhouse warming is objectively testable under the metaphor's intended interpretation. Whether it warrants action includes evaluative commitments.,3,1,"Atmospheric radiation and temperature are objective physical properties, although the action judgment introduces values.",3,0,'Insulating blanket' clearly analogizes atmospheric heat retention; Earth is not literally wrapped in fabric.,4,0,'Warrants action' explicitly judges intervention appropriate rather than offering only a positive climate description.,4,1,It states a broad physical relationship rather than deriving warming from radiative equations.,3,0,"Planetary energy balance and long-term climate trends require collective measurement and theory, not individual everyday experience.",4,"Changing the conditions that retain heat can change temperatures, making harmful warming worth preventing.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Workplaces should control dangerous noise; repeated exposure wears hearing down.,1,Noise exposure and hearing loss can be measured objectively. Workplace obligations are not established by those measurements alone.,3,1,"Sound intensity and auditory injury are measurable physical and biological features, though workplace responsibility is social.",3,0,'Wears hearing down' figuratively treats hearing ability as material gradually eroded through use.,4,0,"'Should control' clearly specifies employer responsibility, not merely an observed workplace condition.",4,1,It reports a familiar exposure–damage relationship instead of presenting a chain of reasoning.,3,0,"Occupational exposure patterns benefit from population evidence, but hearing damage can also be encountered personally.",2,"Repeated loud noise can damage hearing, so preventing unnecessary exposure is sensible.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Buildings should meet earthquake standards; strong designs help them roll with nature's punches.,1,Seismic design performance can be tested through engineering analysis and observed damage. Compliance as an obligation is partly normative.,3,1,"Structural responses to seismic forces are physical, but the referenced standards are socially established rules.",3,0,"'Roll with nature's punches' clearly borrows boxing imagery for surviving earthquake forces, not literal fighting.",4,0,'Should meet' explicitly endorses compliance with a safety standard rather than merely describing buildings.,4,1,It states a general engineering benefit without deriving structural performance from mechanical principles.,3,0,"General seismic performance requires engineering knowledge and evidence across structures, beyond ordinary individual experience.",3,Structures built to withstand foreseeable hazards are less likely to fail dangerously.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Communities should preserve wetlands; these natural sponges can reduce flooding.,1,Wetland water storage and flood effects can be measured objectively. The preservation recommendation additionally reflects human priorities.,3,1,"Water storage and flood flows are measurable physical processes, despite the social preservation recommendation.",3,0,'Natural sponges' clearly compares wetlands with absorbent objects rather than identifying them as literal sponges.,4,0,'Should preserve' clearly advocates conservation rather than merely reporting wetland functions.,4,1,It presents a general hydrological relationship rather than an explicit deduction about a particular flood.,3,0,"Watershed-level flood effects require observations across locations and events, although local water retention is directly observable.",3,Keeping places that store excess water can help protect surrounding areas from floods.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Fire prevention deserves funding; dry vegetation gives flames a highway.,1,Fire spread through dry vegetation is empirically testable rather than subjective. Funding priorities remain partly evaluative.,3,1,"Fuel moisture and flame propagation are physical properties, although funding decisions are social.",3,0,"'Gives flames a highway' clearly metaphorizes a route for rapid spread, not a literal road.",4,0,'Deserves funding' clearly endorses a resource priority rather than only describing fire behavior.,4,1,It states a combustion-related regularity without explicitly deriving a funding decision through logic.,3,0,"Regional fire prevention involves broad patterns, but the combustibility of dry vegetation is also everyday knowledge.",2,"Dry plant material burns readily and can help fires spread, making prevention valuable.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Agriculture should protect pollinators; losing them pulls the rug from many crops.,1,Pollinator loss and changes in crop yields are objectively measurable. The protection imperative is not purely factual.,3,1,"Pollination and crop reproduction are biological processes rather than conventions, though protection priorities involve social choices.",3,0,'Pulls the rug' clearly signifies removing essential support rather than moving an actual floor covering.,4,0,"'Should protect' clearly expresses an agricultural responsibility, not merely a positive claim about pollination.",4,1,It states a biological dependency rather than demonstrating a conclusion through explicit premises.,3,0,Dependence across many crops and agricultural systems requires broader evidence than an individual's garden experience.,3,Protecting organisms that help crops reproduce supports reliable food production.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Children deserve adequate nutrition; deficiencies can cast long shadows over development.,1,Developmental effects of nutritional deficiencies can be studied objectively. Children's entitlement to nutrition is an additional moral judgment.,3,1,"Nutrient deficiencies and developmental outcomes have measurable biological aspects, but entitlement is a moral concept.",3,0,"'Cast long shadows' clearly represents lasting harmful effects, not literal changes in illumination.",4,0,"'Deserve' explicitly asserts an entitlement, making the statement clearly normative rather than only descriptive.",4,1,It supplies a general developmental observation without deriving it from biological mechanisms.,3,0,Long-term developmental effects across children require longitudinal evidence beyond a single person's ordinary experience.,3,"Children need sufficient nourishment to grow, and serious deprivation can have lasting consequences.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Healthcare should support screening; early treatment can keep some cancers from gaining ground.,1,Effects of early treatment on particular cancers are testable. The broad screening recommendation is value-dependent and does not establish every screening program's benefit.,3,1,"Tumor progression and treatment responses are biological phenomena, while screening priorities also depend on social values.",3,0,'Gaining ground' clearly depicts cancer progression as territorial advance rather than literal land acquisition.,4,0,'Should support' explicitly recommends a healthcare priority rather than merely reporting treatment outcomes.,4,1,It states a qualified medical generalization rather than presenting a diagnostic or deductive reasoning process.,3,0,"Comparing screening and treatment outcomes requires population studies, not conclusions from individual patient experiences alone.",4,Finding a treatable illness before it advances can improve the opportunity to control it.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Cities should provide shade; heat waves hit harder where concrete replaces trees.,1,Differences in urban temperatures and heat exposure are measurable rather than matters of opinion. The municipal obligation remains evaluative.,3,1,"Shade, surface heating, and air temperature are physical features, despite the socially assigned responsibility.",3,0,"'Hit harder' clearly describes greater heat impacts, not literal punches delivered by weather.",4,0,'Should provide' clearly advocates a municipal responsibility rather than only describing urban temperatures.,4,1,It reports a general environmental relationship without deriving it from heat-transfer principles.,3,0,"Urban land-cover effects involve citywide patterns, although shade's cooling effect is readily encountered in everyday life.",3,Shade and vegetation help people stay cooler during hot weather.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Societies should discourage smoking; tobacco smoke lays siege to lungs.,1,Tobacco-related lung damage is objectively demonstrable when the metaphor is interpreted medically. The discouragement recommendation adds a normative judgment.,3,1,"Smoke exposure and lung injury are measurable biological realities, though societal discouragement is social behavior.",3,0,'Lays siege' clearly uses warfare imagery for repeated biological harm rather than literal military action.,4,0,'Should discourage' clearly endorses collective conduct rather than merely describing smoking's effects.,4,1,It states a widely recognized health relationship rather than constructing a logical proof.,3,0,"The general long-term health burden requires accumulated medical evidence, although individual symptoms can be directly experienced.",3,"Inhaling tobacco smoke harms the body, so discouraging smoking protects health.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Food producers should prioritize hygiene; contamination can ignite outbreaks across borders.,1,Contamination-linked international outbreaks can be traced and verified objectively. Prioritizing hygiene additionally expresses a value commitment.,3,1,"Microbial contamination and infection are biological, although national borders and producer duties are socially constructed.",3,0,"'Ignite outbreaks' clearly compares disease emergence with starting a fire, not literal combustion.",4,0,'Should prioritize' clearly recommends a professional duty rather than merely reporting contamination.,4,1,It describes a general transmission possibility rather than showing the reasoning used to investigate an outbreak.,3,0,Cross-border disease patterns require supply-chain and epidemiological evidence beyond an individual's everyday experience.,4,Food distributed widely can make many people sick if it becomes contaminated.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Employers should respect rest; widespread sleep deprivation puts accidents in the fast lane.,1,Associations between insufficient sleep and accident risk are empirically testable. Employer responsibility is not independently provable as a physical fact.,3,1,"Sleep loss, impaired alertness, and physical accidents are measurable, although employment responsibilities are social.",3,0,'Puts accidents in the fast lane' clearly metaphorizes increased risk rather than literally assigning accidents a traffic lane.,4,0,'Should respect' clearly prescribes employer behavior rather than only describing sleep-related performance.,4,1,It states a general risk relationship without calculating probabilities or explicitly combining premises.,3,0,"Population accident risks require aggregated evidence, but fatigue and mistakes are also familiar individual experiences.",3,"Tired people are more likely to make dangerous mistakes, making adequate rest important.","['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Energy policy should favor efficiency; wasted fuel feeds pollution without delivering useful work.,1,"Fuel consumption, useful energy output, and combustion emissions are objectively measurable. Favoring efficiency is a policy judgment rather than a purely factual claim.",3,1,"Fuel combustion, emissions, and useful work are physical quantities, although policy preferences are socially determined.",3,0,"'Feeds pollution' clearly portrays pollution as something nourished, rather than describing literal eating.",4,0,'Should favor' clearly recommends a policy priority rather than merely describing energy use.,4,1,It reports a general relationship between fuel waste and pollution rather than deriving an efficiency calculation.,3,0,Energy-system efficiency and aggregate emissions require technical and collective evidence beyond ordinary individual experience.,3,Using fuel wastefully creates avoidable environmental costs without providing a corresponding practical benefit.,"['fact', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Earth's living tapestry is too precious to unravel for short-term gain.,0,"Calling biodiversity too precious to sacrifice clearly expresses a subjective priority, not an objectively provable fact.",4,1,"Biodiversity and ecosystem damage are measurable biological realities, giving some physical grounding. However, the central valuation is human, making this fit weak.",2,0,"Living tapestry and unravel clearly describe ecosystems metaphorically, rather than referring to literal woven fabric.",4,0,"It clearly judges environmental destruction against a preservation value, rather than merely describing ecological change.",4,1,"This clearly presents a general belief about nature's value, rather than reasoning through premises.",4,0,The planetary and intergenerational perspective clearly exceeds what individual everyday experience can establish.,4,It expresses the familiar principle that lasting natural resources should not be sacrificed for temporary benefits.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Clean water is life's bloodstream and deserves protection beyond borders.,0,"The obligation to protect water beyond borders is clearly a value judgment, not an empirically decidable fact.",4,1,"Water quality and biological dependence are physical matters, but the statement's central obligation is socially grounded. The physical classification is therefore weak.",2,0,Life's bloodstream clearly metaphorizes water's sustaining role; water is not literally a universal circulatory system.,4,0,"Deserves protection clearly specifies how water ought to be treated, rather than merely reporting its properties.",4,1,It clearly states a general belief about water's importance without deriving a conclusion from explicit premises.,4,0,The cross-border obligation fairly clearly concerns a general principle beyond an individual's ordinary encounters with water.,3,It connects the widely understood necessity of clean water with the responsibility to protect it.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Fertile soil is a treasure future generations deserve to inherit.,0,"Future generations' entitlement is clearly a moral belief, not something soil measurements can objectively establish.",4,1,"Soil fertility has measurable physical and biological properties. Nevertheless, inheritance and deservingness dominate the claim, so its physical fit is weak.",2,0,Treasure fairly clearly metaphorizes soil's value rather than identifying it as a literal collection of valuables.,3,0,"Deserve to inherit clearly expresses an obligation to future people, rather than a positive claim about soil chemistry.",4,1,"This clearly states an evaluative generalization about fertile soil, rather than presenting a logical derivation.",4,0,Intergenerational responsibility clearly reaches beyond individual experience and ordinary observations of gardening or farming.,4,It reflects the practical wisdom of preserving the foundations of food production for those who follow.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Extinction is a door humanity should never casually slam shut.,0,"The acceptable attitude toward extinction is clearly evaluative, even though particular extinctions can be factually established.",4,1,"Extinction is an objective biological condition, providing physical grounding. The statement chiefly concerns moral responsibility, however, so the overall fit is weak.",2,0,The closing door clearly metaphorizes irreversible loss rather than describing a literal doorway.,4,0,"Should never casually clearly prescribes caution, rather than merely describing how extinction happens.",4,1,"It fairly clearly presents a standing belief about extinction, rather than working through a chain of reasoning.",3,0,Humanity's responsibility for species-level irreversibility clearly exceeds an individual's ordinary experience.,4,It expresses caution about causing irreversible losses.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
A stable climate is a better inheritance than mountains of disposable goods.,0,"Better inheritance clearly expresses a subjective ranking, not a comparison that measurement alone can settle.",4,1,"Climate stability and material quantities are measurable physical subjects. Their relative worth is a human judgment, so the physical fit remains weak.",2,0,"Mountains of goods is clear hyperbole, while inheritance figuratively frames the conditions left to descendants.",4,0,"It clearly prioritizes environmental continuity over consumption, rather than simply describing climate or manufactured goods.",4,1,"This clearly asserts a general comparison of values, rather than deriving one through stated premises.",4,0,"The comparison concerns global climate and generational welfare, clearly exceeding individual everyday experience.",4,It favors durable living conditions over short-lived material abundance.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Renewable energy is a wiser foundation than civilization's dwindling fossil fuel bank.,0,"Wiser clearly depends on priorities and tradeoffs, unlike a purely factual comparison of energy outputs.",4,1,"Renewability and fuel reserves are objective resource properties. The central judgment of wisdom is socially grounded, however, making the physical fit weak.",2,0,Foundation and fossil fuel bank clearly metaphorize civilization's support systems and stored energy resources.,4,0,"It clearly favors one basis for energy provision, rather than merely reporting resource availability.",4,1,"It clearly states a broad evaluative belief about energy choices, rather than displaying an argument.",4,0,Civilization-wide energy planning clearly requires a perspective beyond one person's everyday experience.,4,It applies the familiar preference for replenishable supplies over dependence on exhaustible reserves.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Nuclear fire belongs behind the strongest fences of caution.,0,The appropriate degree of caution is clearly a judgment; physics alone cannot establish what safeguards ought to count as strongest.,4,1,"Nuclear reactions and their hazards are objective physical phenomena. However, the main claim prescribes human conduct, so the physical classification is weak.",2,0,Fences of caution clearly metaphorizes safeguards; caution does not literally form a fence.,4,0,"Belongs clearly prescribes restraint and protection, rather than merely describing nuclear processes.",4,1,"It fairly clearly states an established evaluative stance toward nuclear hazards, rather than deriving a conclusion.",3,0,The general governance of nuclear hazards fairly clearly extends beyond ordinary personal experience.,3,It expresses the intuitive principle that powerful hazards deserve especially strong safeguards.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
"Antibiotics are medical treasures, not ammunition for every sniffle.",0,"The treasure metaphor and implied stewardship priority are fairly clearly evaluative. However, antibiotic indications also involve objectively testable medical facts.",3,1,"Antibiotics act through objective biological mechanisms, providing physical grounding. Nevertheless, the statement chiefly evaluates their use, so the overall fit is weak.",2,0,Treasures and ammunition clearly metaphorize medicines' value and deployment rather than naming literal valuables or bullets.,4,0,The contrast clearly discourages indiscriminate prescribing rather than merely describing antibiotic mechanisms.,4,1,It clearly states a general belief about appropriate antibiotic use rather than presenting stepwise reasoning.,4,0,"It can suggest collective stewardship of medicine, but it also directly concerns ordinary treatment decisions. Its abstract fit is therefore weak.",2,It captures the practical wisdom that valuable medicines should not be used indiscriminately.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
Vaccines are shields worth extending across humanity.,0,"Worth extending clearly expresses a value judgment, distinct from objectively testable claims about particular vaccines.",4,1,"Vaccination involves measurable biological protection. The central recommendation concerns human priorities and distribution, however, so the physical fit is weak.",2,0,Shields clearly metaphorizes disease protection rather than identifying vaccines as literal defensive equipment.,4,0,"It clearly endorses broad access to protection, rather than merely reporting immune responses.",4,1,"It clearly offers a general assessment of vaccination, rather than deriving a conclusion from separate premises.",4,0,The humanity-wide scope fairly clearly concerns a collective principle beyond individual vaccination experiences.,3,It expresses the familiar idea that protection from disease is worth making broadly available.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
"Biodiversity is nature's library, and burning its books is morally reckless.",0,"Morally reckless clearly expresses ethical evaluation, not an objectively measurable biological property.",4,1,"Biological diversity and extinction have objective natural referents. Moral recklessness is a human judgment, however, leaving a weak overall physical fit.",2,0,Nature's library and burning its books clearly form an extended metaphor for biodiversity and its destruction.,4,0,The explicit moral criticism clearly judges conduct rather than merely describing species loss.,4,1,"It clearly states an evaluative generalization about biodiversity loss, rather than showing a logical derivation.",4,0,The value of biodiversity as a whole clearly exceeds what one individual's everyday observations can establish.,4,It compares destroying biological variety to carelessly destroying something valuable and difficult to replace.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
"Oceans deserve to remain nurseries of life, not humanity's dumping grounds.",0,Deserve clearly introduces an ethical judgment that pollution measurements alone cannot prove or disprove.,4,1,"Marine reproduction and pollution are measurable biological and chemical phenomena. Their moral prioritization remains human-centered, so the physical fit is weak.",2,0,"Nurseries of life fairly clearly personifies oceans' nurturing role, although nursery also has an established ecological usage.",3,0,It clearly favors ecological protection over waste disposal rather than merely reporting marine conditions.,4,1,"It clearly states a general belief about oceans' proper treatment, without an explicit reasoning process.",4,0,The planetary role and proper treatment of oceans clearly extend beyond individual everyday experience.,4,It expresses the practical and ethical intuition that life-supporting environments should not be ruined by waste.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",openai/gpt-6-astra
