id,statement,statementSource,origLanguage,published,statementMedian,createdAt,updatedAt,statementCategory,parentId
783,if a person is leaving a fast food store with a bag from walmart,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
784,if a person is leaving a fast food store with a bag he is leaving something in that store,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,History and events,
785,if a person is leaving a fast food store with a bag he shouldnt be twerking,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
786,if a person is leaving a fast food store with a bag it might contain money from a robbery,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
787,if a person is leaving a fast food store with a bag that person did not like the food offered,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
788,if a person is leaving a fast food store with a bag they intend to prowl the sewers looking for their pet crocodile,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
789,if a person is leaving a fast food store with a bag they just got their dry cleaning back,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
790,if a person is leaving a fast food store with a bag they must not be hungry,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
791,if a person is leaving a fast food store with a bag they will throw it away,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
792,if a person is on a road trip he she would not maintain their vehicle,category response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
793,if a person is wearing a swimsuit because he is a madman,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
794,if a person is wearing a swimsuit he cannot play basketball,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
795,if a person is wearing a swimsuit he is going to bed,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
796,if a person is wearing a swimsuit out to a restaurant,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Geography and places,
797,if a person is wearing a swimsuit that person will attend a college class,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
798,if a person is wearing a swimsuit they are going into outer space,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
799,if a person is wearing a swimsuit they will want to go into a freezer,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
800,if a person is wearing a swimsuit they're going to the movie theater,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
801,if a person is wearing a swimsuit tp go ice skating,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Natural and physical sciences,
802,if a person justifies their actions they would keep mute and be proud,category response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
803,if a person lands a job they will come into work late the first day,category response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
804,if a person starts exercising he would want to make sure that he eat protein first so that his protein does not get low,category response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Natural and physical sciences,
805,if a person uses the litter box then a person is organized,category response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
806,if a person works well they will usually be rewarded for their efforts,category response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
807,if a study finds that 59 percent of texans oppose permitless carry of handguns the state shouldn't allow it,news media,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,History and events,
808,if a woman wears the briefest of clothing dances provocatively walks down dark streets alone or drinks more than she knows she should it makes her vulnerable,news media,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
809,if a word is worth one shekel silence is worth two,aphorism,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
810,if alex accidentally stepped in dog poop they would immediately clean their shoe,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
811,if alex affects sam's health he would make joke off it,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
812,if alex affects sam's health he would take care of it when need be,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
813,if alex affects sam's health they stop doing whatever it is that harms sam and apologizes,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
814,if alex arrives at alex's destination then the person would be happy that they have reached their destination,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
815,if alex arrives at alex's destination then the person would realize they have arrived at a wrong location,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
816,if alex arrives at alex's destination they will have forgotten something important,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
817,if alex arrives at alex's destination they will have made it with everything they need,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
818,if alex arrives at alex's destination they would run their car into the building,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
819,if alex arrives at alex's destination they would safely shut off the car,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
820,if alex asks a question he would listen attentively to the response,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
821,if alex asks a question he wouldn't mind the response,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
822,if alex asks for sam explanation he will weigh it against his own judgment,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Philosophy and thinking,
823,if alex avoids like the plague they will expect to catch an illness,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Natural and physical sciences,
824,if alex avoids like the plague they would make sure they would not see who they were avoiding,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
825,if alex bats a thousand than they did not swing and miss any ball whatsoever,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
826,if alex becomes a police officer they would go back to school for a finance degree,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
827,if alex becomes a police officer they would learn how to fire their gun better,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
828,if alex bothers sam so much alex will feel ashamed,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
829,if alex breaks sam's ankle alex may take home a piece of sam's ankle and put it on their mantle,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
830,if alex breaks sam's ankle alex would then begin to repeatedly stomp on sam's ankle hoping that this would set the broken bones back into place,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
831,if alex breaks sam's ankle sam deserved it,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Philosophy and thinking,
832,if alex breaks sam's ankle they will simply continue on their way,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
833,if alex breaks sam's ankle what is the matter,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
834,if alex breaks sam's foot sam will wish that alex did not break their foot,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
835,if alex breaks sam's foot than sam will ask why alex did that,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
836,if alex breaks sam's foot won't even think to offer to help pay for the medical bills that arose due to the injury alex caused,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
837,if alex brings down the house alex will feel guilty,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,History and events,
838,if alex brings down the house he she is careful to remain greatful and humble,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
839,if alex brings sam a spare key he or she will make use of one out of it,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
840,if alex brings sam a spare key they will first think of which one to use,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Geography and places,
841,if alex brings sam a spare key they will leave it in their mailbox without telling them about it,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
842,if alex brings sam the news it is more than likely true,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
843,if alex brings sam the news sam should not believe them,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Philosophy and thinking,
844,if alex brings sam to the ground alex will not stop and create a seriously bad situation,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
845,if alex brings sam to the ground alex will refrain and make things right,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
846,if alex brings sam to the ground because they are practicing tactical maneuvers,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
847,if alex brushes sam's teeth they will ask permission first,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Natural and physical sciences,
848,if alex brushes sam's teeth they will use a hair brush,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
849,if alex brushes sam's teeth they will use a tooth brush,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
850,if alex brushes sam's teeth they will use peanut butter,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
851,if alex builds a birdhouse they will hang it outside,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
852,if alex builds a birdhouse they would hang it inside the house,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
853,if alex buys a new chair he will give it to his dog,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
854,if alex buys a new chair he would never even think to sit in the chair,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
855,if alex buys a new chair they will give it away immediatly,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
856,if alex buys milk what do we do with this,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
857,if alex calls a locksmith he will expect his situation to be fixed for free,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
858,if alex calls a locksmith they will close the door,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
859,if alex calls a locksmith they will open the door,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
860,if alex calls sam's mother they would hang up immediately after she answered,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
861,if alex calls sam's mother they would have a conversation about sam,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
862,if alex calls sam's mother they would immediately hang up on them,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
863,if alex calls to account a memory than it would be made up,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
864,if alex calls to account alex is dead,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
865,if alex calls upon to perform they will run away and hide,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
866,if alex catches a bird and decides to keep it as a pet despite not knowing anything about it,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Religion and belief systems,
867,if alex catches a bird and lets it go after observing it knowing that keeping it is a bad idea,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
868,if alex catches a bird he cut its wings,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
869,if alex catches a bird he pet that bird,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
870,if alex catches sam eye have treatment for stabismus,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
871,if alex celebrates sam's victory they say we did this,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
872,if alex celebrates sam's victory they will prepare a funeral,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
873,if alex celebrates sam's victory they would jump up and down,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Natural and physical sciences,
874,if alex changes sam's way he will help sam find his way out of the maze,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
875,if alex changes sam's way sam would become smarter,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
876,if alex changes the baby's diaper it will fit snugly but not too tight and stay on securely with pins,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
877,if alex changes the baby's diaper pigeon not ultra premium baby diaper pants,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
878,if alex changes the baby's diaper pigeon ultra premium baby diaper pants,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
879,if alex comes and get sam then Morgan would assume that they are invited to go with both alex and sam as well,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
880,if alex comes near sam i am scared,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
881,if alex comes near sam sam will just not care,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
882,if alex comes near sam they are trying to threaten them into handing over money,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
883,if alex comes near sam they will make awful noises,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
884,if alex comes near sam they would bump them on purpose,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
885,if alex conducts research and documents every bit of information they learn,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Natural and physical sciences,
886,if alex considers sam example most memorable moment in our life,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
887,if alex considers sam example then the first person might ask a question regarding the example,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
888,if alex creams in alex's jeans they may walk around all day with cream stains on their crotch,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
889,if alex creams in alex's jeans they will enjoy it and then change their pants,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
890,if alex creams in alex's jeans they will go to the bathroom and sop it up the best they can,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
891,if alex creams in alex's jeans they will take a picture and send it to their friends,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
892,if alex creams in alex's jeans they would wash their jeans,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
893,if alex cries sam a river something bad must have happened,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
894,if alex cries sam a river they'll make a creek of themself,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
895,if alex cuts sam's arm he will not call for help,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
896,if alex cuts sam's arm he will try to stop the bleeding,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
897,if alex cuts sam's arm they will clean the wound with alcohol and then put a bandage on it,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
898,if alex cuts sam's arm they will put put a bandage on it without disinfecting the wound first,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,History and events,
899,if alex decides to not be friends with sam,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
900,if alex decides to not be friends with sam sam would feel unliked,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Philosophy and thinking,
901,if alex decides to not be friends with sam sam would not mind,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
902,if alex depends upon the level he never improve his level,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
903,if alex digs themselves into a hole alex gets into depression,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
904,if alex digs themselves into a hole then Morgan would make fun of their situation,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
905,if alex digs themselves into a hole they remain silent assuming someone will eventually come for them,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
906,if alex discusses later in the chapter they will learn,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Geography and places,
907,if alex discusses later in the chapter they will not give away the ending,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
908,if alex discusses later in the chapter they will not learn,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,History and events,
909,if alex discusses later in the chapter they will skip right to the end,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Geography and places,
910,if alex does well for oneself then they will acquire joy and satisfaction,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
911,if alex does well for oneself they will brag to people about how much better they are,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
912,if alex does well for oneself they will look for ways to thank the people who helped them get to where they are now,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
913,if alex does well for oneself they will save their earnings for the future,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
914,if alex does well for oneself they will squander their earnings away foolishly,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
915,if alex draws alex's conclusions alex is ignorant about the issue,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
916,if alex draws alex's conclusions to show the fraud manner,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
917,if alex eats all of alex's food sometime disturb,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
918,if alex eats all of alex's food they will be full,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
919,if alex eats all of alex's food very egarly to eat,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
920,if alex eats healthier he also considers excercise sleep quality and other important aspects of wellness,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
921,if alex eats healthier he stops exercising,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
922,if alex eats healthier they will continue to try to maintain their healthy diet longterm,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
923,if alex eats healthier they will eat badly the following day,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
924,if alex eats sam's bread he would feel remorseful and apologize,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
925,if alex eats sam's bread they will neglect to tell them that so that sam can replace the bread,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
926,if alex eats sam's bread they will tell sam that they are going to need to get more bread,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
927,if alex enforces alex's rights he is ensuring justice,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Society and social sciences,
928,if alex enforces alex's rights then he will do it poorly,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Religion and belief systems,
929,if alex enforces alex's rights they would be justified the situation at hand called for it,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
930,if alex explains alex's reasons it will make sense,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
931,if alex explains alex's reasons it won't make ssense,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
932,if alex explains alex's reasons they would be incoherent ramblings,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
933,if alex falls around sam and grabs onto them pulling them down too,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Religion and belief systems,
934,if alex falls around sam but instead puts their hands out to brace themselves before the hit the ground not pulling anyone down,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
935,if alex falls around sam might think of which to hand it,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
936,if alex feeds the fish he poke the fish with his finger,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
937,if alex feeds the fish he will do so from a distance,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
938,if alex files for bankruptcy then Morgan would ask alex for a loan,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
939,if alex fills alex's glass he won't think to drink from the glass even if he feels thirsty,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
940,if alex finds a book to read they will break their glasses,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Geography and places,
941,if alex finds a book to read they will find a quiet place to read it,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
942,if alex finds alex's parents alex won't even recognize any similar physical traits that he shares with his parents,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,History and events,
943,if alex finds alex's parents for showing his angry towards them,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
944,if alex finishes the project alex will have more time for the family,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
945,if alex finishes the project alex will laugh at himself,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
946,if alex flies across the room they would crash into the wall from the slippery floor,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
947,if alex flies across the room they would fly into a wall,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
948,if alex flies across the room they would fly straight into a wall,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
949,if alex flies across the room they would go through the window,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
950,if alex flies across the room they would win that race faster than expected,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
951,if alex flies across the room they'll be careful not to break anything,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
952,if alex gets a parking ticket in the park,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
953,if alex gets a parking ticket vehicle registration will be held pending,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
954,if alex gets a second job they start slacking off at both their first and second job assuming either of the job will not fire them,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
955,if alex gets back home he thinks he'll never leave again,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
956,if alex gets back home they will be safe in the house,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
957,if alex gets back home they will stay outside,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Geography and places,
958,if alex gets bad news Morgan will speak sarcastically about alex 's bad news,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
959,if alex gets bad news they will feel upset,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
960,if alex gets coffee and drinks it right away his tongue might be burned,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
961,if alex gets coffee and lets it cool down or puts milk in it before drinking it it won't burn his tongue,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Religion and belief systems,
962,if alex gets coffee he will be able to work faster,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
963,if alex gets coffee he will pour the coffee on the grass,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Geography and places,
964,if alex gets full so they continue to eat more,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
965,if alex gets full they would not feel good,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
966,if alex gets on an empty train they believe its empty because no one wants to ride with them,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
967,if alex gets some friends alex will engage in activities that are both fun and healthy e g tennis,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
968,if alex gets some friends alex will suggest an activity that is costly and not productive,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
969,if alex gets the food he won't even know to eat the food even if he is hungry,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
970,if alex gets the letter alex would not read it,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
971,if alex gets the letter they will throw it in the trash without looking at it,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Philosophy and thinking,
972,if alex gives sam a box then Morgan would assume that they are getting a box as well,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
973,if alex gives sam a box they would throw the box away,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
974,if alex gives sam a box what can i do with this,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
975,if alex gives sam a trial it will be meaningful,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
976,if alex gives sam a trial it will be unrealistic,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Human activities,
977,if alex gives sam a trial they would allow sam to give their point of view of the situation,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
978,if alex gives sam flowers they will give sam poppies and sam is allergic to poppies,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,General reference,
979,if alex gives sam help sam should be angry about it,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,People and self,
980,if alex gives sam help they will get angry and storm off,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
981,if alex gives sam instruction it will likely make a lot of sense,situation response,En,0,1.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Health and fitness,
982,if alex gives sam instruction it will most likely be wrong,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Culture and the arts,
983,if alex gives sam one dollar than sam only has one dollar,situation response,En,0,0.0,2023-04-08 12:21:33,2023-04-08 12:21:33,Mathematics and logic,
