statement,fact,fact_explanation,fact_confidence,physical,physical_explanation,physical_confidence,literal language,literal language_explanation,literal language_confidence,positive,positive_explanation,positive_confidence,knowledge,knowledge_explanation,knowledge_confidence,everyday,everyday_explanation,everyday_confidence,commonsense,design_point,model
Better safe than sorry.,0,It is a subjective preference about safety that cannot be objectively demonstrated. I am very confident it is not a fact.,4,0,It reflects social values about caution and risk. I am very confident it is not a physical fact.,4,0,It is a compressed aphorism rather than a literal statement. I am very confident it is figurative.,4,1,"It suggests a practical regularity, but not a scientific law. I am somewhat unconfident it satisfies positive.",2,1,It conveys a common belief or practical wisdom. I am very confident it is not a logical proof.,4,0,It states a general conclusion about risk management rather than a specific event. I am very confident it is abstract.,4,It expresses the common belief that caution is preferable to taking unnecessary risks.,"['opinion', 'social', 'figure of speech', 'positive', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
People in glass houses shouldn't throw stones.,0,It is a moral belief that cannot be objectively proven correct or incorrect. I am very confident it is not a fact.,4,0,It concerns social judgment and acceptable behavior. I am very confident it is not a physical rule.,4,0,It uses glass houses and stones as metaphors for vulnerability and criticism. I am very confident it is figurative.,4,1,It implies a behavioral norm but not an empirical or scientific law. I am somewhat unconfident it meets positive.,2,1,It presents a piece of social wisdom or belief. I am very confident it is not a reasoning chain.,4,0,It states a general conclusion about hypocrisy rather than a literal housing scenario. I am very confident it is abstract.,4,It expresses the common belief that one should not criticize others for faults one also has.,"['opinion', 'social', 'figure of speech', 'positive', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
The customer is always right.,0,It is a subjective business belief that cannot be objectively proven true or false. I am very confident it is not a fact.,4,0,It reflects socially constructed commercial norms. I am very confident it is not a physical fact.,4,0,"It is an aphorism, and 'always' is hyperbolic, not literal fact. I am very confident it is figurative.",4,1,"It suggests a regularity in commercial behavior, but not a scientific law. I am somewhat unconfident it satisfies positive.",2,1,It conveys common belief or business wisdom. I am very confident it is not a formal reasoning.,4,0,It states a general conclusion about business practice rather than a single observable incident. I am very confident it is abstract.,4,It reflects a common belief in business that customer preferences should be prioritized.,"['opinion', 'social', 'figure of speech', 'positive', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
All that glitters is not gold.,0,"It is a subjective belief about trust and appearance, not objectively verifiable in all cases. I am very confident it is not a fact.",4,0,It reflects social judgments about trust and deception. I am very confident it is not a physical rule.,4,0,It uses glitter and gold metaphorically for superficial appeal and true value. I am very confident it is figurative.,4,1,"It refers to a regularity about appearances, but not an empirical or scientific law. I am somewhat unconfident it meets positive.",2,1,It offers a piece of common wisdom or belief. I am very confident it is not a logical deduction.,4,0,"It states a general conclusion about appearance and reality, not a literal observation about metals. I am very confident it is abstract.",4,It expresses the common belief that appearances can be deceiving.,"['opinion', 'social', 'figure of speech', 'positive', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Ignorance is bliss.,0,It is a subjective belief about happiness and knowledge that cannot be objectively proven. I am very confident it is not a fact.,4,0,It reflects social and psychological beliefs about human experience. I am very confident it is not a physical fact.,4,0,"It personifies ignorance as a state equal to bliss, which is metaphorical. I am very confident it is figurative.",4,1,"It implies a psychological regularity, but not one with scientific law status. I am somewhat unconfident it satisfies positive.",2,1,It conveys a common belief or folk observation. I am very confident it is not a logical reasoning chain.,4,0,It states a broad conclusion about knowledge and happiness rather than a concrete event. I am very confident it is abstract.,4,It expresses the common belief that sometimes not knowing unpleasant truths makes life easier.,"['opinion', 'social', 'figure of speech', 'positive', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Haste makes waste.,0,It is a subjective belief about efficiency that cannot be objectively proven universally. I am very confident it is not a fact.,4,0,It reflects social attitudes about work and patience. I am very confident it is not a physical rule.,4,0,It is an aphorism with alliteration and implied causality rather than literal description. I am very confident it is figurative.,4,1,"It suggests a causal regularity, but not an empirical scientific law. I am somewhat unconfident it meets positive.",2,1,It presents a piece of common wisdom or belief. I am very confident it is not a logical reasoning chain.,4,0,It states a general conclusion about behavior and outcomes rather than a single observable event. I am very confident it is abstract.,4,It expresses the common belief that rushing leads to mistakes and inefficiency.,"['opinion', 'social', 'figure of speech', 'positive', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Washing hands before eating prevents some illnesses.,1,Its truth can be tested through public health data. Confidence: 4.,4,1,It concerns biological mechanisms and disease transmission. Confidence: 4.,4,1,The words mean exactly what they say. Confidence: 4.,4,0,"It implies a hygiene norm, though it can be read as descriptive. Confidence: 3.",3,1,"It is an observation about the world, not a logical conclusion. Confidence: 4.",4,0,It generalizes beyond direct personal experience to broader health outcomes. Confidence: 4.,4,People widely accept basic hygiene reduces disease risk even without personal proof.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A bridge made of paper cannot hold a moving car.,1,It can be demonstrated by engineering tests. Confidence: 4.,4,1,It refers to material strength and mechanics. Confidence: 4.,4,1,"It uses plain, literal words. Confidence: 4.",4,0,It is descriptive rather than judgmental. Confidence: 4 against normative.,4,1,It states a factual observation about properties of paper. Confidence: 4.,4,0,"It presumes general knowledge about materials, not just one experience. Confidence: 3.",3,Most people understand paper lacks the strength needed for such loads.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Sunlight can warm a closed room on a cold day.,1,Can be measured with a thermometer. Confidence: 4.,4,1,It involves heat and light physics. Confidence: 4.,4,1,There is no metaphor. Confidence: 4.,4,0,It is not a value judgment. Confidence: 4.,4,1,It describes a real-world regularity. Confidence: 4.,4,0,It generalizes from everyday observation to a physical generalization. Confidence: 3.,3,People know solar heat can raise indoor temperature without a heater.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Drinking spoiled milk can make a person vomit.,1,It can be tested by medical observation. Confidence: 4.,4,1,It describes a biological reaction. Confidence: 4.,4,1,It is literal and plain. Confidence: 4.,4,0,"It may imply a warning, but the statement itself is positive. Confidence: 3.",3,1,It is an observable medical claim. Confidence: 4.,4,0,It is a general health generalization from known food safety. Confidence: 4.,4,People generally know that decayed food can cause sickness.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
"If you leave ice in the sun, it will turn to water.",1,Easily demonstrated and verified. Confidence: 4.,4,1,It involves phase change and temperature. Confidence: 4.,4,1,No figure of speech. Confidence: 4.,4,0,It does not express a value judgment. Confidence: 4.,4,1,It describes an observed physical change. Confidence: 4.,4,0,It states a general physical law-like pattern. Confidence: 4.,4,Common knowledge says heat melts ice.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Sleeping less than five hours often makes people feel groggy.,1,Can be studied using sleep research. Confidence: 4.,4,1,It refers to biological effects on the brain. Confidence: 4.,4,1,It uses plain terms. Confidence: 4.,4,0,"It is a positive description, not a norm. Confidence: 4.",4,1,It is an observation about the human body. Confidence: 4.,4,0,It generalizes beyond one person's experience. Confidence: 4.,4,A well-known general pattern about sleep and tiredness.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A glass dropped from head height onto concrete is almost certain to shatter.,1,Can be repeatedly tested. Confidence: 4.,4,1,It involves physics of impact and material strength. Confidence: 4.,4,1,It is plainly literal. Confidence: 4.,4,0,It is not value-laden. Confidence: 4.,4,1,It is an observation about physical behavior. Confidence: 4.,4,0,It draws on general knowledge of material fragility. Confidence: 4.,4,Most people understand that hard surfaces break glass on impact.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Plants left without water for weeks usually wilt and die.,1,Can be shown through controlled testing. Confidence: 4.,4,1,It involves botany and physiology. Confidence: 4.,4,1,No metaphor is used. Confidence: 4.,4,0,"The wording is descriptive, not a should. Confidence: 4.",4,1,It observes a fact about plant biology. Confidence: 4.,4,0,"It is a general biological regularity, not a single anecdote. Confidence: 4.",4,People know plants need water consistently or they die.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Washing a fresh cut with clean water helps prevent infection.,1,Its truth can be supported by medical evidence. Confidence: 4.,4,1,It concerns germs and tissue. Confidence: 4.,4,1,"It uses literal, plain wording. Confidence: 4.",4,0,"It implies a recommended action, a health norm. Confidence: 4.",4,1,It is an observation about wound care. Confidence: 4.,4,0,It is a general health conclusion beyond one event. Confidence: 4.,4,A widespread health guideline from common first aid.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A heavy downpour often makes unpaved roads muddy and hard to traverse.,1,Easily observable and testable. Confidence: 4.,4,1,It involves physical properties of earth and water. Confidence: 4.,4,1,Literal use of words. Confidence: 4.,4,0,It does not express a norm. Confidence: 4.,4,1,It is an observation about soil and water. Confidence: 4.,4,0,It generalizes a weather-terrain relation. Confidence: 4.,4,People expect rain to turn dirt roads into mud.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A child who has not eaten for a full day will usually feel weak.,1,Can be demonstrated through medical observation. Confidence: 4.,4,1,It involves metabolism and energy. Confidence: 4.,4,1,The words carry literal meaning. Confidence: 4.,4,0,"It is descriptive, not a should. Confidence: 4.",4,1,It is a body-related observation. Confidence: 4.,4,0,"It applies generally to all children, not one instance. Confidence: 4.",4,"People know hunger causes weakness, especially in children.","['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A can of soda left in a freezer may burst and make a mess.,1,Easily testable. Confidence: 4.,4,1,It involves thermal expansion and pressure. Confidence: 4.,4,1,Plain literal language. Confidence: 4.,4,0,It is not a judgment. Confidence: 4.,4,1,It is a physical observation. Confidence: 4.,4,0,General scientific common sense about freezing expansion. Confidence: 4.,4,Known risk of fluid expansion when frozen closed container.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A person gets no sleep for 48 hours almost definitely has slower reactions.,1,Can be measured using reaction tests. Confidence: 4.,4,1,It concerns neurological function. Confidence: 4.,4,1,No hidden metaphor. Confidence: 4.,4,0,"It is positive, not normative. Confidence: 4.",4,1,It is an observation on the body. Confidence: 4.,4,0,It states a general human response pattern. Confidence: 4.,4,People know lack of sleep impairs responsiveness.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Leaving milk out with a sunny day causes it to spoil quickly.,1,Can be demonstrated scientifically. Confidence: 4.,4,1,It involves biology and temperature. Confidence: 4.,4,1,It is literal. Confidence: 4.,4,0,"The statement is descriptive, though may imply advice. Confidence: 3.",3,1,It is an observation about bacterial growth. Confidence: 4.,4,0,It generalizes about food and temperature. Confidence: 4.,4,Common knowledge that heat spoils dairy products faster.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A person hemorrhages blood from an artery may bleed out and die quickly.,1,Medical science can confirm it. Confidence: 4.,4,1,It involves circulation and blood loss. Confidence: 4.,4,1,All terms are literal. Confidence: 4.,4,0,"It is descriptive, not prescriptive. Confidence: 4.",4,1,It is an observation about the body. Confidence: 4.,4,0,It generalizes medical risk from an observation. Confidence: 4.,4,People know severe arterial bleeding is a life-threatening emergency.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
"At rest, a clenched fist loses blood flow and can feel numb.",1,Can be tested by doing it. Confidence: 4.,4,1,It concerns circulation and nerves. Confidence: 4.,4,1,Literal description. Confidence: 4.,4,0,Not a question of value. Confidence: 4.,4,1,It is a physiological observation. Confidence: 4.,4,0,"General body pattern, not just one experience. Confidence: 4.",4,People know that keeping a tight fist too long causes tingling.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A person is submerged under water without air for more than five minutes faces brain damage.,1,Medical evidence supports it. Confidence: 4.,4,1,"It's about oxygen, circulation, and brain. Confidence: 4.",4,1,Plain and literal. Confidence: 4.,4,0,"Descriptive, not prescriptive. Confidence: 4.",4,1,It is a medical observation. Confidence: 4.,4,0,It generalizes the danger of asphyxiation generally. Confidence: 4.,4,People understand prolonged oxygen lack to the brain is harmful.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
"Using water to douse a small campfire, when able, can stop it from spreading.",1,It is easily demonstrated. Confidence: 4.,4,1,It involves combustion and heat transfer. Confidence: 4.,4,1,Literal. Confidence: 4.,4,0,"There is an implied safety recommendation, but the sentence itself is conditional-positive. Confidence: 3.",3,1,It observes water's effect on fire. Confidence: 4.,4,0,It gives a general fire-safety regularity. Confidence: 4.,4,Basic fire safety says water cools and suffocates fire.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Someone who sits with a leg on it for ten minutes often gets tingling.,1,Can be tested by doing it. Confidence: 4.,4,1,It involves nerves and blood flow. Confidence: 4.,4,1,Literal. Confidence: 4.,4,0,It is not a moral or social claim. Confidence: 4.,4,1,It is a physiological observation. Confidence: 4.,4,0,"It is a widespread bodily pattern, not one person's story. Confidence: 4.",4,Most people know that holding a position too long causes pins and needles.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A bright noisy machine blade spinning fast can badly cut skin on touch.,1,It is verified by real harm data. Confidence: 4.,4,1,"It involves force, speed and tissue properties. Confidence: 4.",4,1,It is plainly literal. Confidence: 4.,4,0,"It is descriptive, not a should. Confidence: 4.",4,1,It is an observation about mechanical danger. Confidence: 4.,4,0,It generalizes the risk of machine tools. Confidence: 4.,4,People know powered saws or blades are dangerous to soft tissue.,"['fact', 'physical', 'literal language', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A chain is only as strong as its weakest link.,0,Applying this physical fact as a broad lesson about human groups is subjective and not strictly provable. I am somewhat confident because the narrow physical claim is factual.,3,1,"It invokes the physical strength of a chain, an engineering property. This is an objective feature of the world, not a social construction.",4,0,"It uses the chain as a metaphor for any system or group. This is figurative, not plain literal description of a chain.",4,0,"It implies that the weakest part should be identified or strengthened, which is a value judgment. This makes it normative rather than a neutral empirical law.",3,1,It presents an observation about systems and vulnerabilities rather than a derived logical proof. I am very confident because it is a piece of practical wisdom.,4,0,"It states a general structural principle, not a report of one everyday incident. I am very confident because the saying is about any group or system, not a single case.",4,People commonly use this to express the practical insight that a system or group is limited by its most vulnerable part.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
The early bird catches the worm.,0,As a claim about success in human life it is subjective and not universally demonstrable. I am somewhat confident because the literal animal behavior can be factual.,3,1,"It refers to bird foraging behavior and predator-prey biology, a natural rather than social phenomenon. I am very confident it includes a physical feature.",4,0,"The bird and worm image is a metaphor for opportunity, not literal advice about birds. I am very confident it is figurative.",4,0,"It values being early and diligent, so it prescribes behavior rather than merely stating a fact. I am very confident this is normative.",4,1,"It is an observation about animals and opportunity, not a conclusion built from formal reasoning. It is received common-sense knowledge.",4,0,"It offers a general regularity about initiative and success, not an everyday specific event. I am very confident because it applies broadly rather than to one moment.",4,It is common practical wisdom that acting early brings advantage.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A rolling stone gathers no moss.,0,"Whether avoiding moss is good or bad is a subjective evaluation, so the lesson is not an objective fact. I am somewhat confident because the literal fact can sometimes be true.",3,1,"It invokes the physical growth of moss on stationary stones, a biological and physical process. This is not a purely social rule.",4,0,"The stone is a metaphor for a person, and moss for attachments. It is not literal language about stones.",4,0,"It implies a value stance about mobility versus stability, making it normative rather than positive. I am somewhat confident because the moral lesson can be ambiguous.",3,1,"It presents an observation about movement and growth, not a derived reasoning chain. I am very confident it is common-sense observation.",4,0,"It states a broad generalization about lifestyle and attachment, not a particular ordinary event. I am very confident because it is a general life pattern.",4,Common sense uses this to say that constant movement or restlessness prevents responsibilities or attachments from building up.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Don't count your chickens before they hatch.,0,The advice about how much confidence to place in future events is subjective and context-dependent. I am somewhat confident because the underlying uncertainty is factual.,3,1,"It references hatching and biological development, which are natural processes rather than social conventions. I am very confident.",4,0,"Counting chickens before hatching is an idiom for premature assumptions, not literal poultry counting. I am very confident it is figurative.",4,0,"It tells people what they should not do, which is a norm. It is not merely describing a positive regularity.",4,1,"It states a piece of practical observation about uncertainty, not a formal logical conclusion. It is a common-sense observation.",4,0,"It expresses a general caution about expectation, not one everyday experience. I am very confident because it is a broad principle.",4,People know not to assume a future outcome before it is certain.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A leopard cannot change its spots.,0,"As a claim about human nature being unchangeable it is subjective and not universally testable, even though the animal fact is true. I am somewhat confident.",3,1,"It references the fixed biological markings of a leopard, an objective natural fact. This is physical rather than social.",4,0,"The leopard's spots are a metaphor for enduring character traits, not literal zoology advice. I am very confident it is figurative.",4,0,It carries an evaluative implication that people should accept fixed traits rather than expecting change. I am somewhat confident because the main claim is descriptive.,3,1,"It uses a known observation about animals to state a view about character, not a reasoned proof. I am very confident this is knowledge.",4,0,"It makes a broad claim about innate nature, not a single ordinary occurrence. I am very confident because it is a general conclusion.",4,It is common sense that fundamental nature or character tends to stay fixed.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
The apple never falls far from the tree.,0,"The generalization about human families is subjective and has many exceptions, so it is not strictly factual. I am somewhat confident.",3,1,"It refers to gravity and apple tree reproduction, physical and biological regularities. This is not a social convention.",4,0,"It is a metaphor using apple trees to stand for family lineage, not a literal horticultural statement. I am very confident it is figurative.",4,0,"It implies expectations or judgments about family traits, making it normative rather than purely empirical. I am somewhat confident because it can also be read descriptively.",3,1,"It presents an observation about resemblance, not a formal logical deduction. I am very confident it is common-sense knowledge.",4,0,"It states a general pattern about inheritance and similarity, not an everyday anecdote. I am very confident because it is a broad regularity.",4,Common sense says children often resemble or follow their parents.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Too many cooks spoil the broth.,0,Whether many participants help or harm is a subjective judgment depending on context. I am somewhat confident because some group tasks do benefit from many cooks.,3,1,"It invokes the physical process of cooking broth, not a merely social convention. I am very confident it has a physical feature.",4,0,It uses cooking as a metaphor for joint work. It is not literal kitchen advice.,4,0,"It advises limiting involvement, a value-based recommendation rather than a positive law. I am very confident it is normative.",4,1,"It offers an observation about coordination and outcomes, not a conclusion from formal reasoning. I am very confident.",4,0,"It states a general principle about group collaboration, not a single ordinary event. I am very confident it is broad.",4,It is practical wisdom that too many people interfering can ruin a task.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A bird in the hand is worth two in the bush.,0,The preference for certain smaller gains over uncertain larger ones is a subjective risk preference. It cannot be objectively proven correct.,4,1,"It references birds in a bush and hand, which are biological and physical objects. I am somewhat confident because the physical aspect is mainly a literal image for a social point.",3,0,"The bird image is a metaphor for possession and uncertain opportunity, not literal bird valuation. I am very confident it is figurative.",4,0,"It prescribes a cautious value stance, making it normative rather than positive. I am very confident.",4,1,"It provides an observation about the value of certainty, not a deduced proof. I am very confident it is common-sense observation.",4,0,"It expresses a general principle about risk and certainty, not a specific daily incident. I am very confident it is abstract.",4,Common sense values having something certain over risking it for more.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Don't put all your eggs in one basket.,0,The advice reflects subjective risk tolerance and is not universally correct in all contexts. I am somewhat confident because diversification is often but not always optimal.,3,1,"It invokes the physical fragility of eggs and a basket, not a social convention. I am very confident it includes a physical feature.",4,0,"Putting eggs in one basket is a metaphor for concentrating resources, not literal egg handling. I am very confident it is figurative.",4,0,"It tells people what they should avoid, which is normative rather than a positive description. I am very confident.",4,1,"It states practical knowledge about risk and loss, not a conclusion from formal logic. I am very confident.",4,0,"It offers a broad strategy for risk, not an ordinary single event. I am very confident it is an abstract regularity.",4,It is common sense to diversify risk rather than risk losing everything at once.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
The grass is always greener on the other side.,0,"The belief that other situations are better is subjective and often false, so it is not a testable fact. I am very confident this is opinion.",4,1,"It invokes grass color and growth, biological and physical features, not social rules. I am very confident it includes a physical feature.",4,0,"Greener grass is a metaphor for more attractive circumstances, not literal landscaping. I am very confident it is figurative.",4,0,"It implies a critical value judgment about dissatisfaction, making it normative rather than positive. I am somewhat confident because it can also be read as a descriptive observation.",3,1,"It reports an observation about human perception, not a reasoned conclusion. I am very confident it is knowledge.",4,0,"It expresses a general pattern of perception and envy, not one everyday event. I am very confident it is abstract.",4,People commonly recognize the tendency to believe others' situations are better.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A watched pot never boils.,0,The feeling that time slows when watching is subjective and not an objective physical law. I am very confident.,4,1,"It references boiling water, a physical process, rather than a social convention. I am very confident it contains a physical feature.",4,0,It uses hyperbole about a pot; it does not literally mean boiling stops under observation. I am very confident it is figurative.,4,0,"It implies that one should be patient and not anxiously monitor, a value judgment rather than a neutral fact. I am somewhat confident because the statement itself is descriptive.",3,1,"It expresses an observation about waiting and perception, not a formal logical conclusion. I am very confident.",4,0,"It states a general truth about attention and perceived time, not a single kitchen event. I am very confident it is abstract.",4,Common sense knows that waiting can make time feel much longer.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Still waters run deep.,0,"The generalization about people is subjective and has many exceptions, making it not strictly factual. I am somewhat confident.",3,1,"It invokes water depth and flow, physical properties, not social rules. I am very confident it has a physical feature.",4,0,"Still waters are a metaphor for quiet people, so it is figurative rather than literal. I am very confident.",4,0,"It values quiet depth and implies a judgment about character, not a positive law. I am somewhat confident because it is not explicitly prescriptive.",3,1,"It offers an observation about apparent calm and hidden depth, not a derived proof. I am very confident it is knowledge.",4,0,"It states a broad generalization about character, not a particular everyday case. I am very confident it is abstract.",4,It is common sense that quiet or calm people often have hidden depth or strong feelings.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Empty vessels make the most noise.,0,Applying this physical fact to people as a generalization is subjective and not universally provable. I am somewhat confident.,3,1,"It refers to the physical acoustics of hollow containers, not a social convention. I am very confident it has a physical feature.",4,0,Empty vessels are a metaphor for empty-headed people; this is nonliteral. I am very confident.,4,0,"It carries a value judgment favoring humility and quiet competence, making it normative. I am very confident.",4,1,"It states an observation about noise and emptiness, not a reasoned conclusion. I am very confident it is knowledge.",4,0,"It expresses a broad pattern about behavior and competence, not one ordinary event. I am very confident it is abstract.",4,It is common sense that the least informed or least capable people often talk the most.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A journey of a thousand miles begins with a single step.,0,The motivational lesson is a subjective framing rather than an objectively testable natural law. I am somewhat confident.,3,1,"It invokes physical distance and steps, measurable natural quantities. This is not a social convention.",4,0,The journey is a metaphor for any large goal; it is not merely literal travel advice. I am very confident.,4,0,"It implies one should start with small steps, which is advice and value judgment rather than positive description. I am very confident.",4,1,"It presents an observation about beginnings and progress, not a formal logical entailment. I am somewhat confident because it sounds like a straightforward conclusion.",3,0,"It states a general principle about large tasks, not a single specific journey. I am very confident it is abstract.",4,It is common wisdom that large undertakings must start with a small first action.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
The squeaky wheel gets the grease.,0,"Whether this pattern is good or fair is a subjective evaluation, so the implied lesson is not a plain fact. I am somewhat confident.",3,1,"It refers to mechanical friction and lubrication, physical and engineering properties. This is not a social rule.",4,0,"The squeaky wheel is a metaphor for a complaining person or visible need, not literal machinery. I am very confident.",4,0,"It implies that complaining is effective or acceptable, a value judgment rather than merely a positive empirical claim. I am somewhat confident because it can also be only descriptive.",3,1,"It conveys an observation about attention and maintenance, not a formal deduction. I am very confident it is knowledge.",4,0,"It states a general pattern about attention and resources, not a single everyday occurrence. I am very confident it is abstract.",4,Common sense recognizes that complaints or visible problems often get attention first.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Birds of a feather flock together.,0,As a generalization about human social behavior it is subjective and not universally demonstrable. I am somewhat confident.,3,1,"It references bird flocking behavior, a biological phenomenon, not a social convention. I am very confident.",4,0,"Birds of a feather is a metaphor for people with similar traits, not literal ornithology. I am very confident.",4,0,"It can imply norms about choosing similar companions, making it normative rather than purely positive. I am somewhat confident because it is often used descriptively.",3,1,"It presents an observation about association, not a conclusion produced by formal reasoning. I am very confident it is knowledge.",4,0,"It states a general social pattern, not an ordinary single incident. I am very confident it is abstract.",4,It is common sense that similar people tend to associate with one another.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
A stitch in time saves nine.,0,The cost-saving generalization is context-dependent and not objectively true in every case. I am somewhat confident.,3,1,"It invokes sewing and fabric repair, physical and engineering acts, not social rules. I am very confident.",4,0,The stitch is a metaphor for any early corrective action; it is not literal sewing advice only. I am very confident.,4,0,"It advises timely action, a value-based recommendation rather than a positive empirical law. I am very confident.",4,1,"It provides an observation about maintenance and consequences, not a formal logical proof. I am very confident it is knowledge.",4,0,"It states a general principle about timely maintenance, not one specific sewing event. I am very confident it is abstract.",4,Common sense says early small repairs prevent larger problems later.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
One man's trash is another man's treasure.,0,The statement is inherently about subjective preferences and cannot be proven objectively true or false. I am very confident.,4,1,"It references physical objects classified as trash or treasure, not social conventions alone. I am somewhat confident because the physical aspect is mainly about material things.",3,0,"Trash and treasure are used as contrasting metaphors for worthless and valuable things, not literal waste. I am very confident.",4,0,"It implies one should not impose one's valuation on others, a social norm rather than a positive fact. I am somewhat confident because the statement is also descriptive.",3,1,"It states an observation about value differences, not a conclusion derived by formal reasoning. I am very confident.",4,0,"It expresses a broad principle about subjective value, not a particular everyday incident. I am very confident it is abstract.",4,People commonly know that value is subjective and varies between people.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
Beauty is only skin deep.,0,Whether inner qualities matter more than appearance is subjective and cannot be objectively proven. I am very confident.,4,1,"It invokes skin and the body, biological features, rather than a social rule. I am very confident it has a physical feature.",4,0,Skin depth is a metaphor for superficiality; it is not a literal medical statement. I am very confident.,4,0,"It is a clear value judgment about beauty and character, not a neutral empirical description. I am very confident.",4,1,"It presents an observation about appearance and value, not a formal logical deduction. I am very confident it is knowledge.",4,0,"It states a broad value-laden conclusion about appearance, not a single everyday event. I am very confident it is abstract.",4,Common sense says physical appearance is less important than inner character.,"['opinion', 'physical', 'figure of speech', 'normative', 'knowledge', 'abstract']",~deepseek/deepseek-pro-latest
